,Product,Origin,Destination,OriginStationarity,DestinationStationarity,diffLength
0,Pigeon Peas,Kamembe,Rubavu,1,1,0
0,Pigeon Peas,Kamembe,Ruhuha,1,1,0
0,Pigeon Peas,Kampala,Busia,1,1,0
0,Pigeon Peas,Kampala,Kasese,1,1,0
0,Pigeon Peas,Kampala,Masindi,1,1,0
0,Pigeon Peas,Kampala,Mbale,1,1,0
0,Pigeon Peas,Kampala,Musoma,1,1,0
0,Pigeon Peas,Kampala,Soroti,1,1,0
0,Pigeon Peas,Kampala,Tororo,1,1,0
0,Pigeon Peas,Kapchorwa,Kitale,1,1,0
0,Pigeon Peas,Kapchorwa,Mbale,1,1,0
0,Pigeon Peas,Kasese,Kabale,1,1,0
0,Pigeon Peas,Kasese,Kampala,1,1,0
0,Pigeon Peas,Kasese,Masindi,1,1,0
0,Pigeon Peas,Kasese,Ruhengeri,1,1,0
0,Pigeon Peas,Kicukiro,Kigali,1,1,0
0,Pigeon Peas,Kigali,Gicumbi,1,1,0
0,Pigeon Peas,Kigali,Kamembe,1,1,0
0,Pigeon Peas,Kigali,Kicukiro,1,1,0
0,Pigeon Peas,Kigali,Kobero,1,1,0
0,Pigeon Peas,Kigali,Ngozi,1,1,0
0,Pigeon Peas,Kigali,Ruhengeri,1,1,0
0,Pigeon Peas,Kigali,Ruhuha,1,1,0
0,Pigeon Peas,Kigoma,Arusha,1,1,0
0,Pigeon Peas,Kigoma,Bujumbura,1,1,0
0,Pigeon Peas,Kigoma,Gitega,1,1,0
0,Pigeon Peas,Kigoma,Kobero,1,1,0
0,Pigeon Peas,Kigoma,Mbeya,1,1,0
0,Pigeon Peas,Kigoma,Mwanza,1,1,0
0,Pigeon Peas,Kigoma,Tunduma,1,1,0
0,Pigeon Peas,Kisumu,Busia,1,1,0
0,Pigeon Peas,Kisumu,Eldoret,1,1,0
0,Pigeon Peas,Kisumu,Kitale,1,1,0
0,Pigeon Peas,Kisumu,Musoma,1,1,0
0,Pigeon Peas,Kisumu,Nakuru,1,1,0
0,Pigeon Peas,Kisumu,Tororo,1,1,0
0,Pigeon Peas,Kitale,Busia,1,1,0
0,Pigeon Peas,Kitale,Eldoret,1,1,0
0,Pigeon Peas,Kitale,Kapchorwa,1,1,0
0,Pigeon Peas,Kitale,Kisumu,1,1,0
0,Pigeon Peas,Kitale,Mbale,1,1,0
0,Pigeon Peas,Kitale,Tororo,1,1,0
0,Pigeon Peas,Kobero,Gitega,1,1,0
0,Pigeon Peas,Kobero,Kigali,1,1,0
0,Pigeon Peas,Kobero,Kigoma,1,1,0
0,Pigeon Peas,Kobero,Mwanza,1,1,0
0,Pigeon Peas,Kobero,Ngozi,1,1,0
0,Pigeon Peas,Kobero,Ruhuha,1,1,0
0,Pigeon Peas,Lira,Gulu,1,1,0
0,Pigeon Peas,Lira,Masindi,1,1,0
0,Pigeon Peas,Lira,Soroti,1,1,0
0,Pigeon Peas,Machakos,Arusha,1,1,24
0,Pigeon Peas,Machakos,Makueni,1,1,27
0,Pigeon Peas,Machakos,Meru,1,1,29
0,Pigeon Peas,Machakos,Mombasa,1,1,0
0,Pigeon Peas,Machakos,Moshi,1,1,0
0,Pigeon Peas,Machakos,Nairobi,1,1,21
0,Pigeon Peas,Makueni,Arusha,1,1,24
0,Pigeon Peas,Makueni,Machakos,1,1,27
0,Pigeon Peas,Makueni,Meru,1,1,35
0,Pigeon Peas,Makueni,Mombasa,1,1,0
0,Pigeon Peas,Makueni,Moshi,1,1,0
0,Pigeon Peas,Makueni,Nairobi,1,1,20
0,Pigeon Peas,Masindi,Gulu,1,1,15
0,Pigeon Peas,Masindi,Kampala,1,1,0
0,Pigeon Peas,Masindi,Kasese,1,1,0
0,Pigeon Peas,Masindi,Lira,1,1,0
0,Pigeon Peas,Mbale,Kampala,1,1,0
0,Pigeon Peas,Mbale,Kapchorwa,1,1,0
0,Pigeon Peas,Mbale,Kitale,1,1,0
0,Pigeon Peas,Mbale,Soroti,1,1,0
0,Pigeon Peas,Mbale,Tororo,1,1,0
0,Pigeon Peas,Mbeya,Dodoma,1,1,14
0,Pigeon Peas,Mbeya,Iringa,1,1,14
0,Pigeon Peas,Mbeya,Kigoma,1,1,0
0,Pigeon Peas,Mbeya,Mwanza,1,1,0
0,Pigeon Peas,Mbeya,Songea,1,1,0
0,Pigeon Peas,Mbeya,Tunduma,1,1,0
0,Pigeon Peas,Meru,Eldoret,1,1,0
0,Pigeon Peas,Meru,Machakos,1,1,29
0,Pigeon Peas,Meru,Makueni,1,1,35
0,Pigeon Peas,Meru,Nairobi,1,1,25
0,Pigeon Peas,Meru,Nakuru,1,1,0
0,Pigeon Peas,Mombasa,Machakos,1,1,0
0,Pigeon Peas,Mombasa,Makueni,1,1,0
0,Pigeon Peas,Mombasa,Moshi,1,1,0
0,Pigeon Peas,Mombasa,Nairobi,1,1,0
0,Pigeon Peas,Mombasa,Tanga,1,1,0
0,Pigeon Peas,Morogoro,Arusha,1,1,0
0,Pigeon Peas,Morogoro,Dar es salaam,1,1,0
0,Pigeon Peas,Morogoro,Dodoma,1,1,0
0,Pigeon Peas,Morogoro,Iringa,1,1,0
0,Pigeon Peas,Morogoro,Moshi,1,1,0
0,Pigeon Peas,Morogoro,Tanga,1,1,0
0,Pigeon Peas,Moshi,Arusha,1,1,0
0,Pigeon Peas,Moshi,Dar es salaam,1,1,0
0,Pigeon Peas,Moshi,Machakos,1,1,0
0,Pigeon Peas,Moshi,Makueni,1,1,0
0,Pigeon Peas,Moshi,Mombasa,1,1,0
0,Pigeon Peas,Moshi,Morogoro,1,1,0
0,Pigeon Peas,Moshi,Nairobi,1,1,0
0,Pigeon Peas,Moshi,Tanga,1,1,0
0,Pigeon Peas,Mulindi,Gicumbi,1,1,0
0,Pigeon Peas,Mulindi,Kabale,1,1,0
0,Pigeon Peas,Mulindi,Ruhengeri,1,1,0
0,Pigeon Peas,Musoma,Arusha,1,1,0
0,Pigeon Peas,Musoma,Kampala,1,1,0
0,Pigeon Peas,Musoma,Kisumu,1,1,0
0,Pigeon Peas,Musoma,Mwanza,1,1,0
0,Pigeon Peas,Musoma,Nairobi,1,1,0
0,Pigeon Peas,Musoma,Nakuru,1,1,0
0,Pigeon Peas,Mwanza,Arusha,1,1,0
0,Pigeon Peas,Mwanza,Dodoma,1,1,0
0,Pigeon Peas,Mwanza,Gitega,1,1,0
0,Pigeon Peas,Mwanza,Kigoma,1,1,0
0,Pigeon Peas,Mwanza,Kobero,1,1,0
0,Pigeon Peas,Mwanza,Mbeya,1,1,0
0,Pigeon Peas,Mwanza,Musoma,1,1,0
0,Pigeon Peas,Nairobi,Arusha,1,1,23
0,Pigeon Peas,Nairobi,Machakos,1,1,21
0,Pigeon Peas,Nairobi,Makueni,1,1,20
0,Pigeon Peas,Nairobi,Meru,1,1,25
0,Pigeon Peas,Nairobi,Mombasa,1,1,0
0,Pigeon Peas,Nairobi,Moshi,1,1,0
0,Pigeon Peas,Nairobi,Musoma,1,1,0
0,Pigeon Peas,Nairobi,Nakuru,1,1,0
0,Pigeon Peas,Nakuru,Eldoret,1,1,0
0,Pigeon Peas,Nakuru,Kisumu,1,1,0
0,Pigeon Peas,Nakuru,Meru,1,1,0
0,Pigeon Peas,Nakuru,Musoma,1,1,0
0,Pigeon Peas,Nakuru,Nairobi,1,1,0
0,Pigeon Peas,Ngozi,Bujumbura,1,1,0
0,Pigeon Peas,Ngozi,Gitega,1,1,58
0,Pigeon Peas,Ngozi,Kamembe,1,1,0
0,Pigeon Peas,Ngozi,Kigali,1,1,0
0,Pigeon Peas,Ngozi,Kobero,1,1,0
0,Pigeon Peas,Ngozi,Rubavu,1,1,28
0,Pigeon Peas,Ngozi,Ruhuha,1,1,0
0,Pigeon Peas,Rubavu,Kamembe,1,1,0
0,Pigeon Peas,Rubavu,Ngozi,1,1,28
0,Pigeon Peas,Rubavu,Ruhengeri,1,1,0
0,Pigeon Peas,Ruhengeri,Gicumbi,1,1,0
0,Pigeon Peas,Ruhengeri,Kabale,1,1,0
0,Pigeon Peas,Ruhengeri,Kasese,1,1,0
0,Pigeon Peas,Ruhengeri,Kigali,1,1,0
0,Pigeon Peas,Ruhengeri,Mulindi,1,1,0
0,Pigeon Peas,Ruhengeri,Rubavu,1,1,0
0,Pigeon Peas,Ruhuha,Kamembe,1,1,0
0,Pigeon Peas,Ruhuha,Kigali,1,1,0
0,Pigeon Peas,Ruhuha,Kobero,1,1,0
0,Pigeon Peas,Ruhuha,Ngozi,1,1,0
0,Pigeon Peas,Songea,Dar es salaam,1,1,0
0,Pigeon Peas,Songea,Iringa,1,1,0
0,Pigeon Peas,Songea,Mbeya,1,1,0
0,Pigeon Peas,Soroti,Kampala,1,1,0
0,Pigeon Peas,Soroti,Lira,1,1,0
0,Pigeon Peas,Soroti,Mbale,1,1,0
0,Pigeon Peas,Tanga,Dar es salaam,1,1,0
0,Pigeon Peas,Tanga,Mombasa,1,1,0
0,Pigeon Peas,Tanga,Morogoro,1,1,0
0,Pigeon Peas,Tanga,Moshi,1,1,0
0,Pigeon Peas,Tororo,Busia,1,1,0
0,Pigeon Peas,Tororo,Eldoret,1,1,0
0,Pigeon Peas,Tororo,Kampala,1,1,0
0,Pigeon Peas,Tororo,Kisumu,1,1,0
0,Pigeon Peas,Tororo,Kitale,1,1,0
0,Pigeon Peas,Tororo,Mbale,1,1,0
0,Pigeon Peas,Tunduma,Kigoma,1,1,0
0,Pigeon Peas,Tunduma,Mbeya,1,1,0
0,Sunflower seed meal,Arusha,Dodoma,1,1,0
0,Sunflower seed meal,Arusha,Kigoma,1,1,0
0,Sunflower seed meal,Arusha,Machakos,1,1,0
0,Sunflower seed meal,Arusha,Makueni,1,1,0
0,Sunflower seed meal,Arusha,Morogoro,1,1,0
0,Sunflower seed meal,Arusha,Moshi,1,1,0
0,Sunflower seed meal,Arusha,Musoma,1,1,0
0,Sunflower seed meal,Arusha,Mwanza,1,1,0
0,Sunflower seed meal,Arusha,Nairobi,1,1,0
0,Sunflower seed meal,Bujumbura,Gitega,1,1,0
0,Sunflower seed meal,Bujumbura,Kamembe,1,1,0
0,Sunflower seed meal,Bujumbura,Kigoma,1,1,0
0,Sunflower seed meal,Bujumbura,Ngozi,1,1,0
0,Sunflower seed meal,Busia,Eldoret,1,1,0
0,Sunflower seed meal,Busia,Kampala,1,1,0
0,Sunflower seed meal,Busia,Kisumu,1,1,0
0,Sunflower seed meal,Busia,Kitale,1,1,0
0,Sunflower seed meal,Busia,Tororo,1,1,0
0,Sunflower seed meal,Dar es salaam,Morogoro,1,1,0
0,Sunflower seed meal,Dar es salaam,Moshi,1,1,0
0,Sunflower seed meal,Dar es salaam,Songea,1,1,0
0,Sunflower seed meal,Dar es salaam,Tanga,1,1,0
0,Sunflower seed meal,Dodoma,Arusha,1,1,0
0,Sunflower seed meal,Dodoma,Iringa,1,1,0
0,Sunflower seed meal,Dodoma,Mbeya,1,1,0
0,Sunflower seed meal,Dodoma,Morogoro,1,1,0
0,Sunflower seed meal,Dodoma,Mwanza,1,1,0
0,Sunflower seed meal,Eldoret,Busia,1,1,0
0,Sunflower seed meal,Eldoret,Kisumu,1,1,0
0,Sunflower seed meal,Eldoret,Kitale,1,1,0
0,Sunflower seed meal,Eldoret,Meru,1,1,0
0,Sunflower seed meal,Eldoret,Nakuru,1,1,0
0,Sunflower seed meal,Eldoret,Tororo,1,1,0
0,Sunflower seed meal,Gicumbi,Kigali,1,1,0
0,Sunflower seed meal,Gicumbi,Mulindi,1,1,0
0,Sunflower seed meal,Gicumbi,Ruhengeri,1,1,0
0,Sunflower seed meal,Gitega,Bujumbura,1,1,0
0,Sunflower seed meal,Gitega,Kigoma,1,1,0
0,Sunflower seed meal,Gitega,Kobero,1,1,0
0,Sunflower seed meal,Gitega,Mwanza,1,1,0
0,Sunflower seed meal,Gitega,Ngozi,1,1,0
0,Sunflower seed meal,Gulu,Lira,1,1,0
0,Sunflower seed meal,Gulu,Masindi,1,1,0
0,Sunflower seed meal,Iringa,Dodoma,1,1,0
0,Sunflower seed meal,Iringa,Mbeya,1,1,0
0,Sunflower seed meal,Iringa,Morogoro,1,1,0
0,Sunflower seed meal,Iringa,Songea,1,1,0
0,Sunflower seed meal,Kabale,Kasese,1,1,0
0,Sunflower seed meal,Kabale,Mulindi,1,1,0
0,Sunflower seed meal,Kabale,Ruhengeri,1,1,0
0,Sunflower seed meal,Kamembe,Bujumbura,1,1,0
0,Sunflower seed meal,Kamembe,Kigali,1,1,0
0,Sunflower seed meal,Kamembe,Ngozi,1,1,0
0,Sunflower seed meal,Kamembe,Rubavu,1,1,0
0,Sunflower seed meal,Kamembe,Ruhuha,1,1,0
0,Sunflower seed meal,Kampala,Busia,1,1,0
0,Sunflower seed meal,Kampala,Kasese,1,1,0
0,Sunflower seed meal,Kampala,Masindi,1,1,0
0,Sunflower seed meal,Kampala,Mbale,1,1,0
0,Sunflower seed meal,Kampala,Musoma,1,1,0
0,Sunflower seed meal,Kampala,Soroti,1,1,0
0,Sunflower seed meal,Kampala,Tororo,1,1,0
0,Sunflower seed meal,Kapchorwa,Kitale,1,1,0
0,Sunflower seed meal,Kapchorwa,Mbale,1,1,0
0,Sunflower seed meal,Kasese,Kabale,1,1,0
0,Sunflower seed meal,Kasese,Kampala,1,1,0
0,Sunflower seed meal,Kasese,Masindi,1,1,0
0,Sunflower seed meal,Kasese,Ruhengeri,1,1,0
0,Sunflower seed meal,Kicukiro,Kigali,1,1,0
0,Sunflower seed meal,Kigali,Gicumbi,1,1,0
0,Sunflower seed meal,Kigali,Kamembe,1,1,0
0,Sunflower seed meal,Kigali,Kicukiro,1,1,0
0,Sunflower seed meal,Kigali,Kobero,1,1,0
0,Sunflower seed meal,Kigali,Ngozi,1,1,0
0,Sunflower seed meal,Kigali,Ruhengeri,1,1,0
0,Sunflower seed meal,Kigali,Ruhuha,1,1,0
0,Sunflower seed meal,Kigoma,Arusha,1,1,0
0,Sunflower seed meal,Kigoma,Bujumbura,1,1,0
0,Sunflower seed meal,Kigoma,Gitega,1,1,0
0,Sunflower seed meal,Kigoma,Kobero,1,1,0
0,Sunflower seed meal,Kigoma,Mbeya,1,1,0
0,Sunflower seed meal,Kigoma,Mwanza,1,1,0
0,Sunflower seed meal,Kigoma,Tunduma,1,1,0
0,Sunflower seed meal,Kisumu,Busia,1,1,0
0,Sunflower seed meal,Kisumu,Eldoret,1,1,0
0,Sunflower seed meal,Kisumu,Kitale,1,1,0
0,Sunflower seed meal,Kisumu,Musoma,1,1,0
0,Sunflower seed meal,Kisumu,Nakuru,1,1,0
0,Sunflower seed meal,Kisumu,Tororo,1,1,0
0,Sunflower seed meal,Kitale,Busia,1,1,0
0,Sunflower seed meal,Kitale,Eldoret,1,1,0
0,Sunflower seed meal,Kitale,Kapchorwa,1,1,0
0,Sunflower seed meal,Kitale,Kisumu,1,1,0
0,Sunflower seed meal,Kitale,Mbale,1,1,0
0,Sunflower seed meal,Kitale,Tororo,1,1,0
0,Sunflower seed meal,Kobero,Gitega,1,1,0
0,Sunflower seed meal,Kobero,Kigali,1,1,0
0,Sunflower seed meal,Kobero,Kigoma,1,1,0
0,Sunflower seed meal,Kobero,Mwanza,1,1,0
0,Sunflower seed meal,Kobero,Ngozi,1,1,0
0,Sunflower seed meal,Kobero,Ruhuha,1,1,0
0,Sunflower seed meal,Lira,Gulu,1,1,0
0,Sunflower seed meal,Lira,Masindi,1,1,0
0,Sunflower seed meal,Lira,Soroti,1,1,0
0,Sunflower seed meal,Machakos,Arusha,1,1,0
0,Sunflower seed meal,Machakos,Makueni,1,1,0
0,Sunflower seed meal,Machakos,Meru,1,1,0
0,Sunflower seed meal,Machakos,Mombasa,1,1,0
0,Sunflower seed meal,Machakos,Moshi,1,1,0
0,Sunflower seed meal,Machakos,Nairobi,1,1,0
0,Sunflower seed meal,Makueni,Arusha,1,1,0
0,Sunflower seed meal,Makueni,Machakos,1,1,0
0,Sunflower seed meal,Makueni,Meru,1,1,0
0,Sunflower seed meal,Makueni,Mombasa,1,1,0
0,Sunflower seed meal,Makueni,Moshi,1,1,0
0,Sunflower seed meal,Makueni,Nairobi,1,1,0
0,Sunflower seed meal,Masindi,Gulu,1,1,0
0,Sunflower seed meal,Masindi,Kampala,1,1,0
0,Sunflower seed meal,Masindi,Kasese,1,1,0
0,Sunflower seed meal,Masindi,Lira,1,1,0
0,Sunflower seed meal,Mbale,Kampala,1,1,0
0,Sunflower seed meal,Mbale,Kapchorwa,1,1,0
0,Sunflower seed meal,Mbale,Kitale,1,1,0
0,Sunflower seed meal,Mbale,Soroti,1,1,0
0,Sunflower seed meal,Mbale,Tororo,1,1,0
0,Sunflower seed meal,Mbeya,Dodoma,1,1,0
0,Sunflower seed meal,Mbeya,Iringa,1,1,0
0,Sunflower seed meal,Mbeya,Kigoma,1,1,0
0,Sunflower seed meal,Mbeya,Mwanza,1,1,0
0,Sunflower seed meal,Mbeya,Songea,1,1,0
0,Sunflower seed meal,Mbeya,Tunduma,1,1,0
0,Sunflower seed meal,Meru,Eldoret,1,1,0
0,Sunflower seed meal,Meru,Machakos,1,1,0
0,Sunflower seed meal,Meru,Makueni,1,1,0
0,Sunflower seed meal,Meru,Nairobi,1,1,0
0,Sunflower seed meal,Meru,Nakuru,1,1,0
0,Sunflower seed meal,Mombasa,Machakos,1,1,0
0,Sunflower seed meal,Mombasa,Makueni,1,1,0
0,Sunflower seed meal,Mombasa,Moshi,1,1,0
0,Sunflower seed meal,Mombasa,Nairobi,1,1,0
0,Sunflower seed meal,Mombasa,Tanga,1,1,0
0,Sunflower seed meal,Morogoro,Arusha,1,1,0
0,Sunflower seed meal,Morogoro,Dar es salaam,1,1,0
0,Sunflower seed meal,Morogoro,Dodoma,1,1,0
0,Sunflower seed meal,Morogoro,Iringa,1,1,0
0,Sunflower seed meal,Morogoro,Moshi,1,1,0
0,Sunflower seed meal,Morogoro,Tanga,1,1,0
0,Sunflower seed meal,Moshi,Arusha,1,1,0
0,Sunflower seed meal,Moshi,Dar es salaam,1,1,0
0,Sunflower seed meal,Moshi,Machakos,1,1,0
0,Sunflower seed meal,Moshi,Makueni,1,1,0
0,Sunflower seed meal,Moshi,Mombasa,1,1,0
0,Sunflower seed meal,Moshi,Morogoro,1,1,0
0,Sunflower seed meal,Moshi,Nairobi,1,1,0
0,Sunflower seed meal,Moshi,Tanga,1,1,0
0,Sunflower seed meal,Mulindi,Gicumbi,1,1,0
0,Sunflower seed meal,Mulindi,Kabale,1,1,0
0,Sunflower seed meal,Mulindi,Ruhengeri,1,1,0
0,Sunflower seed meal,Musoma,Arusha,1,1,0
0,Sunflower seed meal,Musoma,Kampala,1,1,0
0,Sunflower seed meal,Musoma,Kisumu,1,1,0
0,Sunflower seed meal,Musoma,Mwanza,1,1,0
0,Sunflower seed meal,Musoma,Nairobi,1,1,0
0,Sunflower seed meal,Musoma,Nakuru,1,1,0
0,Sunflower seed meal,Mwanza,Arusha,1,1,0
0,Sunflower seed meal,Mwanza,Dodoma,1,1,0
0,Sunflower seed meal,Mwanza,Gitega,1,1,0
0,Sunflower seed meal,Mwanza,Kigoma,1,1,0
0,Sunflower seed meal,Mwanza,Kobero,1,1,0
0,Sunflower seed meal,Mwanza,Mbeya,1,1,0
0,Sunflower seed meal,Mwanza,Musoma,1,1,0
0,Sunflower seed meal,Nairobi,Arusha,1,1,0
0,Sunflower seed meal,Nairobi,Machakos,1,1,0
0,Sunflower seed meal,Nairobi,Makueni,1,1,0
0,Sunflower seed meal,Nairobi,Meru,1,1,0
0,Sunflower seed meal,Nairobi,Mombasa,1,1,0
0,Sunflower seed meal,Nairobi,Moshi,1,1,0
0,Sunflower seed meal,Nairobi,Musoma,1,1,0
0,Sunflower seed meal,Nairobi,Nakuru,1,1,0
0,Sunflower seed meal,Nakuru,Eldoret,1,1,0
0,Sunflower seed meal,Nakuru,Kisumu,1,1,0
0,Sunflower seed meal,Nakuru,Meru,1,1,0
0,Sunflower seed meal,Nakuru,Musoma,1,1,0
0,Sunflower seed meal,Nakuru,Nairobi,1,1,0
0,Sunflower seed meal,Ngozi,Bujumbura,1,1,0
0,Sunflower seed meal,Ngozi,Gitega,1,1,0
0,Sunflower seed meal,Ngozi,Kamembe,1,1,0
0,Sunflower seed meal,Ngozi,Kigali,1,1,0
0,Sunflower seed meal,Ngozi,Kobero,1,1,0
0,Sunflower seed meal,Ngozi,Rubavu,1,1,0
0,Sunflower seed meal,Ngozi,Ruhuha,1,1,0
0,Sunflower seed meal,Rubavu,Kamembe,1,1,0
0,Sunflower seed meal,Rubavu,Ngozi,1,1,0
0,Sunflower seed meal,Rubavu,Ruhengeri,1,1,0
0,Sunflower seed meal,Ruhengeri,Gicumbi,1,1,0
0,Sunflower seed meal,Ruhengeri,Kabale,1,1,0
0,Sunflower seed meal,Ruhengeri,Kasese,1,1,0
0,Sunflower seed meal,Ruhengeri,Kigali,1,1,0
0,Sunflower seed meal,Ruhengeri,Mulindi,1,1,0
0,Sunflower seed meal,Ruhengeri,Rubavu,1,1,0
0,Sunflower seed meal,Ruhuha,Kamembe,1,1,0
0,Sunflower seed meal,Ruhuha,Kigali,1,1,0
0,Sunflower seed meal,Ruhuha,Kobero,1,1,0
0,Sunflower seed meal,Ruhuha,Ngozi,1,1,0
0,Sunflower seed meal,Songea,Dar es salaam,1,1,0
0,Sunflower seed meal,Songea,Iringa,1,1,0
0,Sunflower seed meal,Songea,Mbeya,1,1,0
0,Sunflower seed meal,Soroti,Kampala,1,1,0
0,Sunflower seed meal,Soroti,Lira,1,1,0
0,Sunflower seed meal,Soroti,Mbale,1,1,0
0,Sunflower seed meal,Tanga,Dar es salaam,1,1,0
0,Sunflower seed meal,Tanga,Mombasa,1,1,0
0,Sunflower seed meal,Tanga,Morogoro,1,1,0
0,Sunflower seed meal,Tanga,Moshi,1,1,0
0,Sunflower seed meal,Tororo,Busia,1,1,0
0,Sunflower seed meal,Tororo,Eldoret,1,1,0
0,Sunflower seed meal,Tororo,Kampala,1,1,0
0,Sunflower seed meal,Tororo,Kisumu,1,1,0
0,Sunflower seed meal,Tororo,Kitale,1,1,0
0,Sunflower seed meal,Tororo,Mbale,1,1,0
0,Sunflower seed meal,Tunduma,Kigoma,1,1,0
0,Sunflower seed meal,Tunduma,Mbeya,1,1,0
0,Rice Bran,Arusha,Dodoma,1,1,0
0,Rice Bran,Arusha,Kigoma,1,1,0
0,Rice Bran,Arusha,Machakos,1,1,0
0,Rice Bran,Arusha,Makueni,1,1,0
0,Rice Bran,Arusha,Morogoro,1,1,0
0,Rice Bran,Arusha,Moshi,1,1,0
0,Rice Bran,Arusha,Musoma,1,1,0
0,Rice Bran,Arusha,Mwanza,1,1,0
0,Rice Bran,Arusha,Nairobi,1,1,0
0,Rice Bran,Bujumbura,Gitega,1,1,0
0,Rice Bran,Bujumbura,Kamembe,1,1,0
0,Rice Bran,Bujumbura,Kigoma,1,1,0
0,Rice Bran,Bujumbura,Ngozi,1,1,0
0,Rice Bran,Busia,Eldoret,1,1,0
0,Rice Bran,Busia,Kampala,1,1,0
0,Rice Bran,Busia,Kisumu,1,1,0
0,Rice Bran,Busia,Kitale,1,1,0
0,Rice Bran,Busia,Tororo,1,1,0
0,Rice Bran,Dar es salaam,Morogoro,1,1,0
0,Rice Bran,Dar es salaam,Moshi,1,1,0
0,Rice Bran,Dar es salaam,Songea,1,1,0
0,Rice Bran,Dar es salaam,Tanga,1,1,0
0,Rice Bran,Dodoma,Arusha,1,1,0
0,Rice Bran,Dodoma,Iringa,1,1,0
0,Rice Bran,Dodoma,Mbeya,1,1,0
0,Rice Bran,Dodoma,Morogoro,1,1,0
0,Rice Bran,Dodoma,Mwanza,1,1,0
0,Rice Bran,Eldoret,Busia,1,1,0
0,Rice Bran,Eldoret,Kisumu,1,1,0
0,Rice Bran,Eldoret,Kitale,1,1,0
0,Rice Bran,Eldoret,Meru,1,1,0
0,Rice Bran,Eldoret,Nakuru,1,1,0
0,Rice Bran,Eldoret,Tororo,1,1,0
0,Rice Bran,Gicumbi,Kigali,1,1,0
0,Rice Bran,Gicumbi,Mulindi,1,1,0
0,Rice Bran,Gicumbi,Ruhengeri,1,1,0
0,Rice Bran,Gitega,Bujumbura,1,1,0
0,Rice Bran,Gitega,Kigoma,1,1,0
0,Rice Bran,Gitega,Kobero,1,1,0
0,Rice Bran,Gitega,Mwanza,1,1,0
0,Rice Bran,Gitega,Ngozi,1,1,0
0,Rice Bran,Gulu,Lira,1,1,0
0,Rice Bran,Gulu,Masindi,1,1,0
0,Rice Bran,Iringa,Dodoma,1,1,0
0,Rice Bran,Iringa,Mbeya,1,1,0
0,Rice Bran,Iringa,Morogoro,1,1,0
0,Rice Bran,Iringa,Songea,1,1,0
0,Rice Bran,Kabale,Kasese,1,1,0
0,Rice Bran,Kabale,Mulindi,1,1,0
0,Rice Bran,Kabale,Ruhengeri,1,1,0
0,Rice Bran,Kamembe,Bujumbura,1,1,0
0,Rice Bran,Kamembe,Kigali,1,1,0
0,Rice Bran,Kamembe,Ngozi,1,1,0
0,Rice Bran,Kamembe,Rubavu,1,1,0
0,Rice Bran,Kamembe,Ruhuha,1,1,0
0,Rice Bran,Kampala,Busia,1,1,0
0,Rice Bran,Kampala,Kasese,1,1,0
0,Rice Bran,Kampala,Masindi,1,1,0
0,Rice Bran,Kampala,Mbale,1,1,0
0,Rice Bran,Kampala,Musoma,1,1,0
0,Rice Bran,Kampala,Soroti,1,1,0
0,Rice Bran,Kampala,Tororo,1,1,0
0,Rice Bran,Kapchorwa,Kitale,1,1,0
0,Rice Bran,Kapchorwa,Mbale,1,1,0
0,Rice Bran,Kasese,Kabale,1,1,0
0,Rice Bran,Kasese,Kampala,1,1,0
0,Rice Bran,Kasese,Masindi,1,1,0
0,Rice Bran,Kasese,Ruhengeri,1,1,0
0,Rice Bran,Kicukiro,Kigali,1,1,0
0,Rice Bran,Kigali,Gicumbi,1,1,0
0,Rice Bran,Kigali,Kamembe,1,1,0
0,Rice Bran,Kigali,Kicukiro,1,1,0
0,Rice Bran,Kigali,Kobero,1,1,0
0,Rice Bran,Kigali,Ngozi,1,1,0
0,Rice Bran,Kigali,Ruhengeri,1,1,0
0,Rice Bran,Kigali,Ruhuha,1,1,0
0,Rice Bran,Kigoma,Arusha,1,1,0
0,Rice Bran,Kigoma,Bujumbura,1,1,0
0,Rice Bran,Kigoma,Gitega,1,1,0
0,Rice Bran,Kigoma,Kobero,1,1,0
0,Rice Bran,Kigoma,Mbeya,1,1,0
0,Rice Bran,Kigoma,Mwanza,1,1,0
0,Rice Bran,Kigoma,Tunduma,1,1,0
0,Rice Bran,Kisumu,Busia,1,1,0
0,Rice Bran,Kisumu,Eldoret,1,1,0
0,Rice Bran,Kisumu,Kitale,1,1,0
0,Rice Bran,Kisumu,Musoma,1,1,0
0,Rice Bran,Kisumu,Nakuru,1,1,0
0,Rice Bran,Kisumu,Tororo,1,1,0
0,Rice Bran,Kitale,Busia,1,1,0
0,Rice Bran,Kitale,Eldoret,1,1,0
0,Rice Bran,Kitale,Kapchorwa,1,1,0
0,Rice Bran,Kitale,Kisumu,1,1,0
0,Rice Bran,Kitale,Mbale,1,1,0
0,Rice Bran,Kitale,Tororo,1,1,0
0,Rice Bran,Kobero,Gitega,1,1,0
0,Rice Bran,Kobero,Kigali,1,1,0
0,Rice Bran,Kobero,Kigoma,1,1,0
0,Rice Bran,Kobero,Mwanza,1,1,0
0,Rice Bran,Kobero,Ngozi,1,1,0
0,Rice Bran,Kobero,Ruhuha,1,1,0
0,Rice Bran,Lira,Gulu,1,1,0
0,Rice Bran,Lira,Masindi,1,1,0
0,Rice Bran,Lira,Soroti,1,1,0
0,Rice Bran,Machakos,Arusha,1,1,0
