,Kisumu,Tororo
0,6.57967627648322,6.296387032703314
1,6.581771395589386,6.320586014466734
2,6.51955563150128,6.344213214797799
3,6.506454783744106,6.363161473397284
4,6.49763756178946,6.481904996602015
5,6.56211437540951,6.429551051454128
6,6.572330308188907,6.1874863909384645
7,6.49662038536361,6.2517202319590135
8,6.49167602367946,6.357125011186533
9,6.487805195591718,6.342784438973655
10,6.484214794906284,6.3932870748988515
11,6.411774645994671,6.388736192476026
12,6.483181679561344,6.47410698873742
13,6.482892873065308,6.512793301594033
14,6.480495016088001,6.547504969030527
15,6.478106288921558,6.541587156469973
16,6.4731300771899845,6.441994004612874
17,6.46673891651235,6.374409866289913
18,6.462577683530768,6.294226504471901
19,6.456287119379148,6.289492503883714
20,6.4491520556788045,6.394385161243428
21,6.570617331318143,6.540097754301309
22,6.670303782595091,6.577578956256621
23,6.661800975369369,6.6115778845739985
24,6.657465591642711,6.638905517956219
25,6.945634173046122,6.641214923006386
26,6.932957498327916,6.825240168977693
27,6.92013326781652,6.834685450311611
28,6.91407831466765,6.843377829081585
29,6.912485152253639,6.848876293235224
30,6.918917142641159,6.55213886379743
31,6.518227407272195,6.319800331943955
32,6.521788702681593,6.32383068556651
33,6.584721772768402,6.367735363778243
34,6.51976849303224,6.368444483235205
35,6.448006211627161,6.363348068111329
36,6.643188497402409,6.402890709992056
37,6.6500181602159065,6.39953937633255
38,6.653739042575744,6.51408323407154
39,6.53518460689575,6.510595339523157
40,6.650732839293765,6.421128797400659
41,6.650189969675248,6.29596660706919
42,6.400567709037956,6.203880881695268
43,6.39645091808487,6.222371379818112
44,6.5179429944415945,6.296693428683594
45,6.478920614188919,6.286661969353938
46,6.508444680415951,6.293222309231491
47,6.518119041353622,6.338144228160699
48,6.509924588244713,6.493716170514268
49,6.50303189297508,6.524300611548169
50,6.498831004249888,6.520355067806187
51,6.492168534934097,6.644707197559189
52,6.493583963703098,6.542805529109412
53,6.490754626020756,6.30130810535935
54,6.358492872173264,6.00530430091895
55,6.36296813421643,6.022433748000113
56,6.365316822954006,6.06290222022528
57,6.329526296595157,5.986883014610757
58,6.21427134449893,6.050321702162092
59,6.205865617187821,6.0338106882295675
60,6.353534422212668,6.0801275808179795
61,6.204790482645907,6.1204853011356875
62,6.207115453879592,6.126011951115102
63,6.208015661009062,6.024536245390805
64,6.346716910666902,5.911409693228261
65,6.341263476654637,5.921652255211821
66,6.339461562014965,5.924889082851135
67,6.407295653220867,6.0478205114340655
68,6.343956828206739,6.146022698829527
69,6.342045789938428,6.246782991763333
70,6.485114874213098,6.253849702009266
71,6.344612596914546,6.359961571765939
72,6.469188615525719,6.372508573657649
73,6.45838072888218,6.364233547174291
74,6.456960017389824,6.530603093066148
75,6.449801859435565,6.496239502871641
76,6.564438980404133,6.385439196322043
77,6.555150291213322,6.468615407132018
