,Machakos,Nairobi
0,6.6438798453483585,6.646389256953784
1,6.645974964454524,6.639041435259668
2,6.653087024125803,6.687488450843135
3,6.639896049740655,6.664819458193112
4,6.631078370601248,6.633927826383913
5,6.562791194386278,6.635206259414846
6,6.558673564716479,6.640537434794652
7,6.642141817272417,6.642141817272417
8,6.644353091804366,6.668774329881169
9,6.636621028557028,6.661404307088801
10,6.628910312900068,6.654662809002483
11,6.6244969367003845,6.650281053856099
12,6.623821061543903,6.623821061543903
13,6.61970505201614,6.6209496072483445
14,6.618032368987572,6.630053253646403
15,6.616356883402047,6.616980130539704
16,6.617135250433609,6.617135250433609
17,6.614036043663568,6.614026408712523
18,6.6109272019424825,6.6109272019424825
19,6.606127899326081,6.607061460931148
20,6.600716001527368,6.6247541389301885
21,6.595038221153797,6.595038221153797
22,6.588744974595147,6.608596743147879
23,6.582190495280729,6.582504220773498
24,6.57314099196354,6.597418561544886
25,6.620523118161618,6.577088911765866
26,6.665761376585466,6.5698298857950155
27,6.656900779427753,6.564017031985086
28,6.656551736270831,6.564431530349914
29,6.645415885178283,6.5300176440869455
30,6.634071769966371,6.53994365666427
31,6.91999799368795,6.526892946567049
32,6.91290825359272,6.534979303293161
33,6.918917142641159,6.736087842754295
34,6.9164661289917495,6.73550882888961
35,6.921298880389344,6.7449322539958025
36,6.840693871323289,6.7472407022661764
37,6.637693422977616,6.7431674395719465
38,6.632377649562559,6.740124394407893
39,6.642341637789341,6.749620673390103
40,6.632941201237457,6.753015007712652
41,6.544106889292635,6.721602231451038
42,6.633950856878744,6.741763720215278
43,6.623656490330998,6.732315032958749
44,6.642193578858994,6.721296273593566
45,6.6354442258711,6.67596542327674
46,6.566953392770506,6.662211052945607
47,6.426866061584948,6.611632335676067
48,6.556072424785176,6.559014468684269
49,6.475108766062382,6.423072002342488
50,6.498915566713621,6.368775520489862
51,6.357925744754901,6.212608833725317
52,6.352847807536467,6.287445604180244
53,6.488495407646785,6.325240913570056
54,6.490604189903722,6.356079930192133
55,6.492708534554357,6.360072958526515
56,6.494862660343422,6.317042236430258
57,6.489478302761023,6.337217387275688
58,6.4760695667111605,6.2671555045009155
59,6.534558994643471,6.291762505427867
60,6.570425394098724,6.343526241085852
61,6.582929713837039,6.2697933143828655
62,6.595279604605138,6.267272555535977
63,6.6012381584511175,6.427517382429762
64,6.5957691844564295,6.452880812929591
65,6.589250736391131,6.390234301025007
66,6.616283758327989,6.395011114949591
67,6.679103068370451,6.4290748139002885
68,6.670370760201973,6.492465994366607
69,6.682706090693324,6.569547085641163
70,6.694891113024504,6.541147052972701
71,6.669688502111016,6.475104252705267
72,6.7561260042163465,6.497597010635765
73,6.74937695063103,6.312201996789736
74,6.742582037638564,6.08443047547822
