,Kasese,Tororo
0,6.465979102746381,6.296387032703314
1,6.364481043498774,6.320586014466734
2,6.455550730509163,6.344213214797799
3,6.491592672816966,6.363161473397284
4,6.500814650959307,6.481904996602015
5,6.5661715702829815,6.429551051454128
6,6.493901525492754,6.1874863909384645
7,6.536175751715301,6.2517202319590135
8,6.5393086464576164,6.357125011186533
9,6.5230073591106885,6.342784438973655
10,6.525625387246635,6.3932870748988515
11,6.5629303312726694,6.388736192476026
12,6.561512514144189,6.47410698873742
13,6.555773996162218,6.512793301594033
14,6.549849635989781,6.547504969030527
15,6.542930340016441,6.541587156469973
16,6.5236865490992715,6.441994004612874
17,6.533567448084982,6.374409866289913
18,6.468579891616678,6.294226504471901
19,6.462571193596491,6.289492503883714
20,6.462358144829634,6.394385161243428
21,6.462145141442885,6.540097754301309
22,6.494460786202137,6.577578956256621
23,6.58557784270099,6.641214923006386
24,6.598182718342347,6.825240168977693
25,6.4811770265378295,6.834685450311611
26,6.438389706434408,6.843377829081585
27,6.431272514122744,6.848876293235224
28,6.515723917055652,6.55213886379743
29,6.52673237592274,6.319800331943955
30,6.48892797440099,6.32383068556651
31,6.491349319745419,6.367735363778243
32,6.493243890620956,6.368444483235205
33,6.486934950587513,6.363348068111329
34,6.483668770360596,6.402890709992056
35,6.477104230830453,6.51408323407154
36,6.580822017459036,6.510595339523157
37,6.552848923455012,6.421128797400659
38,6.465480717573219,6.29596660706919
39,6.3859779967870125,6.203880881695268
40,6.37978061623217,6.222371379818112
41,6.2735519001219,6.296693428683594
42,6.373673346343568,6.286661969353938
43,6.381191082177448,6.293222309231491
44,6.3819132104237015,6.338144228160699
45,6.3827299692105095,6.493716170514268
46,6.366752013611734,6.30130810535935
47,6.24072322980427,6.00530430091895
48,6.128219253039601,6.022433748000113
49,5.964532374597,6.06290222022528
50,5.935244157816957,5.986883014610757
51,5.9935241037689595,6.050321702162092
52,5.825055874367457,6.0338106882295675
53,5.965538258722532,6.0801275808179795
54,6.041704423282574,6.1204853011356875
55,6.048560223574353,6.126011951115102
56,6.2689769936693915,6.024536245390805
57,6.272174622418519,5.911409693228261
58,6.120845377845783,5.921652255211821
59,6.147106279305214,5.924889082851135
60,6.0478205114340655,6.0478205114340655
61,6.040662183171701,6.146022698829527
62,6.047597628917374,6.246782991763333
63,5.996118139407725,6.253849702009266
64,5.993888865368435,6.359961571765939
65,5.981960969757094,6.372508573657649
66,6.187492853741926,6.364233547174291
67,6.183641249773915,6.530603093066148
68,6.387632373995921,6.496239502871641
69,6.3825697538940895,6.385439196322043
70,6.408733574108865,6.468615407132018
