,Gulu,Masindi
0,6.63742557096418,6.569405482771316
1,6.6359067418606585,6.5664279873774465
2,6.633104990735414,6.597569785439308
3,6.7202750991338664,6.590755438475138
4,6.777820977917114,6.586698709388025
5,6.849112839658562,6.578006596294953
6,6.856444448949938,6.5860404154731125
7,6.628769372175225,6.591907192610265
8,6.530132932517029,6.451292870809253
9,6.430361259800325,6.41053682201548
10,6.278759872152746,6.527440987522891
11,6.444196397275872,6.525614734516767
12,6.445048115349538,6.592977142183737
13,6.7012076907590705,6.586298810232551
14,6.771612268352634,6.5810939443545005
15,6.429339374104147,6.259280911242251
16,6.601155528620824,6.247240634735078
17,6.605574040149937,6.100754440444159
18,6.425587134882059,6.096423615231827
19,6.42168310788618,6.0930990441139725
20,6.425310806505688,6.201628316886867
21,6.413767803545446,6.191351789549613
22,6.498138346786436,6.534912024138188
23,6.498108877853377,6.534237601941882
24,6.495055755443325,6.530562443900234
25,6.488653272817931,6.487981003885049
26,6.588220298977612,6.519704661279193
27,6.5795568685102115,6.511175804934666
28,6.577161376186345,6.510090070492864
29,6.569248427879165,6.536089306104479
30,6.568245077541285,5.804871219045459
31,6.369104396452477,5.787024309583478
32,6.118613031234162,6.012823423100325
33,6.137446524289059,6.010643726556405
34,6.151915194625549,5.866086690823091
35,6.156908459543163,6.050321702162092
36,6.14165259473878,6.0338106882295675
37,6.347928282715931,6.022390027562991
38,6.348919599603384,6.014703821464067
39,6.349909934754797,6.020651435457276
40,6.13052352383944,6.023490766989252
41,6.135021518959832,6.27462060814678
42,6.145259736017071,6.094844876120637
43,6.148032634165344,6.042672118507518
44,6.154407268815136,6.049863413063866
45,6.152356520387329,6.194812862998959
46,6.150301557746637,6.373813365371398
47,6.382081004284449,6.382810133007966
48,6.379122069505014,6.456353417441004
49,6.368100043372883,6.368100043372883
50,6.363496898890518,6.364233547174291
51,6.533084483917533,6.469124069085033
52,6.53006537426874,6.530685529327375
53,6.6778210842283645,6.558233536804122
54,6.681528201215808,6.790396932878082
55,6.526819362738636,6.5634534959184165
56,6.514317118592487,6.511285099155636
57,6.475844267099233,6.544138814535459
58,6.436542764043963,6.473830705681163
59,6.624110394907356,6.624670775981141
60,6.639283419377243,6.639834839297474
61,6.635017531270527,6.6941109837239425
62,6.597910685524423,6.536425601873741
63,6.596293146573491,6.532366059267259
64,6.624782415679608,6.531583465061057
65,6.627221602518357,6.626113569163994
66,6.537183057344531,6.690208244650055
67,6.5939690076751125,6.685214353074378
68,6.628322432060773,6.686768439199186
69,6.686757195071878,6.714465483849453
70,6.700915829884485,6.715172690509349
