,Masindi,Kampala
0,6.695282992076009,6.797703299801299
1,6.720822459543145,6.767859774885163
2,6.730876771790358,6.777904312992352
3,6.750687117923312,6.79728365343428
4,6.752140206445604,6.801450297836939
5,6.746014980333689,6.7803388590375375
6,6.770894058271242,6.804630896958932
7,6.771018518893061,6.850090250237013
8,6.759652894450565,6.854761481672814
9,6.7626378901459425,6.730229919679549
10,6.761624268926409,6.691881727850796
11,6.747550490779322,6.71369716557516
12,6.681068506484302,6.68255771003577
13,6.676617289707049,6.6585445086473545
14,6.675174588352429,6.673387277778334
15,6.668386947214642,6.669579553199765
16,6.663273905315209,6.715641890832525
17,6.65517982382773,6.711029309676086
18,6.636454757742766,6.751729402537795
19,6.615628319914756,6.732031854731596
20,6.581908576923682,6.5989813912322735
21,6.57462355454389,6.6429563529729885
22,6.5836271608819565,6.6996863311358
23,6.576430002121544,6.678983140193819
24,6.576469175913188,6.6590830115524895
25,6.576508348170308,6.661833739512934
26,6.57193873301775,6.695677712426985
27,6.7597819649749775,6.775205768889622
28,6.780810600762836,6.822795777635917
29,6.794305764650775,6.81420691896807
30,6.882671939423787,6.830170769542119
31,6.875027678466785,6.833619739863409
32,6.882480322191302,6.815215125447011
33,6.892433478336285,6.792577888072415
34,6.895987797507099,6.7891845540846925
35,6.869776385633712,6.802313314191814
36,6.843314536597355,6.816522870817105
37,6.813956437599327,6.8412752096780824
38,6.809592370749438,6.823338291654072
39,6.80253046041779,6.828931407134244
40,6.7968025171811925,6.839175547029991
41,6.74085635860623,6.8238649008539705
42,6.7292307088611825,6.757549329050427
43,6.733214621992752,6.746775490723683
44,6.734878691666694,6.776112319585729
45,6.729146632633346,6.7724008178518655
46,6.539895886126755,6.79121031440766
47,6.532359181336218,6.779138454451733
48,6.6040338363770426,6.7579266180726325
49,6.603402501641885,6.757639184479301
50,6.60222186894349,6.754222657587084
51,6.688957332162318,6.747703532595385
52,6.743758663329377,6.744018639932947
53,6.816074479349679,6.829033623992183
54,6.838489419940326,6.839666860321264
55,6.83232249954551,6.832085953122172
56,6.830324752527179,6.868029940388789
57,6.811044716095681,6.836374624684397
58,6.765332120597391,6.749535613786933
59,6.7059345306596025,6.7365115042288854
60,6.490240999896085,6.688202400826429
61,6.492592570548907,6.6882933447007735
62,6.476530358526835,6.673537436235919
63,6.498630683264274,6.702152937991156
64,6.525950409243852,6.708640164237795
65,6.532734130413318,6.768362238389773
66,6.534734713288011,6.784374800449423
67,6.695172209288324,6.788292340766275
68,6.705670331253574,6.760294935069912
69,6.485166027835435,6.7632182732555775
70,6.49140457764584,6.795680491078833
71,6.650159334444721,6.788850769199765
72,6.57160134506392,6.790991638143216
73,6.658761865674257,6.611187775945774
74,6.716115546690544,6.603141149840569
75,6.7055186025503914,6.624840730862728
76,6.728099071658377,6.641552832590525
77,6.770255581599211,6.678166016494928
78,6.766519449926777,6.751718982421796
79,6.776911986872595,6.748201880990163
80,6.784649790622513,6.748460022259219
81,6.789948738184538,6.736943200844543
82,6.782374576513997,6.722714740107661
83,6.755344281790383,6.6917576709008335
84,6.698987818413443,6.626811125527418
85,6.69514251502043,6.607035247510162
86,6.698618671297639,6.608860169954498
87,6.697666798152629,6.609045953359949
88,6.6941109837239425,6.635017531270527
89,6.69040205049575,6.630626519223781
90,6.686167394112799,6.686167394112799
91,6.686257294259389,6.684163052656274
92,6.6853024405543255,6.71414069027346
93,6.690208244650055,6.718898737112983
94,6.685214353074378,6.713530273191666
95,6.686768439199186,6.714505194170786
96,6.685716070563467,6.766719854716554
97,6.68645276785693,6.68541164334852
