,Tororo,Masindi
0,5.823459135165726,6.177429259904277
1,5.7949530233687225,6.130905644493703
2,5.847175087117204,6.194913668721518
3,5.844781203428712,6.193412836773711
4,5.831958815207664,6.179648720459842
5,5.916583787478151,6.182094873305326
6,6.052661965810316,6.177661241496442
7,6.048795584257324,6.178142286718774
8,6.044948372396227,6.226156343329002
9,6.038243067240719,6.221308394987518
10,6.03042545473073,6.213213755990568
11,6.012178564337852,6.194689712562842
12,6.052049976776908,6.173519819667611
13,6.267075515405949,6.140075824644642
14,6.287367104571401,6.133074570711704
15,6.338979123669129,6.142251262294685
16,6.422438596006496,6.134632646193144
17,6.46359099156879,6.264355423921132
18,6.463255465422941,6.379166142370841
19,6.456761407706958,6.372391869941915
20,6.453111980278505,6.393507427294286
21,6.449836239932684,6.449836239932684
22,6.442643362535587,6.442286155887745
23,6.469031300719109,6.438389706434408
24,6.507661339637742,6.612455971419808
25,6.477932645340147,6.62002426828871
26,6.4453199176035705,6.365989714413329
27,6.278443357690105,6.4527123174634795
28,5.800934381322347,6.6327158742379675
29,5.873083414577452,6.6342506833302615
30,6.11402732714971,6.62896068518407
31,6.116939383429103,6.627369672143493
32,6.055178433176196,6.620159360657688
33,6.051051941168544,6.618651356660965
34,6.018118854425363,6.58143835029827
35,6.010220017711317,6.570147672170397
36,5.913630953654796,6.574369305791731
37,5.916797074292741,6.574019539333248
38,5.9109774673226845,6.569954148308811
39,6.039056534663201,6.202077452308745
40,6.027762768991995,6.193168320476011
41,6.036262135538013,6.293222309231491
42,6.091974649613189,6.293192840298432
43,6.113401296028878,6.290808838020404
44,6.123687526544533,6.327872237746034
45,6.0788112493633095,6.323362040091088
46,5.983165356414574,6.357025125107407
47,6.009249335412577,6.354629632783541
48,6.002530556671921,6.500475312463859
49,6.002289879121233,6.49934027686332
50,5.745752977828073,6.36684280483642
51,5.697583406584886,6.347147431183248
52,5.683569252393964,6.340348788783034
53,5.456911003318391,5.866086690823091
54,5.359217423231947,6.050321702162092
55,5.342731760733681,6.0338106882295675
56,5.330285056581489,6.264743092411093
57,5.427338120575742,6.259917808488924
58,5.432864770555157,6.266593901736292
59,5.485091816319161,6.2689769936693915
60,5.538205447338319,6.27462060814678
61,5.634743279049029,6.1471133046663935
62,5.6372070103993535,6.096739339777794
63,5.642355403325902,6.049863413063866
64,5.715239782737073,6.094729404441977
65,5.7182428600650255,6.099299003294265
66,5.647990256047452,6.107682547035447
67,5.800345783830516,6.105453272996156
68,5.713946972747484,6.285230565550589
69,5.7100804765488915,6.280563749181227
70,5.739658169230076,6.292598102802026
71,5.770226819210122,6.308006842048808
72,5.895328803332569,6.339744998025177
73,5.895835917589341,6.345481858979227
74,5.83863497152082,6.344497805944682
75,5.825704158979006,6.359873281253265
