,Eldoret,Busia
0,6.526210934233516,6.308355425880897
1,6.497079229055745,6.27647486843132
2,6.521481976770745,6.209492432921851
3,6.482343012679217,6.202033690255906
4,6.490082771047603,6.293632452591125
5,6.421175386938703,6.274918907073057
6,6.418005018978617,6.242852562511938
7,6.399436045141628,6.159707880256331
8,6.333267534796563,6.2154071497724415
9,6.262465356691513,6.229863660361514
10,6.147848395227262,6.240721943371013
11,6.041218161086874,6.283882016034689
12,6.038109319365788,6.3902194903978975
13,6.236685934285851,6.399958553612831
14,6.25105281351901,6.333420833281934
15,6.312825964012967,6.220193386166529
16,6.340145971525007,6.10422245150593
17,6.382069093849428,6.132081028652826
18,6.406311897002312,6.162217837455811
19,6.546643033009302,6.244344434539171
20,6.5088513776618155,6.272423607369466
21,6.520791089103169,6.300757343465819
22,6.551854087717269,6.344198929852625
23,6.5101252584509925,6.384423337573943
24,6.575620123242741,6.376875714835439
25,6.5607649844778555,6.41622604921788
26,6.5642862089857275,6.408254915739639
27,6.579645750278731,6.402115929831289
28,6.608992921455657,6.241635564126194
29,6.470405643175268,6.223155929126493
30,6.463844169423317,6.205795500333664
31,6.47273672219495,6.255211308230246
32,6.520406858837512,6.27622072563407
33,6.488882924212599,6.321075230742213
34,6.551033605318423,6.336122533527216
35,6.532024309759544,6.349376884740431
36,6.581530734234818,6.315390778621495
37,6.509476250185543,6.259280911242251
38,6.526776287489501,6.107909262872492
39,6.507873747494992,6.171077099361112
40,6.506508607764889,6.122565671136597
41,6.598442094393853,6.1187667908625505
42,6.614182758324015,6.017688200257502
43,6.607651865179201,6.014831554319746
44,6.627218025271186,6.041555954147728
45,6.659296566259501,6.057241842694297
46,6.59410888623504,6.172409849156988
47,6.592966638093844,6.171878239424486
48,6.568907977081393,6.1329316861831815
49,6.551688224959726,6.1627052702466525
50,6.46966841230654,6.1291898692089815
51,6.464868666376441,6.145776003016917
52,6.46805503850465,5.924416369695241
53,6.412748180039164,5.762466458801814
54,6.370800142923163,5.8475235538758
55,6.350886558124977,5.810568943155271
56,6.308551744909726,5.818036993181383
57,6.261319761731323,5.7875483560771155
58,6.207530896506882,5.882072554807693
59,6.233603158017995,5.877924653470195
60,6.251992084130201,5.890452543336687
61,6.263113855525336,5.881413464799634
62,6.239242520351303,5.822587594483162
63,6.223829963092342,5.818205023618083
64,6.188812032580339,5.811381534572904
65,6.249667436260814,5.983332678721209
66,6.248722445348484,5.9823272060733785
67,6.375931132839254,6.0251097701642164
68,6.3260686890024145,5.925084034033298
69,6.3754610204737086,6.018400228376337
70,6.315792158379054,6.099678473502272
71,6.375308650808331,6.098418943483769
72,6.401664499440328,6.111761284965816
73,6.430359335592645,6.140546610310828
74,6.506786048141356,6.362277882898699
75,6.568437823186877,6.372897205342078
76,6.627778923316409,6.376298677625214
77,6.671684510757731,6.111040051613708
78,6.66017518008498,6.0598423237943075
