,Eldoret,Busia
0,6.5975990927843515,6.484273434130676
1,6.529172917320767,6.5097193815338565
2,6.542853543726102,6.487370746174096
3,6.575399588706978,6.480575301000738
4,6.566243885146357,6.54795668949815
5,6.562791194386278,6.549507351979704
6,6.572123666604727,6.504827322206012
7,6.64089880903282,6.544519930548691
8,6.633790707182643,6.333078952381815
9,6.6083439324601665,6.351968029604088
10,6.565447817194299,6.348159339610958
11,6.573465456687939,6.326456781179954
12,6.489935121849543,6.30475379309067
13,6.455646589205965,6.336876534329248
14,6.394382903282802,6.333496132248131
15,6.2974354618860255,6.44080757466837
16,6.242893982776978,6.459829224395914
17,6.292614325884049,6.5521888183429535
18,6.323245129490702,6.557256755296448
19,6.351516813718182,6.472967513574678
20,6.3927406716863295,6.362495507720011
21,6.387398856375553,6.358446097206194
22,6.427257504704034,6.477459806090242
23,6.48159495742286,6.52600340998999
24,6.618715381050426,6.527799111664322
25,6.596195810441369,6.521873300117559
26,6.58279703260344,6.5682621866316495
27,6.634620509036087,6.755208606620563
28,6.642439167868435,6.8144264820429035
29,6.688841229613597,6.836408044213878
30,6.690197077351437,6.763172859837966
31,6.735312768732915,6.755151279648352
32,6.732615095060158,6.757273450876662
33,6.831905765651529,6.5686053536510105
34,6.690545688143479,6.45524907719179
35,6.693505028047079,6.335859699897743
36,6.642163593156939,6.39597073814894
37,6.637693422977616,6.452166065288748
38,6.632377649562559,6.478555173605915
39,6.63866360280412,6.474503260213176
40,6.61629104235757,6.490188802656174
41,6.649234530454639,6.587247809928879
42,6.630725493818413,6.499956941318101
43,6.6387771033736165,6.395096163241861
44,6.604964871670312,6.283574874774027
45,6.627477743147643,6.212372552833423
46,6.723849723317328,6.209992795585473
47,6.742109040732414,6.35076064995387
48,6.733019947164562,6.306302535228485
49,6.785883385452971,6.359145339474154
50,6.744265597927602,6.384164618504159
51,6.730807116111072,6.585852906913254
52,6.701018483002359,6.583474574587587
53,6.6886338926961315,6.551717638267006
54,6.695339231698333,6.564760051068772
55,6.589572339532062,6.562364558744907
56,6.585901899199114,6.631283818798617
57,6.582430915839419,6.258538428971502
58,6.540337784534935,6.057030870876536
59,6.473177489950581,6.0213704836787825
60,6.421041544792106,5.955502967877606
61,6.367348986724408,5.960273905882792
62,6.309279455127117,5.956033494853461
63,6.284368678675764,6.056329551764917
64,6.2793163966829475,6.05218165042742
65,6.300100662450232,6.133655764325432
66,6.3317383350390655,6.126954902622973
67,6.315544108809236,6.132401458663641
68,6.271993364470966,5.996663085586993
69,6.252926015396951,5.94231889202038
70,6.282559986496706,6.041642782338404
71,6.305925055153349,6.064048048055822
72,6.43036633939427,6.19304763747439
73,6.407574454727711,6.266651194980059
74,6.433428729692819,6.4511225008960125
75,6.399875275589595,6.477744607422322
76,6.44589514813056,6.470879912437218
77,6.460883859100299,6.490652074375765
78,6.539691414987289,6.551501210703764
79,6.599507788191578,6.604173346422462
80,6.694449336342189,6.590809707238734
81,6.709907137480967,6.5736796800094
82,6.767628949632836,6.473166649246316
83,6.76523353529331,6.457991137211788
