,Mbale,Kampala
0,6.76639066194905,6.797703299801299
1,6.734175636730581,6.767859774885162
2,6.700888158736531,6.777904312992352
3,6.696305919925822,6.768072718295499
4,6.747314433444672,6.79728365343428
5,6.749458388940976,6.801450297836939
6,6.757988539003953,6.854761481672814
7,6.762637890145943,6.730229919679549
8,6.760519296438291,6.691881727850796
9,6.746150910424898,6.71369716557516
10,6.715923403879571,6.68255771003577
11,6.676617289707049,6.6585445086473545
12,6.676364356488018,6.673387277778334
13,6.6686852320788965,6.669579553199765
14,6.697623385329846,6.715641890832526
15,6.692853496253145,6.711029309676086
16,6.735580153255599,6.751729402537795
17,6.717010709988137,6.732031854731596
18,6.650901448410633,6.5989813912322735
19,6.642807243899425,6.6429563529729885
20,6.648837711772252,6.6996863311358
21,6.711791512623095,6.678983140193819
22,6.710872678054119,6.6590830115524895
23,6.709960773684591,6.661833739512934
24,6.791406974447403,6.695677712426985
25,6.791408202813523,6.775205768889622
26,6.867779438137442,6.822795777635917
27,6.861353697393771,6.81420691896807
28,6.85805959884089,6.830170769542119
29,6.899838328598852,6.833619739863409
30,6.907855494294352,6.815215125447011
31,6.9176373326995755,6.792577888072415
32,6.92138527452351,6.7891845540846925
33,6.787544980142807,6.802313314191814
34,6.787724085786558,6.816522870817105
35,6.836934715764452,6.8412752096780824
36,6.836416705240865,6.823338291654072
37,6.774140160250103,6.828931407134244
38,6.772632156253379,6.839175547029991
39,6.7690856058741335,6.8238649008539705
40,6.757807827177755,6.757549329050427
41,6.733214621992752,6.746775490723683
42,6.6702873847601545,6.776112319585729
43,6.669712408417967,6.7724008178518655
44,6.673427278751277,6.79121031440766
45,6.750447961988804,6.779138454451733
46,6.813851933094103,6.7579266180726325
47,6.812846378187989,6.757639184479301
48,6.808507341074157,6.754222657587084
49,6.803189271207565,6.747703532595385
50,6.800368015617292,6.744018639932947
51,6.867850748873399,6.829033623992183
52,6.864537404259304,6.839666860321264
53,6.8575456956748635,6.832085953122172
54,6.777732302408008,6.868029940388789
55,6.754796997292776,6.836374624684397
56,6.738691200772804,6.749535613786933
57,6.710208041436984,6.7365115042288854
58,6.711795988525156,6.68820240082643
59,6.657572333049655,6.6882933447007735
60,6.669982120033642,6.673537436235919
61,6.684830719386799,6.702152937991156
62,6.622178441338406,6.708640164237795
63,6.62735883092655,6.768362238389773
64,6.630387026869979,6.784374800449423
65,6.6356833059358165,6.788292340766275
66,6.551343082166565,6.760294935069912
67,6.553497742273509,6.7632182732555775
68,6.559872376923301,6.795680491078833
69,6.708808061526229,6.788850769199765
70,6.711231924548906,6.790991638143216
71,6.71678028325294,6.611187775945774
72,6.716636515704671,6.603141149840569
73,6.73196556785697,6.624840730862728
74,6.782866365657102,6.641552832590525
75,6.772208707220093,6.678166016494928
76,6.766029614012011,6.751718982421796
77,6.760818003799332,6.748201880990163
78,6.761816639324294,6.748460022259219
