,Nakuru,Kampala
0,5.817918889704553,5.470728347419592
1,5.952827783894579,5.458969852156508
2,5.8149140715156005,5.460547710239721
3,5.81330760318416,5.456993749154578
4,5.804490381229515,5.428510313927199
5,5.808257938442922,5.430104293642521
6,5.809124384947471,5.461639567537767
7,5.8149307154519505,5.566097417567529
8,5.664759169400631,5.567228546636379
9,5.655378637757975,5.595170821967687
10,5.648495052856374,5.611889148977269
11,5.740032636437907,5.612619207362562
12,5.736872287953763,5.911840245564505
13,5.792136561535243,5.6792556011719855
14,5.791749730263689,5.54276441635688
15,5.790034499001399,5.534623610463989
16,5.79116715685274,5.533937237081611
17,5.733320098592375,5.58418308839212
18,5.631754950138386,5.633328596293082
19,5.624883450128195,5.653388594799817
20,5.713323683938286,5.7656386678618405
21,5.743774172496715,5.733866391976621
22,5.714778867125782,5.728602018516291
23,5.706784510899772,5.735801902138559
24,5.695780106457602,5.731147736751843
25,5.681887239771205,5.7298585308937655
26,5.718796031024982,5.730052415847992
27,6.018177580755495,5.726010375083201
28,6.070669087176049,5.720502665874353
29,6.05672993964002,5.811989948718504
30,5.991710855812071,5.790089578940895
31,6.135999480571325,5.958899158256917
32,6.1332110570663225,6.102029828334253
33,6.139219946114761,6.109099196459389
34,6.0484778753471,6.033060576314948
35,6.051276038046907,5.798513035977917
36,5.948733006048405,5.676134973936596
37,6.050020259012001,5.719883455785202
38,5.938092164952554,5.623736305825427
39,5.952296109229553,5.528757383475383
40,5.954056454859652,5.6189089775824845
41,5.838868489147492,5.7011708566512205
42,5.9547313924847165,5.5896642280924995
43,5.95588642298086,5.600378535003355
44,5.957042789115302,5.4036072545508675
45,6.063805154516606,5.508936755458621
46,5.836471692020788,5.400951363887112
47,6.048450743371156,5.405414085303052
48,5.936332087663777,5.341019025467256
49,5.9363307326786785,5.398856937986302
50,5.879830221345724,5.398827469053243
51,5.929388861474562,5.501201391272897
52,5.926970446599849,5.331933353342541
53,5.894831007497779,5.3284461754094945
54,5.8002721362758045,5.320655145316519
55,5.80167979138275,5.37278049187107
56,5.7981215105407165,5.307211822598467
57,5.800098106773262,5.245255431110037
58,5.915149965809983,5.225047245462376
59,5.921849922875261,4.918493796224216
60,5.9263453029559985,4.922703897779067
61,5.923690474859021,5.235160533260355
62,5.863944341745999,5.110232640733851
63,5.800400509079656,5.090235997406944
64,5.787819960666048,4.840078720018234
65,5.65718560737662,4.734190940015797
66,5.661178635711002,4.743484072790689
67,5.66782598509604,4.837486656206132
68,5.796331122201078,4.929799495233464
69,5.648116296094692,5.097291180167716
70,5.647768927166013,5.098210509666667
71,5.6489308343495415,4.949208222765956
72,5.648914721993819,5.167659538312995
73,5.648898609378483,5.267067944995011
74,5.654876311508777,5.302970958847781
75,5.6514654163546005,5.359091567870766
76,5.645262052600476,5.344647141107389
77,5.632775693106237,5.340780644908796
78,5.630281444205356,5.3849382601271465
79,5.753828487639785,5.40823271379379
80,6.076667374731454,5.864484127981471
81,6.072849423572065,5.834407818866163
82,6.1586963643158334,5.867905353820933
83,6.101213747012686,5.700038377160435
84,6.04022427061924,5.615845094691474
85,6.192074318500116,5.422650721538611
86,6.190513622706112,5.223026601671128
87,5.882366632522318,5.253389207250436
88,5.814204585907329,5.285013504540038
89,5.810214935358393,5.336103414720988
90,5.809553913892397,5.3565503491268665
91,5.669366989291664,5.481495533484364
92,5.67381500905141,5.510474737547807
93,5.672935144008969,5.528609313850247
94,5.6727702922670815,5.578517035568579
95,5.669971287485432,5.615425469944242
96,5.723291611159681,5.432963261125375
97,5.720196323172665,5.383303193424278
98,5.428612709405602,5.269516812452338
