,Eldoret,Tororo
0,5.40235996842717,5.366612950491872
1,5.485834693801714,5.340941584956898
2,5.562256875899748,5.3145937976166415
3,5.563125502987594,5.295622821353832
4,5.5472578543800175,5.291061483717872
5,5.540989582219774,5.348429982859414
6,5.5852044312251925,5.549749753989781
7,5.614821837749787,5.610142423642327
8,5.6116514697897,5.602991124233586
9,5.736872287953763,5.576141902958443
10,5.702791461199394,5.4923782278421704
11,5.669684032815304,5.423705056340891
12,5.5313670964152335,5.360092855457803
13,5.565890650588389,5.454821743197266
14,5.562781808867302,5.5281612144275725
15,5.559682602097261,5.5139818386605155
16,5.556127854713065,5.555958906579959
17,5.618013504133962,5.635625854879024
18,5.58030741646639,5.656488286964094
19,5.573927743219124,5.725621390378153
20,5.570668024203145,5.695102992115967
21,5.641291921173533,5.643596694341668
22,5.635911086661275,5.687556151203077
23,5.827643908543224,5.72931576756422
24,5.819348123600469,5.722318971851242
25,5.769808922343714,5.7813879192895
26,5.807437756739882,5.969114394466924
27,5.983108652229409,5.9628779560878975
28,5.959753612171627,5.964084995289282
29,5.998624812023313,5.983435180334269
30,5.959846070158149,6.007103365847976
31,5.9888055438607015,6.029826072147289
32,5.996869315839742,5.797147848052577
33,5.85614021922058,5.1801395887336295
34,5.8020564056480115,5.372561740665815
35,5.772486606150529,5.366130350325041
36,5.783397572767739,5.423792202869158
37,5.718719359584662,5.527474771622853
38,5.763783859039392,5.471308355088266
39,5.649511699367608,5.342139477487782
40,5.553816903873834,5.342936347741292
41,5.554973270008276,5.154580502417795
42,5.521318248844151,5.154315200331731
43,5.459230470500578,5.075605806730655
44,5.469216360284354,5.1529607047350146
45,5.46268546713954,5.275061057675458
46,5.481115631967288,5.133677469568224
47,5.49897092403976,5.117816535418485
48,5.49549659756693,5.211709363575876
49,5.52262078757555,5.204488406774421
50,5.481896746596045,5.054234707216013
51,5.478688512148342,5.094273598728534
52,5.482449361196043,5.123795709372973
53,5.475938750862315,5.039616508713424
54,5.473526941134762,5.073983710502667
55,5.246206386990925,5.044143123349394
56,5.206229886463256,5.072644476051474
57,5.206169450008134,5.064955123696586
58,5.162662151664815,4.53969047128427
59,4.949812336240371,4.526104197836701
60,4.822899046160605,4.526622869038901
61,4.879057495212685,4.507543104770602
62,4.883897777989041,4.468255461410195
63,4.820050455724354,4.641371777279842
64,4.8108673548902905,4.8450582667783735
65,4.86663165427706,4.943140500340458
66,4.983277002366445,4.944059829839408
67,5.088590146056171,4.8042179123373625
68,5.040090552975195,5.019239533194721
69,5.184068892220713,5.100216309973188
70,5.191413299921033,5.033716055574165
71,4.98633127202233,5.300741684808489
72,5.037706802375934,5.227376269354647
73,5.077086378178995,5.223509773156054
74,5.210427598645093,5.367203805187378
75,5.431594033681344,5.550062909233008
76,5.438255832750031,5.563053355337969
77,5.649035176795705,5.520292489346226
78,5.754895150102365,5.500180573695616
79,5.743380796726998,5.579045065873803
