,Nairobi,Nakuru
0,5.727903134516193,5.481733555968683
1,5.702948076089333,5.483828675074848
2,5.705047593937068,5.489936214320122
3,5.691551291576417,5.476114125997964
4,5.681257740805567,5.466277500130518
5,5.677805050045487,5.466881610066053
6,5.676002241356694,5.481495452284838
7,5.694302727663336,5.496476984333416
8,5.691557362555356,5.5432655543477125
9,5.689500550827232,5.538008739888918
10,5.684271226021658,5.529055015992362
11,5.7094492130658265,5.566109449342783
12,5.7062888645816825,5.600755801257136
13,5.702791461199394,5.59777702618181
14,5.702404629927838,5.597390194910255
15,5.636358540284409,5.636358540284409
16,5.636305997421883,5.634646246003519
17,5.634025999511198,5.632367624338421
18,5.631754950138386,5.587754620875948
19,5.691548031855556,5.545394299069956
20,5.684113305838485,5.541852143168398
21,5.678747489279642,5.534443999673209
22,5.673393650962927,5.530653883332676
23,5.666840644768128,5.5611317577429045
24,5.6555892258743565,5.661878554781921
25,5.637504712496552,5.681887239771205
26,5.756644175719524,5.743950070141367
27,5.918685313466101,5.7263850566222505
28,5.965644198304391,5.760239471327563
29,5.952268704618338,5.8884789667430075
30,5.9389513681883095,5.974431808203719
31,5.935226184175415,6.016483642540626
32,6.037439516238821,6.024153679527171
33,6.043448405287259,6.0861772101302805
34,6.0484778753471,6.070589328954531
35,6.147326547331649,6.048216372222951
36,6.09409885631993,5.695959788303839
37,6.0093684917455406,5.643533178408144
38,6.045955241352255,5.604576828017877
39,5.951169348546963,5.580056648749709
40,5.957432935276257,5.586206400697214
41,5.838868489147492,5.586102681801939
42,5.789942314452403,5.564456449870527
43,5.78841996717783,5.5087486184721275
44,5.839259753458919,5.473799979964453
45,5.837862975246761,5.433670941785395
46,5.833923919941989,5.339125632083037
47,5.874681468392518,5.332551805827794
48,5.818264920736835,5.350815571296197
49,5.830468460863813,5.426257271415242
50,5.722114475353969,5.410063811885231
51,5.735793228107389,5.423781289056337
52,5.618234964950236,5.4168885937867035
53,5.6110414513169395,5.393311309781967
54,5.5891451194912865,5.245922320260343
55,5.60878098707073,5.246063728676035
56,5.576448073861501,5.246206386990925
57,5.593345855903224,5.250681649034091
58,5.569670359017267,5.2551770291148285
59,5.4888778881188385,5.253633929870541
60,5.459460796833347,5.1110644082748955
61,5.436557075662312,4.944734399021936
62,5.438673283148107,4.974367675017009
63,5.284324379361271,4.770705457689668
64,5.214531237636422,4.774698486024049
65,5.210916764411365,4.942652777816686
66,5.207282627478537,4.943553796049248
67,5.303447292269301,4.969441148143281
68,5.191622332581704,4.966182569007144
69,5.3583460022397995,4.964441716532711
70,5.371993093906342,4.964400760782645
71,5.416344927098195,4.964359803355138
72,5.4267273868554975,4.977299155326217
73,5.37882122126736,5.029581255816146
74,5.301672348210398,5.024600454870633
75,5.400289637619711,5.0745894979804085
76,5.407137892891147,5.333029920737425
77,5.570751928922461,5.650562213585073
78,5.57607355855524,5.628563741176636
79,5.5830140756979105,5.609369920403274
80,5.7321955625862575,5.633051512271211
81,5.730706355830271,5.538790733771096
82,5.8170807193050305,5.434711325991516
83,5.845985095446202,5.687858267239304
84,5.752997736003181,5.72207068925438
85,5.746629404694002,5.718744201204467
86,5.813529536407596,5.528957886370207
87,5.813816010033001,5.500547027052287
88,5.74005315666646,5.461518757151466
89,5.759364169368541,5.458524012339249
90,5.7214621011750655,5.4654229684845435
91,5.722984032857879,5.4684175691905965
92,5.713122016246839,5.468140731362956
93,5.626878299010426,5.470192179309306
94,5.645938088041276,5.465776359300752
95,5.631963517254477,5.469123096032345
96,5.642436958473532,5.466027808045331
97,5.6137081930822825,5.461402532228593
