,Owino,Masindi
0,6.549089386259068,6.465225239159982
1,6.577317384946351,6.455271570344619
2,6.518566601942577,6.458589092132568
3,6.535536160018683,6.492322866350689
4,6.677355844837763,6.679165800083002
5,6.605846195190644,6.6798615490243956
6,6.540388189406946,6.676941645377108
7,6.552406136343881,6.702156046269874
8,6.591873480460989,6.7014573486616476
9,6.615933575438553,6.696148575961132
10,6.449038453929686,6.689633670863659
11,6.477066337580395,6.497408484717015
12,6.437522699974859,6.482272895773473
13,6.44215294216079,6.506644149537146
14,6.436160547191164,6.523361731526907
15,6.5423232365565624,6.523105074728996
16,6.556107830249778,6.593452490785948
17,6.589533478879123,6.588568383098891
18,6.5743119407576085,6.501129119006803
19,6.398114045424532,6.47904873424721
20,6.381882860752917,6.279218116108922
21,6.43848880487973,6.300161239991715
22,6.500073397992073,6.420259995524769
23,6.509105407369265,6.429318290751434
24,6.6114883655834955,6.422438596006495
25,6.61245173027075,6.502437728059688
26,6.607299149439882,6.576508348170308
27,6.749134376931457,6.569405482771316
28,6.788620214694112,6.5664279873774465
29,6.867545437902375,6.597569785439308
30,6.861353697393771,6.590755438475138
31,6.856648166002482,6.586698709388025
32,6.848876293235224,6.578006596294953
33,6.515723917055652,6.586040415473112
34,6.443179353104459,6.591907192610265
35,6.369176518407709,6.451292870809254
36,6.451225325979993,6.41053682201548
37,6.491195409194483,6.527440987522891
38,6.4869349505875125,6.525614734516767
39,6.484474118132993,6.592977142183737
40,6.516910499473327,6.586298810232551
41,6.618651356660965,6.5810939443545005
42,6.615360439861219,6.259280911242251
43,6.39917401875369,6.247240634735078
44,6.382430488835728,6.100754440444159
45,6.299680577704196,6.096423615231827
46,6.35930208488863,6.0930990441139725
47,6.424592157534765,6.201628316886867
48,6.413767803545446,6.191351789549613
49,6.459265399242641,6.534912024138188
50,6.460625784598636,6.534237601941883
51,6.566099178177021,6.5305624439002345
52,6.602245940175688,6.487981003885049
53,6.620500447784904,6.519704661279193
54,6.734581445098495,6.511175804934666
55,6.745720776779637,6.510090070492864
56,6.722959450631854,6.536089306104479
57,6.386170099468836,5.804871219045459
58,6.1455842682179815,5.787024309583478
59,6.172172096591272,6.012823423100325
60,6.157100877128949,6.010643726556405
61,6.153768763274872,5.866086690823091
62,6.156908459543163,6.050321702162092
63,6.140722794578813,6.0338106882295675
64,6.223818801333028,6.022390027562991
65,6.216999989388145,6.014703821464067
66,6.309119362566396,6.020651435457276
67,6.223781017326023,6.023490766989252
68,6.137826569887441,6.27462060814678
69,6.1471133046663935,6.094844876120637
70,6.148032634165344,6.042672118507518
71,6.154407268815136,6.049863413063866
72,6.2906039276406345,6.194812862998959
73,6.373813365371398,6.373813365371398
74,6.418604935085321,6.382810133007966
75,6.455001152190991,6.456353417441004
76,6.445987944428703,6.368100043372883
77,6.546800532856458,6.36423354717429
78,6.602490322579463,6.469124069085033
79,6.626953374754281,6.530685529327375
80,6.680488463777335,6.558233536804122
81,6.671897308154846,6.790396932878082
82,6.492660443927318,6.5634534959184165
83,6.558265308079828,6.511285099155636
