,Kampala,Owino
0,6.424434666971581,6.425219904546283
1,6.548953959601279,6.55895576741423
2,6.500184393944528,6.502364627366297
3,6.494874353063846,6.494874353063846
4,6.618917840292188,6.618277430407989
5,6.6108579266410885,6.605846195190644
6,6.4525903644475,6.4525903644475
7,6.552406136343881,6.552406136343881
8,6.565444617365182,6.583306706487137
9,6.614492537642149,6.615933575438553
10,6.281417529383605,6.254477586647204
11,6.477066337580395,6.477066337580395
12,6.436759632406356,6.436759632406356
13,6.39447873343113,6.394081671682812
14,6.448236165626591,6.457941355652555
15,6.540622266593799,6.541643195727906
16,6.556107830249778,6.556107830249778
17,6.60864234057717,6.589533478879123
18,6.577396609166684,6.5743119407576085
19,6.398114045424532,6.398114045424532
20,6.274648420418857,6.273557312836522
21,6.300161239991715,6.300161239991715
22,6.461141600786897,6.461141600786897
23,6.506716735358224,6.506716735358224
24,6.504280558759954,6.503766816133705
25,6.540788747110095,6.540788747110095
26,6.5395087924460205,6.538853054717605
27,6.638017812616077,6.638017812616077
28,6.6202616339528095,6.6359067418606585
29,6.693659996484432,6.751808050114444
30,6.743012470263224,6.750390632850896
31,6.788462071485471,6.798991123381322
32,6.795052188323606,6.795426603304579
33,6.457610625961792,6.477932645340147
34,6.29567321599587,6.275183266455148
35,6.254304622917901,6.277598763045304
36,6.348590414901033,6.37044067943786
37,6.431339459747963,6.451455080544969
38,6.42795934562421,6.447769105613445
39,6.425462546345036,6.4454039239282785
40,6.4602948054482185,6.479296931875494
41,6.494082567364871,6.513422950125465
42,6.483104503385116,6.491903206511004
43,6.234672755335146,6.246809878751679
44,6.187225085769094,6.200410091507986
45,6.097422616313912,6.097921742852849
46,6.173064825751855,6.222810650635631
47,6.273969872959751,6.341429322524985
48,6.263249528729196,6.286661969353938
49,6.247874489253032,6.293222309231491
50,6.03517053161397,5.9749443426336715
51,6.08959064733516,6.08959064733516
52,6.089719210280764,6.09620787791807
53,6.078305560351269,6.077799615488465
54,6.2691793717656585,6.2691793717656585
55,6.065927672431015,6.065927672431015
56,6.059447919528419,6.00311230054583
57,5.937244533949354,5.93608511352962
58,5.746454978558903,5.737290303909339
59,5.779434433015206,5.7954405532111
60,5.830679903144867,5.85039437311795
61,5.831546365570914,5.864851360215098
62,5.869226387091382,5.869226387091382
63,5.852730596523678,5.852730596523678
64,6.023432237141434,6.023432237141434
65,6.015229998797965,6.014703821464067
66,6.020651435457276,6.020651435457276
67,5.874903383847323,5.84284145138766
68,5.85480216770964,5.847339446508051
69,5.714904871582719,5.713477319591533
70,5.825810236461387,5.85911523110557
71,5.8667251963633555,5.8667251963633555
72,6.040662183171701,6.040662183171701
73,6.046576699783267,6.047597628917374
74,6.081429216198022,6.054468022470003
75,6.2170324166826445,6.251620427969974
76,6.157397194040704,6.170044155741471
77,6.18924878044419,6.235529533008196
78,6.271091897581063,6.274307334435037
79,6.369587856970138,6.389061966805516
80,6.422032375552536,6.456945258824288
81,6.418737860900371,6.452777907140362
82,6.3256648576115895,6.344497805944682
83,6.409434590611459,6.3903324887379735
