,Masindi,Tororo
0,6.465225239159982,6.296387032703314
1,6.455271570344619,6.320586014466734
2,6.458589092132568,6.344213214797799
3,6.492322866350689,6.363161473397284
4,6.679165800083002,6.481904996602015
5,6.679861549024396,6.429551051454128
6,6.696148575961132,6.1874863909384645
7,6.689633670863659,6.2517202319590135
8,6.497408484717015,6.357125011186533
9,6.482272895773473,6.342784438973655
10,6.506644149537146,6.3932870748988515
11,6.523361731526907,6.388736192476026
12,6.523105074728996,6.47410698873742
13,6.593452490785948,6.512793301594033
14,6.588568383098891,6.547504969030527
15,6.501129119006803,6.541587156469973
16,6.47904873424721,6.441994004612874
17,6.279218116108922,6.374409866289913
18,6.300161239991715,6.294226504471901
19,6.420259995524769,6.289492503883714
20,6.429318290751434,6.394385161243428
21,6.422438596006496,6.540097754301309
22,6.502437728059688,6.577578956256621
23,6.576508348170308,6.6115778845739985
24,6.569405482771316,6.638905517956219
25,6.5664279873774465,6.641214923006386
26,6.597569785439308,6.825240168977693
27,6.590755438475138,6.834685450311611
28,6.586698709388025,6.843377829081585
29,6.578006596294953,6.848876293235224
30,6.5860404154731125,6.55213886379743
31,6.591907192610265,6.319800331943955
32,6.451292870809253,6.32383068556651
33,6.41053682201548,6.367735363778243
34,6.527440987522891,6.368444483235205
35,6.525614734516767,6.363348068111329
36,6.592977142183737,6.402890709992056
37,6.586298810232551,6.39953937633255
38,6.5810939443545005,6.51408323407154
39,6.259280911242251,6.510595339523157
40,6.247240634735078,6.421128797400659
41,6.100754440444159,6.29596660706919
42,6.096423615231827,6.203880881695268
43,6.0930990441139725,6.222371379818112
44,6.201628316886867,6.296693428683594
45,6.191351789549613,6.286661969353938
46,6.534912024138188,6.293222309231491
47,6.534237601941882,6.338144228160699
48,6.530562443900234,6.493716170514268
49,6.487981003885049,6.524300611548169
50,6.519704661279193,6.520355067806187
51,6.511175804934666,6.644707197559189
52,6.510090070492864,6.542805529109412
53,5.804871219045459,6.30130810535935
54,5.787024309583478,6.00530430091895
55,6.012823423100325,6.022433748000113
56,6.010643726556405,6.06290222022528
57,5.866086690823091,5.986883014610757
58,6.050321702162092,6.050321702162092
59,6.0338106882295675,6.0338106882295675
60,6.022390027562991,6.0801275808179795
61,6.014703821464067,6.1204853011356875
62,6.020651435457276,6.126011951115102
63,6.023490766989252,6.024536245390805
64,6.27462060814678,5.911409693228261
65,6.094844876120637,5.921652255211821
66,6.042672118507518,5.924889082851135
67,6.049863413063866,6.0478205114340655
68,6.194812862998959,6.146022698829527
69,6.373813365371398,6.246782991763333
70,6.382810133007966,6.253849702009266
71,6.456353417441004,6.359961571765939
72,6.368100043372883,6.372508573657649
73,6.364233547174291,6.364233547174291
74,6.469124069085033,6.530603093066148
75,6.530685529327375,6.496239502871641
76,6.5634534959184165,6.385439196322043
77,6.511285099155636,6.468615407132018
