,Kasese,Kampala
0,6.85651289461052,6.797703299801299
1,6.846294610070295,6.767859774885163
2,6.8749915146261005,6.777904312992352
3,6.843288110274468,6.768072718295499
4,6.747877338047209,6.79728365343428
5,6.711271538568826,6.801450297836939
6,6.712511488848022,6.7803388590375375
7,6.8227773515096315,6.804630896958932
8,6.8345108264562,6.850090250237013
9,6.8240528250536485,6.854761481672814
10,6.800296410172921,6.730229919679549
11,6.7963537494475075,6.691881727850796
12,6.843750293823358,6.71369716557516
13,6.847365684337016,6.68255771003577
14,6.8998802368783645,6.6585445086473545
15,6.898080016079373,6.673387277778334
16,6.892007711613546,6.669579553199765
17,6.886417456629419,6.715641890832525
18,6.880360890079465,6.711029309676086
19,6.859476424725056,6.751729402537795
20,6.838523701479584,6.732031854731596
21,6.805052128237891,6.5989813912322735
22,6.799043430217704,6.6429563529729885
23,6.798830381450847,6.6996863311358
24,6.798617378064098,6.678983140193819
25,6.78243099362471,6.6590830115524895
26,6.73223785079909,6.775205768889622
27,6.757571754831194,6.822795777635917
28,6.7791155991568,6.81420691896807
29,6.758792375998723,6.830170769542119
30,6.739221946974403,6.833619739863409
31,6.775537810337138,6.815215125447011
32,6.788287660671727,6.792577888072415
33,6.7871561558233,6.7891845540846925
34,6.788561757047894,6.802313314191814
35,6.78975454333694,6.816522870817105
36,6.784852526933321,6.8412752096780824
37,6.779994022496103,6.823338291654072
38,6.775159009039205,6.828931407134244
39,6.771612268352634,6.839175547029991
40,6.79678820842347,6.8238649008539705
41,6.7860935707557255,6.757549329050427
42,6.775265977188408,6.746775490723683
43,6.761185717260585,6.776112319585729
44,6.697961309806346,6.7724008178518655
45,6.671182608897453,6.79121031440766
46,6.806045907371657,6.779138454451733
47,6.811898807473221,6.7579266180726325
48,6.786626721352554,6.757639184479301
49,6.78962837432224,6.754222657587084
50,6.8045029596903825,6.832085953122172
51,6.80437423335443,6.868029940388789
52,6.788032684728935,6.836374624684397
53,6.713453268182942,6.749535613786933
54,6.701104899592258,6.7365115042288854
55,6.750262269352953,6.688202400826429
56,6.7716965633469055,6.6882933447007735
57,6.7413466062416125,6.673537436235919
58,6.743302487842133,6.702152937991156
59,6.7750176455678535,6.708640164237795
60,6.794324999637309,6.768362238389773
61,6.720813318959678,6.784374800449423
62,6.680628457109515,6.788292340766275
63,6.812089608259642,6.760294935069912
64,6.789399072119459,6.7632182732555775
65,6.795680491078833,6.795680491078833
66,6.790310268364219,6.788850769199765
67,6.81638222368294,6.790991638143216
68,6.797946496381307,6.611187775945774
69,6.7986004535561015,6.603141149840569
70,6.7055186025503914,6.624840730862728
71,6.755359719867269,6.641552832590525
72,6.75051160360952,6.678166016494928
73,6.793574240158408,6.751718982421796
74,6.7870203761933565,6.748201880990163
75,6.814926464638243,6.748460022259219
76,6.8873426138287295,6.736943200844543
77,6.894996310390155,6.722714740107661
