,Gulu,Lira
0,5.945462523165451,6.039157628594478
1,6.011870699005057,6.067679170932938
2,6.226159497456815,6.186263000457503
3,6.314404064492829,6.193265832765308
4,6.310361232007116,6.052053768235239
5,6.430553865151822,6.045018242280258
6,6.515061446014531,6.052320971841269
7,6.521792467968401,5.938288464858283
8,6.230897669999323,5.871499740494358
9,6.2275476341741385,5.676134973936596
10,5.536230636314049,5.717663699046889
11,5.715344148931217,5.788285692873584
12,5.790300067724129,5.791668993331471
13,5.781346997658313,5.784779888087635
14,5.781213564324757,5.781213564324757
15,5.517343566512873,5.779707830980365
16,5.503751699314282,5.768065010758233
17,5.508165845546633,5.50906796558977
18,5.691707851482444,5.558069444036266
19,5.601258720259063,5.686633435672225
20,5.603546248123648,5.692598025739551
21,5.591860528697967,5.724977928354456
22,5.601715818129006,5.76750807297175
23,5.601686349195947,5.802952992232351
24,5.684125539226995,5.834827939775338
25,5.75714522438554,5.859288279059743
26,5.752999880080181,5.864225515190406
27,5.8876329296930106,5.9515600169992435
28,5.8852374373691445,5.980769864090709
29,6.001445369370634,6.002530556671921
30,5.999027233486417,6.058241146508461
31,6.03202956867112,6.038338737864384
32,6.01603713770342,5.83478452809837
33,6.021316186447177,5.790713889845292
34,5.8648513602150985,5.804998998843253
35,5.727256125820995,5.647919383584474
36,5.72731928382029,5.628345580121404
37,5.838607550129361,5.61796712903327
38,5.912387091804662,5.896394331465438
39,5.981095236265454,5.9646022840716135
40,5.995917440085153,6.023490766989252
41,6.000954937668534,6.028411783901574
42,5.953618447274314,6.039693056045557
43,5.7913576902266115,6.042672118507518
44,5.8667251963633555,6.103500896467623
45,6.018531820087954,6.146022698829527
46,6.150301557746637,6.1748594085283015
47,6.158207792230096,6.2063025460794305
48,6.155978518190804,6.251620427969974
49,6.144588235748122,6.241069669764819
50,6.234691661153565,6.235529533008196
51,6.26786608833218,6.316733178537267
52,6.387632373995921,6.426908109295631
53,6.385856349984582,6.489068637104119
54,6.492796366060934,6.5238213298740595
55,6.344497805944682,6.309250996115041
