,Rubavu,Ruhengeri
0,6.3505274176451865,6.3505274176451865
1,6.338831556071906,6.356295554316818
2,6.200247670724247,6.331652474601729
3,6.197517900692371,6.3194663693278175
4,6.2428073674973135,6.435318518671753
5,6.405875452209969,6.187817273279038
6,6.183324147985908,6.208711954105321
7,6.16444142205193,6.2291789679687435
8,6.091685186075201,6.260458833047617
9,6.152535404976829,6.259850333455934
10,6.151329656443653,6.258051642699801
11,6.151035932302546,6.253402841152678
12,6.151557894242654,6.384660785459621
13,6.25945436893988,6.390108061736788
14,6.317447137489437,6.395330794306281
15,6.319186461615421,6.3969721376803355
16,6.266469806298685,6.395356988088534
17,6.248852313650454,6.047576051615705
18,6.266439758253793,6.164539768770413
19,6.341444331428538,6.160488584088879
20,6.2895708032772255,6.256489932812973
21,6.343557628562012,6.248098183886897
22,6.353729891737955,6.2412519083112645
23,6.320916067457662,6.23363083040881
24,6.288605033587297,6.2355023862255505
25,6.2310789071089365,6.244994375170911
26,6.261869841202117,6.259788674998292
27,6.445019949246934,6.158269843311817
28,6.395071592777901,6.158045356678502
29,6.44550278363884,6.040736731833174
30,6.339168770196058,6.040304680308272
31,6.398322519768936,6.011286117483688
32,6.095316530794884,5.891147034475059
33,6.1583768022964795,5.8858695278639335
34,6.188511945939813,5.829566853466542
35,6.155967213988995,5.997897915733644
36,6.193923108978489,6.040925167031038
37,6.2692660683425,6.034473459811091
38,6.3091539525461995,6.039343175233221
39,6.0091653020292055,6.103328911862708
40,5.942215786225738,5.8673270045932275
41,6.075861221202065,5.753936125328072
42,5.999235081840465,5.7065654678776445
43,5.940666749077419,5.916706675330274
44,5.963512142491708,5.992846130605414
45,5.910850307619926,6.035329222014908
46,5.887764933429515,6.021894233396215
47,5.934024073803191,5.99956668309799
48,6.011883621748981,6.000099875326919
49,5.9984734940493025,5.997390656910471
50,6.061563160898026,6.050275201124174
51,6.0102314541191575,6.123328952279136
52,6.038944013384596,6.123331405662144
53,6.000480185945827,6.000480185945827
54,5.92525732648596,5.868444467091552
55,5.919927276580723,5.952488292630035
56,5.992831520120446,5.98628842153151
57,5.9215112981320805,5.975456961023795
58,5.907984762102577,5.962419968657595
59,5.955982246065133,6.015043960556395
60,6.0191694960574775,6.064654850451594
61,5.936512306067896,6.0535493513875585
62,5.8864359900717345,6.053942461080548
63,6.051346186521179,6.0750159306070834
64,6.0509088996823,5.933375583093265
65,6.056175482193793,6.043318161974349
66,6.06141447306415,6.142361748868113
67,6.002371348759317,6.005459359447893
