,Tororo,Eldoret
0,6.701852140811479,7.2857998494089715
1,6.701370265931681,7.283754175849106
2,6.700888158736531,7.268272663216036
3,6.712835221877033,7.234668422408563
4,6.747314433444672,7.190784742349406
5,6.769088580218906,7.3201385438559
6,6.851732706010654,7.266137990754371
7,6.76511962311692,7.190476283175049
8,6.761624268926409,7.220061456829194
9,6.747830171944618,7.236925534430312
10,6.747654111243598,7.178430922655134
11,6.676915752625248,7.1787560885656685
12,6.674876925007473,7.17061455885785
13,6.6686852320788965,7.176751038369032
14,6.663273905315209,7.174175103668285
15,6.67272152530122,7.142981126328327
16,6.703047839584803,7.092497495215696
17,6.684248913678229,7.123941040198397
18,6.655948215838951,7.167429200577943
19,6.383064056764999,7.149434299939093
20,6.470538876919828,7.188697054769562
21,6.541418322337393,7.226764956153801
22,6.541445993272433,7.194643125527804
23,6.576508348170308,7.133786765819096
24,6.570039397214098,7.119817206790433
25,6.6037573604714845,7.135657592303315
26,6.722750961194981,7.122766057873517
27,6.750390632850896,7.129516404338379
28,6.775015211505611,7.107086137384232
29,6.794677633103546,7.10337477888063
30,6.802743518466312,7.142399046183262
31,6.812276817041749,7.133447387611423
32,6.81765089567165,7.143588825164313
33,6.366186176791413,7.166051730228647
34,6.816029043646575,7.122415109531602
35,6.8359675977006775,7.073966588601332
36,6.836897821439705,7.127827729788931
37,6.8298959598977165,7.128627152671136
38,6.828628948792869,7.133004424352959
39,6.824710669043093,7.134606645231592
40,6.8128676043607825,7.104619739457457
41,6.700884219954262,7.127817524031642
42,6.701332006442114,7.1366826210159005
43,6.72941128792138,7.164484422289458
44,6.762911306234433,7.163625857851087
45,6.5534664567841645,7.125421961298002
46,6.381191082177448,7.097292353375164
47,6.420960528206205,7.134793783196345
48,6.419298808372001,7.098686659062667
49,6.433390594142882,7.083402306156786
50,6.475814638342035,7.037305883772062
51,6.545950719111276,7.052320563833304
52,6.594152076181791,7.070113474080583
53,6.633594622830933,7.049110485312021
54,6.663443156005881,7.046443940947998
55,6.679309524299511,7.039414082395344
56,6.654225433982608,7.076632483010425
57,6.650915155068403,7.080427337668469
58,6.5666139786806585,6.987595394574869
59,6.6264524243358505,6.887283616649819
60,6.61767894313943,6.939034472097251
61,6.68912257146834,6.9347825102752045
62,6.68010108907111,6.954239228574494
63,6.686166677355136,6.9570499907613135
64,6.716637947549198,7.018760365676765
65,6.722600088969929,7.0449420854537905
66,6.615958856191502,7.069501977025853
67,6.619193001538903,7.09537167081274
68,6.714023056750559,7.196801651993541
69,6.7066961283230855,7.194447111880922
70,6.709127768065042,7.219553753093459
71,6.494419306649336,7.213096007448676
72,6.4934929643904615,7.189065505169518
73,6.482112273675873,7.185099005964277
74,6.47824577747728,7.190242421622816
75,6.59552973763184,7.175409380811988
76,6.681731580768336,7.166807646515863
77,6.683148747336152,7.17829990127378
78,6.709876556220062,7.190075278754165
79,6.709348194898656,7.20284045084742
80,6.719636235880574,7.212426845505268
