,Makueni,Mombasa
0,6.656551736270831,6.405557564197626
1,6.645415885178283,6.4523627935944035
2,6.634353341135345,6.450679519091376
3,6.735312768732915,6.509884662547683
4,6.731601410229312,6.537753230175887
5,6.736595585847204,6.5502048474465235
6,6.734485810897574,6.551652352377571
7,6.742384481917004,6.557713227970057
8,6.7472407022661764,6.52377822254869
9,6.7431674395719465,6.51976849303224
10,6.7370553382904745,6.383011590139608
11,6.745553560513844,6.392438244030685
12,6.677380799888984,6.396774625959364
13,6.604218274501613,6.244333597255657
14,6.65915264961788,6.247502534443969
15,6.626096818197707,6.246964084433779
16,6.520860943021803,6.244724861567083
17,6.529735458374706,6.242903364724629
18,6.461852075765458,6.240239006851858
19,6.454597282510799,6.23111307372438
20,6.4480663893659855,6.224582180579566
21,6.448058883581744,6.156309008910638
22,6.455416761446466,6.16126506241307
23,6.504262415205933,6.152532412788772
24,6.501148061962706,6.146536176566175
25,6.617864821807924,6.210731656599062
26,6.597779332159993,6.204069187283272
27,6.608599214586755,6.205901891251317
28,6.425240226801937,6.201930989131619
29,6.389127779914979,6.20224095268945
30,6.169429555640725,6.118045356294245
31,6.2880350568149845,6.0272104385330865
32,6.21402737540778,5.9241206079338875
33,6.34934345888069,6.1272894301002605
34,6.212608833725317,6.125748708343024
35,6.207530896506882,6.118854240198191
36,6.280856042868541,6.113801958205374
37,6.282531112115966,6.115959268939291
38,6.285872856467305,6.119029349841629
39,6.353241036743845,6.016190598314098
40,6.3811788911074805,6.006829976723273
41,6.408357388521492,6.003571397587136
42,6.410684338266384,6.005895591360872
43,6.380426543535858,6.007195741208013
44,6.3492245716654345,6.006149756156551
45,6.343018118729653,6.012121706118997
46,6.344612596914546,6.008424410856243
47,6.406929179597177,6.0008016004478915
48,6.397677783196507,5.990880229854564
49,6.391087273239116,5.9869563881440895
50,6.384698738678216,6.160550666938001
51,6.4394939573929655,6.163527500113747
52,6.56421417981717,6.159860800561695
53,6.564438980404133,6.159528657331003
54,6.554031096916307,6.1496851831051575
55,6.575448427740122,6.35918506211072
56,6.596416658228198,6.532306310935747
