,Makueni,Machakos
0,6.744210224043156,6.944983520439066
1,6.624184869148137,6.847708817347679
2,6.641520506286292,6.865036890513538
3,6.761998774256769,6.867249393766345
4,6.754266370581524,6.860012380640688
5,6.747107341524484,6.85577364531681
6,6.743936973564398,6.943402849603698
7,6.846468211755837,6.942049186344503
8,6.842101126031313,6.938045564906418
9,6.842212675034215,6.936089831272608
10,6.839999063497468,6.934130265248393
11,6.840278801747819,6.9351365952064965
12,6.837169960026733,6.932488370885018
13,6.834070753256692,6.929833114845796
14,7.012008031304075,7.012008031304075
15,7.005973144572913,7.005973144572913
16,7.000503329261961,7.000503329261961
17,6.950451100534571,6.906970837420569
18,6.900387468677291,6.900615701018805
19,6.892453608301927,6.891995627987074
20,6.868885098307008,6.86165474610844
21,6.863398884620713,6.866175378769005
22,6.763447032499003,6.8576485135248175
23,6.76180013802081,6.857018578914012
24,6.75391752973697,6.846520602884505
25,6.740051637576656,6.834947252322877
26,6.8170703415862315,6.917465278108666
27,6.733627753374544,6.913753919605064
28,6.736595585847204,6.918917142641159
29,6.9096167871461756,6.988866158800316
30,6.837694661721328,6.840473727891594
31,6.7472407022661764,6.842550882070501
32,6.7431674395719465,6.838570474197825
33,6.737567502194116,6.737567502194116
34,6.745553560513844,6.88777101187092
35,6.698553266927505,6.851544882626548
36,6.375822792174269,6.448058883581744
37,6.383512957599335,6.454081647763497
38,6.375855320215022,6.44111094428759
39,6.369679727880385,6.438242399317682
40,6.607814485954423,6.672984121029003
41,6.636436823670675,6.664216387777751
42,6.611919638224058,6.668310415578933
43,6.628978686106459,6.6603725917598355
44,6.568684994934784,6.585838074161033
45,6.1162255195772595,6.2835597947718185
46,6.025208435862414,6.248752708480322
47,6.210688474142265,6.210688474142265
48,6.169924661744696,6.139913583328657
49,6.212608833725317,6.152607977393292
50,6.207530896506882,6.199176629037024
51,6.280856042868541,6.280856042868541
52,6.20312242554521,6.28329354413385
53,6.283612474715751,6.360072958526515
54,6.358103723228033,6.359539473654137
55,6.35612704163298,6.35612704163298
56,6.340585471507749,6.411615967657628
57,6.32479854270489,6.339461562014965
58,6.342078014909487,6.342078014909487
59,6.44337812268831,6.474780445172006
60,6.535353843673951,6.591918256902433
61,6.485736571466569,6.59902086264247
62,6.5957691844564295,6.649545581237234
63,6.644014821801107,6.644014821801107
64,6.608225696998227,6.634837166223737
65,6.639262124379034,6.573631324193517
66,6.669364217590571,6.718010507218355
67,6.6746858472233495,6.769814555291399
68,6.763265605620779,6.76508709974917
69,6.669688502111016,6.809320131517678
70,6.841993085395108,6.921842013395526
71,6.834854370271537,6.911256544077335
72,6.827664327259632,6.900557822703477
73,6.8284733274976945,6.905179650127709
74,6.829281673783383,6.909780214499683
75,6.732620083456497,6.8191653686176
76,6.857713115249154,6.857713115249154
77,6.876463706498625,6.987016774735873
78,6.894869174417017,7.101499171687513
