,Kasese,Tororo
0,6.85651289461052,6.701852140811479
1,6.846294610070295,6.701370265931681
2,6.8749915146261005,6.700888158736531
3,6.843288110274468,6.712835221877033
4,6.747877338047209,6.747314433444672
5,6.711271538568826,6.769088580218906
6,6.8240528250536485,6.851732706010654
7,6.800296410172921,6.76511962311692
8,6.7963537494475075,6.761624268926409
9,6.843750293823358,6.747830171944618
10,6.847365684337016,6.747654111243598
11,6.8998802368783645,6.676915752625248
12,6.898080016079373,6.674876925007473
13,6.892007711613546,6.6686852320788965
14,6.886417456629419,6.663273905315209
15,6.880360890079465,6.67272152530122
16,6.859476424725056,6.703047839584803
17,6.838523701479584,6.684248913678229
18,6.805052128237891,6.655948215838951
19,6.799043430217704,6.383064056764999
20,6.798830381450847,6.470538876919828
21,6.798617378064098,6.541418322337393
22,6.78243099362471,6.541445993272433
23,6.73223785079909,6.6037573604714845
24,6.757571754831194,6.722750961194981
25,6.7791155991568,6.750390632850896
26,6.758792375998723,6.775015211505611
27,6.739221946974403,6.794677633103546
28,6.775537810337138,6.802743518466312
29,6.788287660671727,6.812276817041749
30,6.7871561558233,6.81765089567165
31,6.788561757047894,6.366186176791413
32,6.78975454333694,6.816029043646575
33,6.784852526933321,6.8359675977006775
34,6.779994022496103,6.836897821439705
35,6.775159009039205,6.8298959598977165
36,6.771612268352634,6.828628948792869
37,6.79678820842347,6.824710669043093
38,6.7860935707557255,6.8128676043607825
39,6.775265977188408,6.700884219954262
40,6.761185717260585,6.701332006442114
41,6.697961309806346,6.72941128792138
42,6.671182608897453,6.762911306234433
43,6.806045907371657,6.5534664567841645
44,6.811898807473221,6.381191082177448
45,6.786626721352554,6.420960528206205
46,6.78962837432224,6.419298808372001
47,6.8045029596903825,6.633594622830933
48,6.80437423335443,6.663443156005881
49,6.788032684728935,6.679309524299511
50,6.713453268182942,6.654225433982608
51,6.701104899592258,6.650915155068403
52,6.750262269352953,6.5666139786806585
53,6.7716965633469055,6.6264524243358505
54,6.7413466062416125,6.61767894313943
55,6.743302487842133,6.68912257146834
56,6.7750176455678535,6.68010108907111
57,6.794324999637309,6.686166677355136
58,6.720813318959678,6.716637947549198
59,6.680628457109515,6.722600088969929
60,6.812089608259642,6.615958856191502
61,6.789399072119459,6.619193001538903
62,6.795680491078833,6.714023056750559
63,6.790310268364219,6.7066961283230855
64,6.81638222368294,6.709127768065042
65,6.797946496381307,6.494419306649336
66,6.7986004535561015,6.4934929643904615
67,6.7055186025503914,6.482112273675873
68,6.755359719867269,6.47824577747728
69,6.75051160360952,6.59552973763184
70,6.793574240158408,6.681731580768336
71,6.7870203761933565,6.683148747336152
72,6.814926464638243,6.709876556220062
73,6.8873426138287295,6.709348194898656
74,6.894996310390155,6.719636235880574
