,Kabale,Kasese
0,6.701852140811479,6.85651289461052
1,6.701370265931681,6.846294610070295
2,6.700888158736531,6.8749915146261005
3,6.696305919925822,6.843288110274468
4,6.747314433444672,6.747877338047209
5,6.743174060860236,6.711271538568826
6,6.734841530009721,6.8227773515096315
7,6.769371524285239,6.8345108264562
8,6.822492356596554,6.8240528250536485
9,6.792521356799219,6.800296410172921
10,6.761624268926409,6.7963537494475075
11,6.747550490779322,6.843750293823358
12,6.747654111243598,6.847365684337016
13,6.676617289707049,6.8998802368783645
14,6.67576964936374,6.898080016079373
15,6.669877482592703,6.892007711613546
16,6.698488811606276,6.886417456629419
17,6.722171093365387,6.880360890079465
18,6.736131877407526,6.859476424725056
19,6.747918247451214,6.838523701479584
20,6.650603785065676,6.805052128237891
21,6.6454878114017575,6.799043430217704
22,6.71367257311054,6.798830381450847
23,6.709005219374411,6.798617378064098
24,6.646740803749382,6.78243099362471
25,6.635611015110019,6.73223785079909
26,6.7219391630175345,6.757571754831194
27,6.721086458204746,6.7791155991568
28,6.788462071485471,6.758792375998723
29,6.794677633103546,6.739221946974403
30,6.802743518466312,6.775537810337138
31,6.81029955490473,6.788287660671727
32,6.81765089567165,6.7871561558233
33,6.818594044146769,6.788561757047894
34,6.816275987714999,6.78975454333694
35,6.841756325876922,6.784852526933321
36,6.837859359975327,6.779994022496103
37,6.856297778828265,6.775159009039205
38,6.828146904917544,6.771612268352634
39,6.824710669043093,6.79678820842347
40,6.78559093189116,6.7860935707557255
41,6.671429464873556,6.775265977188408
42,6.700512893768329,6.761185717260585
43,6.72941128792138,6.697961309806346
44,6.791459411432239,6.671182608897453
45,6.759759979614422,6.806045907371657
46,6.7566361287981715,6.811898807473221
47,6.756606659865112,6.786626721352554
48,6.754222657587084,6.78962837432224
49,6.805475249509322,6.8045029596903825
50,6.80437423335443,6.80437423335443
51,6.785056492055889,6.788032684728935
52,6.765332120597391,6.713453268182942
53,6.714994011752926,6.701104899592258
54,6.7207646585079175,6.750262269352953
55,6.716524247478587,6.7716965633469055
56,6.7007371741623745,6.7413466062416125
57,6.71657941770138,6.743302487842133
58,6.681182754941851,6.7750176455678535
59,6.714846285049665,6.794324999637309
60,6.71768342595075,6.720813318959678
61,6.722600088969929,6.680628457109515
62,6.676651637364539,6.812089608259642
63,6.678660885227514,6.789399072119459
64,6.685251759471619,6.795680491078833
65,6.707752652457285,6.790310268364219
66,6.736654824225794,6.81638222368294
67,6.627869209643369,6.797946496381307
68,6.657638174942715,6.7986004535561015
69,6.644861137314954,6.7055186025503914
70,6.641552832590525,6.755359719867269
71,6.687766090223947,6.75051160360952
72,6.71114546597463,6.793574240158408
73,6.710404103204066,6.7870203761933565
74,6.761325118056105,6.814926464638243
75,6.709348194898656,6.8873426138287295
76,6.710343448305114,6.894996310390155
