,Meru,Makueni
0,5.90073795790374,6.139219946114761
1,6.018563318775577,6.135997253363657
2,5.945009930296401,6.144547481161383
3,5.937330373950593,6.063235281664326
4,5.634288120264093,5.827897636831899
5,5.533765360894449,5.821020721157123
6,5.5816893021735945,5.829008084019791
7,5.586206400697214,5.748807832035669
8,5.5885506634405795,5.661610234310085
9,5.552661873377691,5.649511699367608
10,5.553816903873834,5.661378385458679
11,5.551577681007138,5.585025615074678
12,5.517815618292949,5.58235413943052
13,5.475790186539596,5.5796897815577475
14,5.4320373570426,5.571469864395836
15,5.498531598912676,5.478975420118808
16,5.491735200794748,5.461348591226512
17,5.423259102304064,5.533103930409219
18,5.385897971154036,5.493764995402652
19,5.164511466149675,5.488603902297297
20,5.160193797845806,5.519252533139814
21,5.155915119885291,5.478688512148342
22,5.158209693010464,5.482449361196043
23,5.197347650111786,5.326627938133827
24,5.201808719671995,5.329098957286026
25,5.178765106195391,5.1552346087851975
26,5.206229886463256,5.1597098708283635
27,5.210725266543995,5.164205250909102
28,5.209182167299708,5.174496609311817
29,5.112331265738146,5.161121429907578
30,5.001892812861884,5.156043492689143
31,4.9968405308690675,5.241962988902053
32,5.103675063759679,5.288499750771752
33,5.105158680488635,5.288858747214537
34,5.201825792710114,5.289217614825124
35,5.2582349546524645,5.327083827291157
36,5.311644059473479,5.31777835669995
37,5.308385480337343,5.308385480337343
38,5.3505638617977445,5.310717953250545
39,5.29159019089933,5.311860916860842
40,5.2289194583860645,5.313002575596607
41,5.098820513093208,5.35619723604966
42,5.040107668803134,5.315277230296298
43,5.032484858394782,5.309640517859576
44,5.023296203592858,5.301725070564156
45,5.33110499232784,5.252987213063888
46,5.399845335366764,5.469077126936084
47,5.472042830327415,5.3670513864582405
48,5.46671362000175,5.620864299829009
49,5.468043987544671,5.618866877279254
50,5.456538002545213,5.608769295986667
51,5.4817455174944145,5.600296329069907
52,5.506333205907609,5.591750957061961
53,5.6224229125033105,5.636546245502639
54,5.726426697376483,5.679420655000553
55,5.696791260962384,5.72055307994949
56,5.666250672617582,5.742961432185641
57,5.664594745414867,5.7166284147808275
58,5.665645859122193,5.68958317226612
