,Kampala,Kasese
0,6.797703299801299,6.85651289461052
1,6.767859774885163,6.846294610070295
2,6.777904312992352,6.8749915146261005
3,6.768072718295499,6.843288110274468
4,6.79728365343428,6.747877338047209
5,6.801450297836939,6.711271538568826
6,6.7803388590375375,6.712511488848022
7,6.804630896958932,6.8227773515096315
8,6.850090250237013,6.8345108264562
9,6.854761481672814,6.8240528250536485
10,6.730229919679549,6.800296410172921
11,6.691881727850796,6.7963537494475075
12,6.71369716557516,6.843750293823358
13,6.68255771003577,6.847365684337016
14,6.6585445086473545,6.8998802368783645
15,6.673387277778334,6.898080016079373
16,6.669579553199765,6.892007711613546
17,6.715641890832525,6.886417456629419
18,6.711029309676086,6.880360890079465
19,6.751729402537795,6.859476424725056
20,6.732031854731596,6.838523701479584
21,6.5989813912322735,6.805052128237891
22,6.6429563529729885,6.799043430217704
23,6.6996863311358,6.798830381450847
24,6.678983140193819,6.798617378064098
25,6.6590830115524895,6.78243099362471
26,6.775205768889622,6.73223785079909
27,6.822795777635917,6.757571754831194
28,6.81420691896807,6.7791155991568
29,6.830170769542119,6.758792375998723
30,6.833619739863409,6.739221946974403
31,6.815215125447011,6.775537810337138
32,6.792577888072415,6.788287660671727
33,6.7891845540846925,6.7871561558233
34,6.802313314191814,6.788561757047894
35,6.816522870817105,6.78975454333694
36,6.8412752096780824,6.784852526933321
37,6.823338291654072,6.779994022496103
38,6.828931407134244,6.775159009039205
39,6.839175547029991,6.771612268352634
40,6.8238649008539705,6.79678820842347
41,6.757549329050427,6.7860935707557255
42,6.746775490723683,6.775265977188408
43,6.776112319585729,6.761185717260585
44,6.7724008178518655,6.697961309806346
45,6.79121031440766,6.671182608897453
46,6.779138454451733,6.806045907371657
47,6.7579266180726325,6.811898807473221
48,6.757639184479301,6.786626721352554
49,6.754222657587084,6.78962837432224
50,6.832085953122172,6.8045029596903825
51,6.868029940388789,6.80437423335443
52,6.836374624684397,6.788032684728935
53,6.749535613786933,6.713453268182942
54,6.7365115042288854,6.701104899592258
55,6.688202400826429,6.750262269352953
56,6.6882933447007735,6.7716965633469055
57,6.673537436235919,6.7413466062416125
58,6.702152937991156,6.743302487842133
59,6.708640164237795,6.7750176455678535
60,6.768362238389773,6.794324999637309
61,6.784374800449423,6.720813318959678
62,6.788292340766275,6.680628457109515
63,6.760294935069912,6.812089608259642
64,6.7632182732555775,6.789399072119459
65,6.795680491078833,6.795680491078833
66,6.788850769199765,6.790310268364219
67,6.790991638143216,6.81638222368294
68,6.611187775945774,6.797946496381307
69,6.603141149840569,6.7986004535561015
70,6.624840730862728,6.7055186025503914
71,6.641552832590525,6.755359719867269
72,6.678166016494928,6.75051160360952
73,6.751718982421796,6.793574240158408
74,6.748201880990163,6.7870203761933565
75,6.748460022259219,6.814926464638243
76,6.736943200844543,6.8873426138287295
77,6.722714740107661,6.894996310390155
