,Tororo,Kasese
0,5.698550031947693,6.59185124559715
1,5.742498963288706,6.6156565153423
2,5.784597426862376,6.538369229238757
3,5.780015188051667,6.3094171973905935
4,5.830460479927918,6.343958585768376
5,5.823459135165726,6.346395025516676
6,5.7949530233687225,6.302427584043952
7,5.847175087117204,6.308085776465766
8,5.844781203428712,6.304022708317681
9,5.831958815207664,6.294245815492255
10,5.916583787478151,6.267673380011114
11,6.052661965810316,6.290076460134158
12,6.048795584257324,6.286970364640864
13,6.044948372396227,6.28124928085889
14,6.038243067240719,6.275131015811402
15,6.03042545473073,6.269905425364633
16,6.012178564337852,6.2491060871399045
17,6.052049976776908,6.227078885024721
18,6.267075515405949,6.294226504471901
19,6.287367104571401,6.288217806451714
20,6.338979123669129,6.288004757684856
21,6.422438596006496,6.287791754298108
22,6.46359099156879,6.285826489962831
23,6.453111980278505,6.279907416560918
24,6.449836239932684,6.276007303184382
25,6.442643362535587,6.218606555244162
26,6.469031300719109,6.262058753777611
27,6.507661339637742,6.257534701020181
28,6.477932645340147,6.310628435613145
29,6.4453199176035705,6.347297581401177
30,6.278443357690105,6.3668608091521115
31,5.800934381322347,6.369282154496541
32,5.873083414577452,6.369988885086579
33,6.11402732714971,6.407006548223583
34,6.116939383429103,6.403286631758883
35,6.051051941168544,6.395805026332744
36,6.018118854425363,6.432204705577433
37,6.010220017711317,6.418592104610791
38,5.913630953654796,6.362657981567863
39,5.916797074292741,6.252072422680107
40,5.9109774673226845,6.247963754674888
41,6.039056534663201,6.15000395148156
42,6.027762768991995,6.310346212392294
43,6.036262135538013,6.336602604861716
44,6.091974649613189,6.147625904162566
45,6.113401296028878,6.090058919852007
46,6.002289879121233,5.6507205392182005
47,5.745752977828073,6.328376524008624
48,5.697583406584886,6.299968870908157
49,5.683569252393964,6.3294875493514295
50,5.456911003318391,6.3329991274991535
51,5.359217423231947,6.263107440216855
52,5.342731760733681,6.187961368056826
53,5.330285056581489,6.22296592281651
54,5.427338120575742,6.301859439573603
55,5.432864770555157,6.369328020611899
56,5.485091816319161,6.228904854325893
57,5.538205447338319,6.057161197187559
58,5.634743279049029,6.405194907341884
59,5.6372070103993535,6.371176185479554
60,5.642355403325902,6.294808393059292
61,5.715239782737073,6.328344255623482
62,5.7182428600650255,6.287738756600155
63,5.647990256047452,6.204561901601647
64,5.800345783830516,6.205810891938681
65,5.713946972747484,6.143667001228802
66,5.7100804765488915,6.235529533008196
67,5.739658169230076,6.357432088559859
68,5.770226819210122,6.308781135544713
69,5.895328803332569,6.341989667879001
70,5.895835917589341,6.382780515227405
71,5.83863497152082,6.344497805944682
72,5.825704158979006,6.368670991956794
