,Kampala,Busia
0,6.424434666971581,6.318462984402514
1,6.548953959601279,6.337440950762077
2,6.500184393944528,6.316188099802063
3,6.494874353063846,6.312043019468261
4,6.618917840292188,6.3872553915217
5,6.6108579266410885,6.358921285335857
6,6.4525903644475,6.336599528487916
7,6.552406136343881,6.403138777787544
8,6.565444617365182,6.135943578426915
9,6.614492537642149,6.318066477928407
10,6.281417529383605,6.292744691025658
11,6.477066337580395,6.364133904030523
12,6.436759632406356,6.233923744733619
13,6.39447873343113,6.283766709015299
14,6.448236165626591,6.2642628327982495
15,6.540622266593799,6.279482992071245
16,6.556107830249778,6.318338482369976
17,6.60864234057717,6.419610623769823
18,6.577396609166684,6.4160879355427145
19,6.398114045424532,6.319295131018286
20,6.274648420418857,6.168196797178696
21,6.300161239991715,6.188487988431572
22,6.461141600786897,6.261066817385763
23,6.506716735358224,6.318982538170334
24,6.504280558759954,6.34400489913866
25,6.540788747110095,6.426697114685671
26,6.5395087924460205,6.4436084680391446
27,6.638017812616078,6.5005031950970995
28,6.6202616339528095,6.536507788619762
29,6.693659996484432,6.542105035181455
30,6.743012470263224,6.573984859087074
31,6.788462071485471,6.566451950177369
32,6.795052188323606,6.626442213394548
33,6.457610625961792,6.320739745217466
34,6.29567321599587,6.2572799749626205
35,6.254304622917901,6.1697472348898375
36,6.348590414901033,6.304228302247334
37,6.431339459747963,6.324607257103773
38,6.42795934562421,6.366576585153397
39,6.425462546345036,6.384156553993323
40,6.4602948054482185,6.391725383085202
41,6.494082567364871,6.376299531708487
42,6.483104503385116,6.340108240376205
43,6.234672755335146,6.173066404506129
44,6.187225085769094,6.055848936770209
45,6.097422616313912,6.0010634591662155
46,6.173064825751855,5.998788364642731
47,6.273969872959751,6.138586130010234
48,6.263249528729196,6.13140875358258
49,6.247874489253032,6.139071629404233
50,6.03517053161397,5.902397921938062
51,6.08959064733516,5.972560340355643
52,6.089719210280764,5.971310039734474
53,6.078305560351269,5.929703444569913
54,6.2691793717656585,5.982053627561884
55,6.065927672431015,5.944566815426748
56,6.059447919528419,6.015461771344169
57,5.937244533949354,5.970295975445936
58,5.746454978558903,5.730182953450687
59,5.779434433015206,5.732268964572776
60,5.830679903144867,5.701268829493364
61,5.831546365570914,5.735724872959848
62,5.869226387091382,5.732889943539251
63,5.852730596523678,5.756427367978361
64,6.023432237141434,5.752279466640863
65,6.015229998797965,5.835325298116617
66,6.020651435457276,5.843348709775264
67,5.874903383847323,5.717511210095894
68,5.85480216770964,5.6865081572831535
69,5.714904871582719,5.760906013162644
70,5.825810236461387,5.856639982317028
71,5.8667251963633555,5.844419438849057
72,6.040662183171701,5.912407847648022
73,6.046576699783267,5.9005644168589795
74,6.081429216198022,5.95560904299699
75,6.2170324166826445,6.019313963734245
76,6.157397194040704,6.039841405289059
77,6.18924878044419,6.08777932027933
78,6.271091897581063,6.103159078239208
79,6.369587856970138,6.345259344147123
80,6.422032375552536,6.316250169677425
81,6.418737860900371,6.258334989814062
82,6.3256648576115895,6.12786287825786
83,6.409434590611459,6.065788822982034
