,Mbale,Tororo
0,6.125694585280951,6.185519821966424
1,6.097763169405871,6.073898430220707
2,6.069029117085975,6.068477088366464
3,6.149586336358325,6.060260250682779
4,5.990600297611413,5.990600297611413
5,6.052661965810316,5.984066945929966
6,6.090790989056548,6.003388257527522
7,6.076076948891097,6.077143615658899
8,6.075212876056446,6.019229611621754
9,6.151910282291645,5.957754267850688
10,6.183377283779265,5.992409450916572
11,6.436508681502148,6.310628435613145
12,6.2258225973734085,6.316157340665454
13,6.22956876614927,6.125979730139825
14,6.2275476341741385,5.761986482247964
15,5.941103502770316,5.798048228634538
16,5.936110990867579,5.866523058369317
17,5.933629195808209,5.865483781999095
18,5.928200534367122,5.858104237907202
19,5.989968378186867,5.829480305294592
20,5.985112557957192,5.779707830980365
21,5.974660715674831,5.767369358556267
22,5.914833599620557,5.690036036952649
23,5.915600186058894,5.692456634744684
24,6.198809498536087,5.689631938668482
25,6.201628316886867,5.771605357997039
26,6.191351789549613,5.759169293102736
27,5.912089301782857,5.76750807297175
28,5.909653092819234,5.805630370003067
29,5.906063544885857,5.834827939775338
30,5.900059830945873,5.832449607449671
31,5.896287447650069,5.8717161869195635
32,5.8876329296930106,5.9515600169992435
33,5.882789455730505,6.0114068335525985
34,5.875485673277005,6.030339835370349
35,6.155975117934736,6.102425039976394
36,6.139918530682304,6.038338737864384
37,6.347915185539579,5.798226932364573
38,6.340348788783034,5.769091425832126
39,5.9568974254661855,5.722985847182417
40,5.869226387091382,5.724427269620517
41,5.852730596523678,5.71029759625086
42,5.838607550129361,5.823455745108759
43,6.015755899414871,5.896394331465438
44,6.020651435457276,5.9646022840716135
45,6.023490766989252,5.995917440085153
46,6.029452908409985,6.028411783901574
47,6.145259736017071,6.039693056045557
48,6.148032634165344,6.042672118507518
49,6.154407268815136,6.0478205114340655
50,6.147872838117689,6.125441991129507
51,6.152141484668644,6.150301557746637
52,6.158207792230096,6.208040165977971
53,6.155978518190804,6.251620427969974
54,6.144588235748122,6.241069669764819
55,6.14072173954953,6.25870937878719
56,6.133180094494065,6.350019156170734
57,6.346750768733793,6.407463052176407
58,6.34869360360119,6.523314215617287
59,6.343990434392556,6.5275549994261075
