,Soroti,Tororo
0,5.722318971851242,5.722318971851242
1,5.779300962010302,5.7813879192895
2,5.934618135666965,5.969114394466924
3,6.056455533668441,5.9628779560878975
4,6.052053768235239,5.964084995289282
5,6.044489561326891,5.983435180334269
6,5.993799400221612,6.007103365847976
7,6.00134660082542,6.029826072147289
8,5.716820491491519,5.797147848052577
9,5.53261792194791,5.1801395887336295
10,5.372561740665815,5.372561740665815
11,5.422704208118649,5.366130350325041
12,5.418839245740309,5.423792202869158
13,5.520357303853989,5.527474771622853
14,5.417449185415537,5.471308355088266
15,5.354824637015098,5.342139477487782
16,5.342936347741292,5.342936347741292
17,5.157147897923041,5.154580502417795
18,5.149173800831313,5.154315200331731
19,5.146349104755109,5.075605806730655
20,5.222295398136079,5.1529607047350146
21,5.144123700227983,5.275061057675458
22,5.149262200584922,5.133677469568224
23,5.149232731651864,5.117816535418485
24,5.1722953950349995,5.211709363575876
25,5.179917146043915,5.204488406774421
26,5.178569006359618,5.054234707216013
27,5.126191201696839,5.094273598728534
28,5.047672013900172,5.123795709372973
29,5.039616508713424,5.039616508713424
30,5.111724038485514,5.073983710502667
31,5.029877546190572,5.044143123349394
32,4.998536503897752,5.072644476051474
33,4.913103824050048,5.064955123696586
34,4.666220668449808,4.53969047128427
35,4.549307094916364,4.526104197836701
36,4.649584580173736,4.526622869038901
37,4.637137876021543,4.507543104770602
38,4.562665145881269,4.468255461410195
39,4.705910298417414,4.641371777279842
40,4.706655943919254,4.8450582667783735
41,4.723078615563656,4.943140500340458
42,4.944059829839408,4.944059829839408
43,4.949208222765956,4.8042179123373625
44,5.019239533194721,5.019239533194721
45,5.029341970386531,5.100216309973188
46,5.109427877309861,5.033716055574165
47,5.270238230515075,5.300741684808489
48,5.400438500735804,5.227376269354647
49,5.223509773156054,5.223509773156054
50,5.210398843775247,5.367203805187378
51,5.528341086086172,5.550062909233008
52,5.523180964090592,5.563053355337969
53,6.016729375660117,5.520292489346226
54,5.803827158986369,5.500180573695616
55,5.532984292497268,5.579045065873803
