,Kasese,Busia
0,6.465979102746381,6.484273434130676
1,6.364481043498774,6.5097193815338565
2,6.455550730509163,6.487370746174096
3,6.491592672816966,6.480575301000738
4,6.500814650959307,6.54795668949815
5,6.5661715702829815,6.549507351979704
6,6.56363709979081,6.504827322206012
7,6.628025456078266,6.544519930548691
8,6.737551926612268,6.333078952381815
9,6.493901525492754,6.351968029604088
10,6.536175751715301,6.348159339610958
11,6.5393086464576164,6.326456781179954
12,6.5230073591106885,6.30475379309067
13,6.525625387246635,6.336876534329248
14,6.5629303312726694,6.333496132248131
15,6.561512514144189,6.44080757466837
16,6.555773996162218,6.459829224395914
17,6.549849635989781,6.5521888183429535
18,6.542930340016441,6.557256755296448
19,6.5236865490992715,6.472967513574678
20,6.533567448084982,6.362495507720011
21,6.468579891616678,6.358446097206194
22,6.462571193596491,6.477459806090242
23,6.462358144829634,6.52600340998999
24,6.462145141442885,6.527799111664322
25,6.494460786202137,6.521873300117559
26,6.58557784270099,6.8144264820429035
27,6.598182718342347,6.836408044213878
28,6.4811770265378295,6.763172859837966
29,6.438389706434408,6.755151279648352
30,6.431272514122744,6.757273450876662
31,6.515723917055652,6.5686053536510105
32,6.52673237592274,6.45524907719179
33,6.48892797440099,6.335859699897743
34,6.491349319745419,6.39597073814894
35,6.493243890620956,6.452166065288748
36,6.486934950587513,6.478555173605915
37,6.483668770360596,6.474503260213176
38,6.477104230830453,6.587247809928879
39,6.580822017459036,6.499956941318101
40,6.552848923455012,6.395096163241861
41,6.465480717573219,6.283574874774027
42,6.3859779967870125,6.212372552833423
43,6.37978061623217,6.209992795585473
44,6.2735519001219,6.35076064995387
45,6.373673346343568,6.306302535228485
46,6.381191082177448,6.359145339474154
47,6.3819132104237015,6.384164618504159
48,6.3827299692105095,6.585852906913254
49,6.3868037865875475,6.631283818798617
50,6.366752013611734,6.258538428971502
51,6.24072322980427,6.057030870876536
52,6.128219253039601,6.0213704836787825
53,5.964532374597,5.955502967877606
54,5.935244157816957,5.960273905882792
55,5.9935241037689595,5.956033494853461
56,5.825055874367457,6.056329551764917
57,5.965538258722532,6.05218165042742
58,6.041704423282574,6.133655764325432
59,6.048560223574353,6.126954902622973
60,6.2689769936693915,6.132401458663641
61,6.272174622418519,5.996663085586993
62,6.120845377845783,5.94231889202038
63,6.147106279305214,6.041642782338404
64,6.0478205114340655,6.064048048055822
65,6.040662183171701,6.19304763747439
66,6.047597628917374,6.266651194980059
67,5.996118139407725,6.4511225008960125
68,5.993888865368435,6.477744607422322
69,5.981960969757094,6.470879912437218
70,6.187492853741926,6.490652074375765
71,6.183641249773915,6.551501210703764
72,6.387632373995921,6.604173346422462
73,6.341989667879001,6.590809707238734
74,6.343990434392556,6.5736796800094
75,6.3825697538940895,6.473166649246316
76,6.408733574108865,6.457991137211788
