,Eldoret,Nakuru
0,5.791017958218954,5.817918889704553
1,5.8041062257760805,5.952827783894579
2,5.834943353391172,5.8149140715156005
3,5.850807575439375,5.81330760318416
4,5.873096704586412,5.804490381229515
5,5.962614146993543,5.808257938442922
6,5.979918436570358,5.809124384947471
7,6.022037267856343,5.8149307154519505
8,5.872809972160406,5.664759169400631
9,5.83770019455193,5.655378637757975
10,5.77287877254411,5.648495052856374
11,5.740032636437907,5.740032636437907
12,5.76654805609988,5.736872287953763
13,5.76249940864602,5.792136561535243
14,5.748074666761027,5.791749730263689
15,5.761130752819049,5.790034499001399
16,5.732670950171132,5.79116715685274
17,5.7592378765961625,5.733320098592375
18,5.784959108361613,5.631754950138386
19,5.8066511437122,5.624883450128195
20,5.801029264357392,5.713323683938286
21,5.796530524936025,5.743774172496715
22,5.844172582227764,5.714778867125782
23,5.86522888560173,5.706784510899772
24,5.774423233776715,5.695780106457602
25,5.757408639722073,5.681887239771205
26,5.8534185312318385,5.718796031024982
27,5.845122746289084,6.018177580755495
28,5.858293137077639,6.070669087176049
29,5.887280644250899,6.05672993964002
30,5.928171121944518,5.991710855812071
31,5.91008200237439,6.135999480571325
32,5.933769618058902,6.1332110570663225
33,5.9740928864708565,6.139219946114761
34,5.989883711081047,6.0484778753471
35,6.009690004268804,6.051276038046907
36,6.073295728690168,5.948733006048405
37,6.029379691364929,6.050020259012001
38,6.023203484368838,5.938092164952554
39,6.06556446453141,5.952296109229553
40,6.059360599142846,5.954056454859652
41,6.060996296341867,5.838868489147492
42,6.079294115126479,5.9547313924847165
43,6.042708817639776,5.95588642298086
44,6.022856007684874,5.957042789115302
45,5.981218563507332,6.063805154516606
46,5.974129419654204,5.836471692020788
47,5.997049812150177,6.048450743371156
48,5.9807838502346105,5.936332087663777
49,5.959756232188734,5.9363307326786785
50,6.06155848236434,5.879830221345724
51,6.080973792620386,5.929388861474562
52,5.993877811595779,5.926970446599849
53,5.946696547966754,5.894831007497779
54,5.982593693069759,5.8002721362758045
55,5.963080083016065,5.80167979138275
56,5.978165869373074,5.7981215105407165
57,6.0242361882539806,5.800098106773262
58,5.958729846514008,5.915149965809983
59,5.996751231048378,5.921849922875261
60,5.958059278445527,5.9263453029559985
61,5.927021960450024,5.923690474859021
62,5.947411942186758,5.863944341745999
63,5.908133208882538,5.800400509079656
64,5.8906584068911645,5.787819960666048
65,5.869317746357778,5.65718560737662
66,5.896353268839313,5.661178635711002
67,5.885798596994018,5.66782598509604
68,5.890149877418732,5.796331122201078
69,5.734641646343284,5.648116296094692
70,5.755162258973262,5.647768927166013
71,5.85511987255014,5.6489308343495415
72,5.836734811944047,5.648914721993819
73,5.854013175700994,5.648898609378483
74,5.910303368174112,5.654876311508777
75,5.925561294842738,5.6514654163546005
76,5.8983086283895005,5.645262052600476
77,5.949016025755864,5.632775693106237
78,5.946134393623834,5.630281444205356
79,5.975209480270325,5.753828487639785
80,5.98253617298053,6.076667374731454
81,6.016759956921022,6.072849423572065
82,5.979533842487524,6.1586963643158334
83,6.0074873905482375,6.101213747012686
84,6.127858506551461,6.04022427061924
85,6.0466557909083525,6.065038661508886
86,6.127535797362545,6.192074318500116
87,6.125921638498144,6.190513622706112
88,6.124307323654025,5.882366632522318
89,6.122648649807538,5.814204585907329
90,6.120992722604823,5.810214935358393
91,6.1197088421962365,5.809553913892397
92,6.12692720928323,5.669366989291664
93,6.130131227149029,5.67381500905141
94,6.128281615454731,5.672935144008969
95,6.1321637424008015,5.6727702922670815
96,6.130046676134569,5.669971287485432
97,6.127925118388319,5.723291611159681
98,6.1264923411749175,5.720196323172665
99,6.123425169284609,5.428612709405602
