,Soroti,Busia
0,6.372391869941915,6.373163772720497
1,6.370640577278522,6.428312865744372
2,6.5257701407738695,6.48612773134108
3,6.55629087456297,6.538927094258442
4,6.620651652486489,6.637498511692277
5,6.612455971419808,6.56646380708577
6,6.62002426828871,6.499702212524387
7,6.561597107918934,6.5204710274061055
8,6.006536024298302,6.45342128594408
9,6.227102299052104,6.147875887665223
10,6.066754399627313,6.134422813773812
11,6.062777709467196,6.132119925935866
12,6.116445190189492,6.190270656514652
13,6.083029640271961,6.1470593850057815
14,6.02178675077425,6.102659816379745
15,5.971031784621603,6.017577582422973
16,6.033953602043412,6.117761559315504
17,6.070356963259788,6.161731236942874
18,6.040939431857416,6.141852672078576
19,5.976565227858021,6.099578010211682
20,6.039056534663201,6.064110037108751
21,6.027762768991995,6.0960416097452885
22,6.036262135538013,6.127510807003157
23,6.03517053161397,6.113822589139058
24,6.056934684361107,6.097590690002236
25,6.026148339663316,6.058697144701472
26,6.02159335596944,6.0552807519531155
27,5.9515600169992435,6.014879331904102
28,5.882789455730505,6.024254976030447
29,5.875485673277005,5.993815904569477
30,5.871391901387022,5.922066192350289
31,5.864783674282612,5.812308424277783
32,5.650923325118823,5.79556381494509
33,5.51894727269941,5.766355446013251
34,5.407377068196114,5.521681839476173
35,5.463761278983219,5.584806960274418
36,5.444781015087852,5.547526173379695
37,5.433142442021197,5.60538834682641
38,5.427338120575742,5.545121156232126
39,5.529888746837217,5.576720046521316
40,5.554323607888483,5.659015003414285
41,5.5847254629732115,5.671736839962841
42,5.63319648833073,5.68742664239159
43,5.6372070103993535,5.682463601987474
44,5.639283204288931,5.672569181922398
45,5.6565719346482695,5.689264296333812
46,5.6821378554229085,5.7503461054494425
47,5.68966295244802,5.7572943533366505
48,5.645760982008161,5.731631891282464
49,5.634376297180895,5.702550838016614
50,5.630509800982303,5.695814899390069
51,5.617413138870241,5.731405027473356
52,5.694485193435976,5.906407220006222
53,5.691277529953199,5.976090159977027
54,5.766301865397439,5.916645917103135
55,5.833672182178691,5.855813308055905
