,Busia,Soroti
0,6.100676423779259,6.04131048195558
1,6.1362544186927925,6.067679170932938
2,6.164756795236539,6.221705147107435
3,6.2114316365718665,6.218606555244162
4,6.197920491212758,6.438389706434408
5,6.170337898271727,6.216049695558607
6,6.01459182757544,6.119623341749793
7,5.852293004104387,5.71903860700354
8,5.850179194283425,5.719241836835949
9,5.909813344777106,5.800096710061011
10,5.9126371474713375,5.933728619282173
11,5.93184719355464,5.90105695564276
12,5.877032247792721,5.823103905767166
13,5.797562702326286,5.617400973585761
14,5.822725216064055,5.656328809819859
15,5.758281564449163,5.766673222085411
16,5.730587114417018,5.607733441311675
17,5.67509115495089,5.604900743720365
18,5.719617573288181,5.602076047644162
19,5.842409381144868,5.686539010438083
20,5.844953916206982,5.767478604038691
21,5.891374481824263,5.904856544135821
22,5.935735433566636,5.758540898024515
23,5.9540524735802,5.752999880080181
24,6.074426947692899,5.7432146867839835
25,6.072031455369033,5.7408191944601175
26,6.065576641469793,5.732763689273369
27,6.110252868596641,5.732186734676591
28,6.04469993356747,5.720147026922902
29,5.97454647047353,5.775922780561859
30,5.925581288012556,5.828751262238462
31,5.922490361754386,5.931781950088486
32,5.914221256944892,5.869226387091382
33,5.9058832035014115,5.852730596523678
34,5.969943552190448,5.841110680347479
35,6.0168068716608465,5.896394331465438
36,6.020651435457276,6.126011951115102
37,6.084361482076278,6.0276661383997325
38,6.094901525170407,6.028411783901574
39,6.113211752990712,6.037629071824705
40,6.102570260088587,6.042672118507518
41,6.118856284550818,6.0478205114340655
42,6.17522185352179,6.069061657693399
43,6.250121893028848,6.099299003294265
44,6.289684155018482,6.2063025460794305
45,6.309607685620324,6.205810891938681
46,6.3144009428503685,6.244408571030333
47,6.289332239001173,6.301166696648176
48,6.450456860365343,6.310560319430186
49,6.446663549166113,6.425531646586908
50,6.442855793948987,6.420997000136489
