,Kasese,Kabale
0,6.538369229238757,6.072279499314158
1,6.3094171973905935,6.067697260503449
2,6.343958585768376,6.052711818346197
3,6.368854314887885,6.006359077614527
4,6.364867492656624,6.024352513018453
5,6.302427584043952,6.064285957152308
6,6.308085776465766,6.066660349312275
7,6.304022708317681,6.069029117085975
8,6.294245815492255,6.054682991384673
9,6.267673380011114,6.057291672110086
10,6.290076460134158,6.177661241496442
11,6.286970364640864,6.177163334119791
12,6.28124928085889,5.9015906574466666
13,6.275131015811402,5.897671645539842
14,6.269905425364633,6.023680066591198
15,6.2491060871399045,6.075009143130266
16,6.227078885024721,6.174484605077709
17,6.294226504471901,6.243649029728372
18,6.288217806451714,6.286515678381184
19,6.288004757684856,6.340593980701529
20,6.287791754298108,6.337553263857171
21,6.285826489962831,6.46359099156879
22,6.279907416560918,6.4534669048607585
23,6.276007303184382,6.485442095386898
24,6.218606555244162,6.481520610117915
25,6.262058753777611,6.496402150654273
26,6.257534701020181,6.507661339637742
27,6.310628435613145,6.439371961912164
28,6.347297581401177,6.446388484045408
29,6.3668608091521115,6.452357644645433
30,6.369282154496541,6.450869264021452
31,6.369988885086579,6.367671386946217
32,6.407006548223583,6.270711842117877
33,6.403286631758883,6.221904564035328
34,6.395805026332744,6.262485880339603
35,6.432204705577433,6.422139918961293
36,6.418592104610791,6.418592104610791
37,6.362657981567863,6.201764187855715
38,6.252072422680107,6.249502828118477
39,6.247963754674888,6.247535397418392
40,6.15000395148156,6.249862128999495
41,6.310346212392294,6.085991273891787
42,6.336602604861716,6.094010137273113
43,6.147625904162566,6.094982170677143
44,6.090058919852007,6.116338155702188
45,5.6507205392182005,6.161546162984192
46,6.328376524008624,5.980069829740408
47,6.299968870908157,5.884794948673032
48,6.3294875493514295,5.774541030599691
49,6.3329991274991535,5.649097005083259
50,6.263107440216855,5.647919383584474
51,6.187961368056826,5.628345580121404
52,6.22296592281651,5.435020376845396
53,6.301859439573603,5.521269940409946
54,6.369328020611899,5.529888746837217
55,6.228904854325893,5.530633836766078
56,6.057161197187559,5.665766672976337
57,6.405194907341884,5.754070716556787
58,6.371176185479554,5.7913576902266115
59,6.294808393059292,5.8667251963633555
60,6.328344255623482,5.859574432826674
61,6.287738756600155,5.864459412216863
62,6.204561901601647,5.870525719778315
63,6.205810891938681,5.934202644317961
64,6.143667001228802,5.921674860519634
65,6.235529533008196,5.8524256050581895
66,6.357432088559859,5.841175693608735
67,6.308781135544713,5.933806194194336
68,6.341989667879001,6.012072877856533
69,6.382780515227405,6.014656836058145
70,6.344497805944682,6.017236747212243
71,6.368670991956794,6.027516276777158
