,Kampala,Kisumu
0,5.3845506511785395,5.663050592336632
1,5.1937148154921715,5.658422997047921
2,5.307425308138028,5.603264899627125
3,5.356531574440825,5.658435682791919
4,5.425347422518691,5.649614801044308
5,5.413154735328748,5.6453157285155475
6,5.448326518888029,5.644411917069104
7,5.509585207304187,5.661726557228723
8,5.477387842636589,5.662286980255242
9,5.514758004367279,5.656204742720281
10,5.606639793091126,5.802409186260294
11,5.606502980345127,5.798528843119516
12,5.518558680276081,5.795368494635372
13,5.4923782278421704,5.792136561535243
14,5.457606608016572,5.791749730263689
15,5.4244927860608865,5.790034499001399
16,5.470758335460079,5.79116715685274
17,5.627181973628433,5.788058315131654
18,5.554465747867358,5.784959108361613
19,5.605005513884532,5.779982896630039
20,5.694206580903874,5.77430474846033
21,5.758867694182038,5.768359647969329
22,5.823641598941343,5.763139938819203
23,5.769210964269688,5.756721464185711
24,5.587818608667763,5.747452117001923
25,5.7164555007664255,5.852975591899102
26,5.687172586241856,5.852145456585041
27,5.682328731918932,5.964318411082766
28,5.8162156113416374,6.070165435692222
29,5.970263159670798,6.057741573514864
30,5.950101940264485,6.045890772185865
31,5.959476692203088,6.1341510512095425
32,5.967570824954286,6.2214516905106825
33,6.011498977321014,6.219830190693429
34,6.04907800364661,6.230121695754557
35,6.40700251050163,6.234106630229812
36,5.343673231661951,6.236415078500186
37,5.372561740665815,6.0489982865163086
38,5.366831366827636,5.938092164952554
39,5.423792202869158,5.832822456095262
40,5.621333221193991,5.838244418011139
41,5.489861762984013,5.838868489147492
42,5.340009551229958,5.789942314452403
43,5.281513535114885,5.838103387324477
44,5.20226833320351,5.7086395710418545
45,5.218853721469302,5.705968095397696
46,5.1489231087502825,5.700392527317466
47,5.222295398136079,5.690898990958889
48,5.209309680112678,5.68728780791741
49,5.112512658376181,5.595333601459176
50,5.117816535418485,5.691082366106241
51,5.272618116662868,5.6812723892289725
52,5.15217261741026,5.7570714098044515
53,5.059852699520237,5.67054198068604
54,5.1672225983747015,5.748978841888254
55,5.123795709372973,5.670452751457429
56,5.039616508713424,5.741984323720734
57,5.111724038485514,5.575087141284258
58,5.112569262035685,5.54308517019238
59,5.115661861135165,5.516384814767096
60,5.108205107490402,5.51754129358232
61,4.615789814822916,5.521002374922609
62,4.549307094916364,5.339466838321893
63,4.653708297357598,5.330396879833921
64,4.594578261602748,5.507666154635059
65,4.56091921874176,5.44265043059901
66,4.615308879366691,5.512297429154828
67,4.802639924875964,5.513197636284299
68,4.9483758808064,5.5107485676315795
69,5.037327715400159,5.527413550334973
70,5.05496052587285,5.4941026261324355
71,5.014513321173723,5.5611286309050945
72,5.096200574330849,5.65008736520297
73,5.15898161919944,5.493305968234323
74,5.10420593332871,5.437422675972245
75,5.326166783174299,5.427966688336249
76,5.311310720839797,5.422118501286266
77,5.1011077916433765,5.476715704823058
78,5.369189903159008,5.476130764378098
79,5.615633954984768,5.620836033319873
80,5.607646730880788,5.878614745410771
81,5.523688078347364,5.874398484848228
82,5.54764711093454,5.872401062298474
83,5.629212324591822,5.743380796726998
84,5.584291539316778,5.841434452492073
85,5.476083391530559,5.930726323901292
86,5.35472937439742,5.864716772249512
87,5.2944760673529565,5.717985684444245
88,5.39421279650503,5.718253174917198
89,5.459953203059609,5.714671083395043
90,5.52756483500613,5.740418591141374
91,5.383303193424278,5.904179009916696
92,5.327866695514615,5.896530832160317
