,Kisumu,Busia
0,6.512857864329261,5.764507999739491
1,6.512443571830001,5.815850960408928
2,6.47761694228095,5.8160903260941135
3,6.506454783744106,5.806448445119823
4,6.496550014102062,5.827639603586277
5,6.493097323341981,5.839762280010722
6,6.559350383693245,5.852416110960883
7,6.508077896011896,5.891519818002157
8,6.510998268439593,5.8954400662502255
9,6.503620562411661,5.895209627108374
10,6.496974806774373,5.890366685699979
11,6.492385998860153,5.976584584563974
12,6.489935121849543,6.07626059202922
13,6.485283742095189,6.249023760571426
14,6.485608908005724,6.131375313739207
15,6.483181679561344,5.972457956776333
16,6.483248428624609,5.994738168728259
17,6.480495016088001,6.10306056731719
18,6.440475220703911,6.127008061224102
19,6.319690382106504,6.155051850803804
20,6.3144884747865815,6.174484605077709
21,6.461863907626087,6.326028347632771
22,6.456287119379148,6.329039800971969
23,6.4491520556788045,6.38362410428713
24,7.057921482089496,6.375653110089442
25,6.957985855046871,6.4748905468227225
26,6.86247167083152,6.400107322621503
27,6.85787959382625,6.373163772720497
28,6.945844058659234,6.428312865744372
29,6.846520602884505,6.48612773134108
30,6.834486422821635,6.538927094258442
31,6.91407831466765,6.637498511692277
32,6.9093061732068275,6.56646380708577
33,6.832597727390591,6.499702212524387
34,6.8365656182612184,6.5204710274061055
35,6.840011086199327,6.45342128594408
36,6.843478095859694,6.147875887665223
37,6.7431674395719465,6.134422813773812
38,6.736286600264148,6.132119925935866
39,6.749113187969417,6.190270656514652
40,6.7532685252701015,6.1470593850057815
41,6.754905381700573,6.102659816379745
42,6.595510587527346,6.017577582422973
43,6.650166748137974,6.117761559315504
44,6.6524549763061,6.161731236942874
45,6.648651638628258,6.141852672078576
46,6.528345797933935,6.099578010211682
47,6.636578181832545,6.064110037108751
48,6.628342258436647,6.0960416097452885
49,6.628348607641472,6.127510807003157
50,6.636180512206013,6.113822589139058
51,6.569589269060722,6.097590690002236
52,6.50303189297508,6.058697144701472
53,6.615640126785813,6.0552807519531155
54,6.610090623639443,6.014879331904102
55,6.613575724719038,6.024254976030447
56,6.806785562545887,5.993815904569477
57,6.659581548406583,5.922066192350289
58,6.5545392066411035,5.812308424277783
59,6.498463287179254,5.79556381494509
60,6.618380754663254,5.766355446013251
61,6.618504785563357,5.521681839476173
62,6.501122507056624,5.584806960274418
63,6.493547689639602,5.547526173379695
64,6.42328999752151,5.60538834682641
65,6.358941162473165,5.545121156232126
66,6.3615045979979525,5.576720046521316
67,6.491724910671454,5.659015003414285
68,6.479338798908584,5.671736839962841
69,6.47479486927916,5.68742664239159
70,6.473447727488291,5.682463601987474
71,6.473614665735585,5.672569181922398
72,6.4769465579129,5.689264296333812
73,6.343485674996416,5.7503461054494425
74,6.352293961192174,5.7572943533366505
75,6.344612596914546,5.731631891282464
76,6.338409233160421,5.702550838016614
77,6.325922873666182,5.695814899390069
78,6.456960017389824,5.731405027473356
79,6.565177903191533,5.906407220006222
80,6.676181733814932,5.976090159977027
81,6.671186299369337,5.916645917103135
82,6.669688502111016,5.855813308055905
83,6.66017518008498,5.867530673925267
