,Kabale,Mulindi
0,5.864640134535914,5.589509970123071
1,5.860057895725204,5.70648899319873
2,5.9181962574657865,5.6857133354822675
3,6.074722820423918,5.687008000043352
4,6.075674742172574,5.6982484395091815
5,5.995293085665356,5.6834240526446616
6,5.9984969115443585,5.653666961434248
7,6.00169050569505,5.53549628937661
8,6.054123550810641,5.540134773629129
9,6.056735343862079,5.517323209622073
10,5.91234276513152,5.479961076831278
11,5.7393490504576326,5.448142437678242
12,5.8206912352208375,5.482264507025494
13,5.818164011986835,5.716619726907178
14,5.887970814666663,5.691209357532352
15,5.866712099933052,5.689966576622054
16,5.859760650285631,5.676788578848956
17,5.73312151298501,5.7075990297872945
18,5.807270155526661,5.69413846817762
19,5.813227849686463,5.5987127220482495
20,5.845959002019068,5.4726911860003185
21,5.8831635447086805,5.415826306276996
22,5.883361167610363,5.3546479571231815
23,5.876892216654152,5.344578863142679
24,5.875497049611605,5.392602716028373
25,5.938773677414251,5.5632704748482
26,5.931817738769596,5.729132097851222
27,5.989057916220662,5.7341933322247485
28,5.983435180334269,5.765184965387797
29,5.929260879084041,6.037523055848596
30,5.935325499727626,6.072717084997715
31,5.837313889777912,5.910030184163604
32,5.940162341662212,5.813610441577315
33,5.939917966176214,5.852316587402514
34,5.830155414198442,5.8047231445329865
35,5.528757383475383,5.805500445920443
36,5.614042787931312,5.784967433928924
37,5.783957050270508,5.938681223365733
38,5.779707830980365,5.671958697928087
39,5.68697864322305,5.7485363887460394
40,5.602819426509245,5.893331973055723
41,5.603265420379634,5.91847138671388
42,5.598802722299193,5.949232202845484
43,5.691102139147969,5.988870920090783
44,5.680526165783623,5.8771073080513725
45,5.686539010438083,5.784196953455086
46,5.686509541505024,5.717498800713425
47,5.684125539226995,5.736393763487657
48,5.675704892445366,5.826298567618601
49,5.539959184248697,5.844604730831082
50,5.529909584470062,5.804949266365403
51,5.575304755982544,5.784991792893838
52,5.566226000180676,5.777950686423047
53,5.4683989824242465,5.828272205153281
54,5.345191557304439,5.821366588083714
55,5.069893442679584,5.813664723599795
56,5.00812164893342,5.645839629851371
57,4.943603988701015,5.638592484291439
58,4.951709413493983,5.651103916244273
59,4.935198399561458,5.825402637837638
60,4.924819948473324,5.797707651520045
61,4.917143610746762,5.80162312171207
62,4.890087546982564,5.82110862112908
63,4.9227842367180275,5.859151885047347
64,4.929799495233464,5.934800399188161
65,5.097291180167716,5.840967381662614
66,5.098210509666667,5.903311530720146
67,5.031607754533023,5.8465085903537135
68,5.096200574330849,5.936377299753068
69,5.233089591353161,5.8095285835549575
70,5.241004235098581,5.836134441152891
71,5.355034767175152,5.797821103514809
72,5.344647141107389,5.810489418922992
73,5.286030130137388,5.784064048256987
74,5.328698541804271,5.791639687040213
75,5.483428529405349,5.769036228404077
76,5.830167035057341,5.815367922708808
77,5.691784644209972,5.860212794972632
78,5.6922920157620975,5.88682925436073
79,5.700038377160435,5.928871070972161
80,5.739720479067938,5.885381488671111
81,5.85011203155298,5.742264482788198
82,5.851667611676873,5.780768642487749
83,5.850715738531863,5.7878639376201315
84,5.8473346357344775,5.794815650594725
85,5.699239051090859,5.773488000814831
