,Nakuru,Eldoret
0,5.481733555968683,5.40235996842717
1,5.483828675074848,5.485834693801714
2,5.489936214320122,5.562256875899748
3,5.476114125997964,5.563125502987594
4,5.466277500130518,5.5472578543800175
5,5.466881610066053,5.540989582219774
6,5.481495452284838,5.537548771526743
7,5.496476984333416,5.591431987433599
8,5.5432655543477125,5.594001072389111
9,5.538008739888918,5.5852044312251925
10,5.529055015992362,5.614821837749787
11,5.566109449342783,5.6116514697897
12,5.600755801257136,5.736872287953763
13,5.59777702618181,5.702791461199394
14,5.597390194910255,5.669684032815304
15,5.636358540284409,5.5313670964152335
16,5.634646246003519,5.565890650588389
17,5.632367624338421,5.562781808867302
18,5.587754620875948,5.559682602097261
19,5.545394299069956,5.556127854713065
20,5.541852143168398,5.618013504133962
21,5.534443999673209,5.58030741646639
22,5.530653883332676,5.573927743219124
23,5.5611317577429045,5.570668024203145
24,5.661878554781921,5.641291921173533
25,5.681887239771205,5.635911086661275
26,5.743950070141367,5.827643908543224
27,5.7263850566222505,5.819348123600469
28,5.760239471327563,5.769808922343714
29,5.8884789667430075,5.807437756739882
30,5.974431808203719,5.983108652229409
31,6.016483642540626,5.959753612171627
32,6.024153679527171,5.998624812023313
33,6.0861772101302805,5.959846070158149
34,6.070589328954531,5.9888055438607015
35,6.048216372222951,5.996869315839742
36,5.695959788303839,5.85614021922058
37,5.643533178408144,5.8020564056480115
38,5.604576828017877,5.772486606150529
39,5.580056648749709,5.783397572767739
40,5.586206400697214,5.718719359584662
41,5.586102681801939,5.763783859039392
42,5.564456449870527,5.649511699367608
43,5.5087486184721275,5.553816903873834
44,5.473799979964453,5.554973270008276
45,5.433670941785395,5.521318248844151
46,5.339125632083037,5.459230470500578
47,5.332551805827794,5.469216360284354
48,5.350815571296197,5.46268546713954
49,5.426257271415242,5.481115631967288
50,5.410063811885231,5.49897092403976
51,5.423781289056337,5.49549659756693
52,5.4168885937867035,5.52262078757555
53,5.393311309781967,5.481896746596045
54,5.289446512509814,5.478688512148342
55,5.290854167616759,5.482449361196043
56,5.245922320260343,5.475938750862315
57,5.246063728676035,5.473526941134762
58,5.246206386990925,5.246206386990925
59,5.250681649034091,5.206229886463256
60,5.2551770291148285,5.206169450008134
61,5.253633929870541,5.162662151664815
62,5.1110644082748955,4.949812336240371
63,4.944734399021936,4.822899046160605
64,4.974367675017009,4.879057495212685
65,4.770705457689668,4.8184961215260165
66,4.774698486024049,4.883897777989041
67,4.942652777816686,4.820050455724354
68,4.943553796049248,4.8108673548902905
69,4.969441148143281,4.86663165427706
70,4.966182569007144,4.983277002366445
71,4.964441716532711,5.088590146056171
72,4.964400760782645,5.040090552975195
73,4.964359803355138,5.184068892220713
74,4.977299155326217,5.191413299921033
75,5.029581255816146,4.98633127202233
76,5.024600454870633,5.037706802375934
77,5.0745894979804085,5.077086378178995
78,5.333029920737425,5.210427598645093
79,5.650562213585073,5.431594033681344
80,5.628563741176636,5.438255832750031
81,5.609369920403274,5.649035176795705
82,5.633051512271211,5.754895150102365
83,5.538790733771096,5.743380796726998
84,5.434711325991516,5.589840001006751
85,5.687858267239304,5.5438376013660635
86,5.72207068925438,5.587806427414205
87,5.718744201204467,5.5870473348695375
88,5.528957886370207,5.586288818109315
89,5.500547027052287,5.525745210656986
90,5.461518757151466,5.522532862906612
91,5.458524012339249,5.521094538642053
92,5.4654229684845435,5.7214621011750655
93,5.4684175691905965,5.42003448827531
94,5.468140731362956,5.329027928900238
95,5.470192179309306,5.33365604618303
96,5.465776359300752,5.468477821559049
97,5.469123096032345,5.58726333833657
98,5.466027808045331,5.587021119331962
99,5.461402532228593,5.526948610126464
