,Tororo,Busia
0,5.698550031947693,5.764507999739491
1,5.742498963288706,5.815850960408928
2,5.784597426862376,5.8160903260941135
3,5.780015188051667,5.806448445119823
4,5.830460479927918,5.827639603586277
5,5.823459135165726,5.839762280010722
6,5.7949530233687225,5.895209627108374
7,5.847175087117204,5.890366685699979
8,5.844781203428712,5.976584584563974
9,5.831958815207664,6.07626059202922
10,5.916583787478151,6.249023760571426
11,6.052661965810316,6.131375313739207
12,6.048795584257324,5.972457956776333
13,6.044948372396227,5.994738168728259
14,6.038243067240719,6.10306056731719
15,6.03042545473073,6.127008061224102
16,6.012178564337852,6.155051850803804
17,6.052049976776908,6.174484605077709
18,6.267075515405949,6.326028347632771
19,6.287367104571401,6.329039800971969
20,6.338979123669129,6.38362410428713
21,6.422438596006496,6.375653110089442
22,6.46359099156879,6.4748905468227225
23,6.463255465422941,6.400107322621503
24,6.456761407706958,6.373163772720497
25,6.453111980278505,6.428312865744372
26,6.449836239932684,6.48612773134108
27,6.442643362535587,6.538927094258442
28,6.469031300719109,6.637498511692277
29,6.507661339637742,6.56646380708577
30,6.477932645340147,6.499702212524387
31,6.4453199176035705,6.5204710274061055
32,6.278443357690105,6.45342128594408
33,5.800934381322347,6.147875887665223
34,5.873083414577452,6.134422813773812
35,6.11402732714971,6.132119925935866
36,6.116939383429103,6.190270656514652
37,6.055178433176196,6.1470593850057815
38,6.051051941168544,6.102659816379745
39,6.018118854425363,6.017577582422973
40,6.010220017711317,6.117761559315504
41,5.913630953654796,6.161731236942874
42,5.916797074292741,6.141852672078576
43,5.9109774673226845,6.099578010211682
44,6.039056534663201,6.064110037108751
45,6.027762768991995,6.0960416097452885
46,6.036262135538013,6.127510807003157
47,6.091974649613189,6.113822589139058
48,6.113401296028878,6.097590690002236
49,6.123687526544533,6.058697144701472
50,6.0788112493633095,6.0552807519531155
51,5.983165356414574,6.014879331904102
52,6.009249335412577,6.024254976030447
53,6.002530556671921,5.993815904569477
54,6.002289879121233,5.922066192350289
55,5.745752977828073,5.812308424277783
56,5.697583406584886,5.79556381494509
57,5.683569252393964,5.766355446013251
58,5.456911003318391,5.521681839476173
59,5.359217423231947,5.584806960274418
60,5.342731760733681,5.547526173379695
61,5.330285056581489,5.60538834682641
62,5.427338120575742,5.545121156232126
63,5.432864770555157,5.576720046521316
64,5.485091816319161,5.659015003414285
65,5.538205447338319,5.671736839962841
66,5.634743279049029,5.68742664239159
67,5.6372070103993535,5.682463601987474
68,5.642355403325902,5.672569181922398
69,5.715239782737073,5.689264296333812
70,5.7182428600650255,5.7503461054494425
71,5.647990256047452,5.7572943533366505
72,5.800345783830516,5.731631891282464
73,5.713946972747484,5.702550838016614
74,5.7100804765488915,5.695814899390069
75,5.739658169230076,5.731405027473356
76,5.770226819210122,5.906407220006222
77,5.895328803332569,5.976090159977027
78,5.895835917589341,5.916645917103135
79,5.83863497152082,5.855813308055905
80,5.825704158979006,5.867530673925267
