,Rubavu,Kamembe
0,6.51727125048782,6.253961657448276
1,6.515200872002222,6.256260569164049
2,6.5183723420338255,6.028757744299471
3,6.522197493044409,6.035900224312573
4,6.5992709623728505,6.042149124237378
5,6.615622602227117,5.912548332844893
6,6.624132729899538,5.910030184163604
7,6.6035974839484,5.8567096340591664
8,6.6039670327783915,5.8265208821570385
9,6.597598123626217,5.850416372191885
10,6.4491489048398485,6.213751966719874
11,6.430693375926778,6.343557628562012
12,6.5508593413920115,6.421793008564208
13,6.580728422408959,6.332892258504377
14,6.508189158560936,6.342027918242158
15,6.554423188437402,6.02894453188407
16,6.5968559726308165,6.036645123684083
17,6.526889926736144,6.157803968623679
18,6.572479134769426,6.101489798198932
19,6.529946765123225,6.040736731833174
20,6.5229116076737395,6.15669204232568
21,5.9840661462496,6.15137491065437
22,5.768230362298932,6.07547460999588
23,5.795127212715662,6.0187983293283125
24,5.814299381335753,6.030237548928692
25,5.835254615860732,5.958000440859244
26,5.857796833267144,5.9913282258916665
27,5.850939046591927,5.8557816710677155
28,5.857831007394825,5.991665752061717
29,5.775992635245796,5.985784853385141
30,5.847694472186107,5.8673270045932275
31,5.80584398493009,5.80584398493009
32,5.86722552789042,5.741656787688915
33,5.9485275419413535,5.6895133643591445
34,5.887961352349519,6.040922264041188
35,5.910850307619926,6.01458158982066
36,5.8781494747300735,5.994320906492115
37,5.866342462953229,5.715462431994093
38,5.866568482702396,5.818640016130446
39,5.907913917003576,6.316533601860256
40,6.0016398237362605,6.31920672423058
41,6.093008781271864,6.32505006800594
42,5.870364084442938,6.3234764769334815
43,5.916435289921294,6.331334430262817
44,5.870928940419215,6.167258379912178
45,6.115750652808549,6.071033814026753
46,6.1494635907990896,5.98847421475149
47,6.096880335611153,5.9215112981320805
48,6.0897233984486645,5.827942054429041
49,6.0488759929578295,5.955982246065133
50,6.171397809303818,6.209730028395985
51,6.064435159032809,6.158312673835638
52,6.033841281759462,5.983882922825795
53,6.055330255536053,5.98320838135396
54,6.116633031392125,5.853894515423259
