,Masindi,Gulu
0,6.372391869941915,6.281089093774321
1,6.393507427294286,6.28032944653131
2,6.449836239932684,6.405513693022968
3,6.442286155887745,6.519273661151749
4,6.438389706434408,6.550593704745909
5,6.612455971419808,6.6127555968902145
6,6.62002426828871,6.62002426828871
7,6.365989714413329,6.52673237592274
8,6.4527123174634795,6.529804686986427
9,6.6327158742379675,6.094397799582862
10,6.6342506833302615,5.939917966176214
11,6.62896068518407,5.939080996020765
12,6.627369672143493,5.934222491583547
13,6.620159360657688,5.705650631037101
14,6.618651356660965,5.8578693085572775
15,6.58143835029827,5.986789004284445
16,6.570147672170397,5.976920603642268
17,6.574369305791731,6.201313026106578
18,6.574019539333248,6.095423615148493
19,6.569954148308811,6.035469931277337
20,6.202077452308745,5.771605357997039
21,6.193168320476011,5.9995307093644445
22,6.293222309231491,6.036262135538013
23,6.293192840298432,6.0362326666049535
24,6.290808838020404,6.0317232650146115
25,6.327872237746034,6.025080533902487
26,6.323362040091088,6.02159335596944
27,6.357025125107407,6.011644827736443
28,6.354629632783541,6.009249335412577
29,6.500475312463859,6.002530556671921
30,6.49934027686332,5.999027233486417
31,6.36684280483642,5.919375761068152
32,6.347147431183248,5.608430701153913
33,6.340348788783034,5.615851078339013
34,5.866086690823091,5.641398737657507
35,6.050321702162092,5.647919383584474
36,6.0338106882295675,5.58713531147474
37,6.264743092411093,5.328199550090468
38,6.259917808488924,5.329945477229976
39,6.266593901736292,5.331688361419905
40,6.2689769936693915,5.437376343279495
41,6.27462060814678,5.439999923605536
42,6.1471133046663935,5.453966124106448
43,6.096739339777794,5.349524937947573
44,6.049863413063866,5.356716232503921
45,6.094729404441977,5.175118084318262
46,6.099299003294265,4.953058665636901
47,6.107682547035447,4.951798933106279
48,6.105453272996156,4.769684157070914
49,6.285230565550589,4.760133801550239
50,6.280563749181227,5.09063649177608
51,6.292598102802026,5.150500702194178
52,6.308006842048808,5.326919357918798
53,6.339744998025177,5.423454266151022
54,6.345481858979227,5.833164810626566
55,6.344497805944682,5.833672182178691
56,6.359873281253265,5.83803024778327
57,6.3623061357761745,5.8509916339755135
58,6.032433588346935,5.7088856027066575
59,6.033179779515269,5.674188679358706
60,6.0322279063702595,5.673236806213697
61,6.029250595280933,5.703672152090274
62,5.843278421313797,5.55396900920264
63,6.021947850459032,5.694800635798286
64,6.021978097700296,5.695617170683403
65,6.019977765593679,5.696429779953402
66,6.025751556553039,5.437964891650919
67,6.020383092631721,5.480370847779199
68,6.022370671925227,5.48279563487325
69,5.903282199176756,5.529209803476454
70,5.902977771961809,5.528905376261507
