,Makueni,Mombasa
0,6.626356644137863,6.691192740043291
1,6.492915613849857,6.5965392641123
2,6.641520506286292,6.603517199710777
3,6.644353091804366,6.6059231660199265
4,6.6375499649916865,6.59809400287582
5,6.747107341524484,6.577943869308041
6,6.743936973564398,6.492385998860153
7,6.740776625080254,6.489935121849543
8,6.736519028276414,6.485283742095189
9,6.736132197004858,6.485608908005724
10,6.734970828952519,6.476033686296057
11,6.735470924954569,6.483603857809086
12,6.731809444368906,6.481205495691599
13,6.729262876463442,6.729262876463442
14,6.7246025457714955,6.7246025457714955
15,6.718291072121132,6.717736287086098
16,6.655662842970232,6.713376658101881
17,6.649517012937241,6.551727346650982
18,6.640690267577683,6.546415361104011
19,6.635728177591476,6.634839946593034
20,6.666327634215451,6.658901150497279
21,6.662934119966538,6.650398343271557
22,6.656900779427753,6.7722955291145315
23,6.656551736270831,6.864786495515487
24,6.645415885178283,6.890342916202633
25,6.7226776696406025,6.876239074259295
26,6.735312768732915,6.8291466611312694
27,6.731601410229312,6.790673700251545
28,6.736595585847204,6.876136802032304
29,6.822605410156545,6.874203250480176
30,6.791174646086436,6.7449322539958025
31,6.7472407022661764,6.548042844548321
32,6.637977151167915,6.626277773893939
33,6.632377649562559,6.739613538713513
34,6.640362838557079,6.744534192433729
35,6.644808522838236,6.637289944255953
36,6.649234530454639,6.6604579928244885
37,6.7583281582099595,6.6421935094100535
38,6.75592356125053,6.641065433891629
39,6.756570373233819,6.639933469508058
40,6.7518580805548085,6.63668909210088
41,6.749193722682037,6.528345797933935
42,6.742619896426794,6.5189016141027984
43,6.68312774154423,6.4874704854101575
44,6.56899436499229,6.482636796460079
45,6.581246793388176,6.5174922785628135
46,6.619729416560388,6.558296429881377
47,6.61955943568563,6.610022196494444
48,6.672984121029003,6.603315040793193
49,6.695339231698333,6.48084053462889
50,6.716727515017308,6.4810681557712675
51,6.607672225917502,6.477527063248365
52,6.5494704299901585,6.490754626020756
53,6.426866061584948,6.428200284598085
54,6.49596328587717,6.289574703000578
55,6.499206317641442,6.212359318307083
56,6.532149394468324,6.214149555482554
57,6.499874846258469,6.229110858361705
58,6.4947969090400335,6.222394919139031
59,6.456746709332204,6.200813335195003
60,6.459495904087616,6.20312242554521
61,6.464971722750536,6.206344816844244
62,6.486953048893829,6.198849480123901
63,6.49559429914353,6.187112796827379
64,6.5041615174591,6.13506405352181
65,6.535210487807658,6.187202434724281
66,6.563966289890722,6.343234545762916
67,6.591918256902433,6.342045789938428
68,6.546032107589777,6.350872496844796
69,6.5957691844564295,6.538350743312149
70,6.589250736391131,6.5318975236804
71,6.583101491824548,6.460883859100299
72,6.679103068370451,6.456334821995906
73,6.671376290703991,6.5564785358549775
74,6.654523873933005,6.569547085641163
75,6.670686424327686,6.566436402953887
76,6.669688502111016,6.564438980404133
77,6.659167623324681,6.554031096916307
78,6.7103795942779705,6.650210667962618
79,6.759096174402977,6.737945960721086
