,Tororo,Kisumu
0,6.191026517045488,6.51536099454738
1,6.270550272921105,6.512443571830001
2,6.344213214797799,6.507532552479478
3,6.3912827831916825,6.49763756178946
4,6.3362568312128476,6.501129798384963
5,6.079721765282146,6.503620562411661
6,6.134167266475048,6.422703271116757
7,6.290847287159116,6.418005018978617
8,6.290276681284751,6.414844670494473
9,6.294792179027007,6.41139489999603
10,6.436160547191164,6.411774645994671
11,6.518242265563295,6.408525672100433
12,6.514882438844119,6.409113110531074
13,6.547504969030527,6.480495016088001
14,6.541587156469973,6.402905062039947
15,6.441994004612874,6.319690382106504
16,6.374409866289913,6.312825964012967
17,6.245436340302469,6.308189135005908
18,6.238087458923326,6.303566032361484
19,6.297315023835952,6.374768335556976
20,6.380702644998204,6.43879911705772
21,6.423005711453711,6.487982225801136
22,6.463255465422941,6.48015945940407
23,6.456406483124705,6.50791564290139
24,6.455593811015265,6.655991040994017
25,6.558496210449027,6.645696744609984
26,6.555653119439313,6.633226580452754
27,6.586390305376328,6.627526505122292
28,6.645468105605275,6.626635227449874
29,6.477932645340147,6.631517038328846
30,6.223600867954746,6.453942983455264
31,6.124503715111705,6.455382450293878
32,6.126432570911583,6.522820826592362
33,6.22804477957373,6.386784296043806
34,6.270286038406951,6.378622409720845
35,6.316891171599328,6.393163144388633
36,6.356367204467341,6.464994811842604
37,6.396547692538435,6.466461404450031
38,6.392812303866773,6.498346839073698
39,6.294347746024714,6.470107635747989
40,5.978282284313611,6.467868412881293
41,5.9514758358243025,6.396204065750183
42,6.036528692625579,6.393539707877411
43,6.097564753573258,6.385507092158509
44,6.139101099205735,6.378976199013695
45,6.199470848312016,6.375095254855892
46,5.9749443426336715,6.3099011402560885
47,5.970300452388205,6.302188703028191
48,6.025080533902487,6.296067910537139
49,5.960901815425774,6.2140649930188205
50,5.9515600169992435,6.357026691930195
51,5.9491645246753775,6.358630095732033
52,5.939870241677762,6.323337376677442
53,5.938402611669982,6.28675336961144
54,5.636013349760887,6.200881361873394
55,5.696111735973429,6.207863938226344
56,5.683569252393964,6.125196161701164
57,5.601992535895786,6.128196459640903
58,5.800758587813922,6.167351977894375
59,5.788688230196583,6.2050319364392434
60,5.9064301464681215,6.200813335195003
61,5.896394331465438,6.203969359116571
62,5.902868399800893,6.207115453879592
63,5.701762853127754,6.204671176286215
64,5.6229466757934095,6.20053440048882
65,5.634743279049029,6.188812032580339
66,5.6372070103993535,6.187249806692381
67,5.642355403325902,6.187202434724281
68,5.863266744713802,6.340340187736551
69,5.871785452308936,6.1898144964969735
70,5.870525719778315,6.197432801761317
71,6.050212405285479,6.1897514374836895
72,6.039841405289059,6.183785628282967
73,6.1388784210552405,6.172368105899941
74,6.133180094494065,6.1692779449380435
75,6.266086904446707,6.313983213879818
76,6.378677568257577,6.453287279525301
77,6.261581745912932,6.385002354538578
78,6.262089117465058,6.313441609830385
79,6.242826351629383,6.436527977286944
