,Bujumbura,Gitega
0,6.724345967883887,6.796639172399495
1,6.72111633361112,6.795266595321443
2,6.713649690084677,6.778783626542012
3,6.778373024222383,6.7660341127686685
4,6.8223937510694235,6.774901445615591
5,6.840010335592104,6.826199041133555
6,6.8505570508363824,6.8490244834866045
7,6.84800182999163,6.845448202454812
8,6.827597222733355,6.747834118025431
9,6.726614396253107,6.522128887772034
10,6.629557669051358,6.40337779635737
11,6.681005393113499,6.439896842275917
12,6.717638920913505,6.529176096097467
13,6.677712509890824,6.6040351960843635
14,6.675043008008737,6.604195317677902
15,6.675617676047092,6.6738524505225225
16,6.71241795320596,6.6789081743070815
17,6.714559716263698,6.682205652188828
18,6.739498784789694,6.670113371590146
19,6.7443435598438075,6.656913386272335
20,6.776824205047225,6.710702043271596
21,6.822683899286118,6.819769861284269
22,6.947218165402806,6.86289733852379
23,6.960718281084678,6.855862479929755
24,6.971474282524568,6.7625571178219355
25,6.937483564363597,6.836534868985286
26,6.976496739689599,6.880655512571653
27,6.874603427454372,6.773022319706008
28,6.87339414713954,6.71097374466288
29,6.714180423789458,6.825832500893881
30,6.875166738423355,6.818856204014143
31,6.868722394815225,6.714431531347168
32,6.718693266840134,6.717461284424855
33,6.58685742406695,6.275775210324592
34,6.55420882754998,6.501184359241759
35,6.521785595756783,6.587083706752373
36,6.488271229329376,6.517312504122805
37,6.440095223814597,6.513148083852709
38,6.4275111757103085,6.501454443918998
39,6.448159276512173,6.520346018488
40,6.441925987160964,6.549713223468156
41,6.471513334923606,6.603039018320619
42,6.468851220100371,6.662752554799725
43,6.468658040802564,6.662668441846831
44,6.460127156928624,6.668827279658887
45,6.476642290187626,6.611731072941602
46,6.4825220383197335,6.618234456890616
47,6.472715427631664,6.559515410476124
48,6.4563708436722385,6.559529713682596
49,6.341947216020505,6.3368395799621595
50,6.344154234175285,6.4238609767860275
51,6.346366134035198,6.42607287664594
52,6.342542775301656,6.422977584926722
53,6.380133352342867,6.471621871444935
54,6.336670161443085,6.416376904053828
55,6.331710868062998,6.616473230411444
56,6.626759996733585,6.624576589752642
57,6.278193872739031,6.5674275358822305
58,6.257901504570224,6.569965437589987
59,6.219677860644931,6.507359933096713
60,6.176051054401437,6.511026284755057
61,6.434047441558596,6.440799661675883
62,6.370751494971978,6.449841314481712
63,6.378417919542773,6.5328811482083315
64,6.379463837528869,6.533509701046613
65,6.504600469023315,6.541084515433901
66,6.530652338862903,6.600150133359824
67,6.564274812466308,6.597690809386151
68,6.633429483160795,6.662999280515012
69,6.631161908493015,6.69385423156306
70,6.623170018346125,6.718687258923526
71,6.7685213617507225,6.7120547500829515
72,6.743180332399326,6.656123017471842
73,6.685131716444689,6.595082163942198
74,6.604285639756804,6.5181195713551245
75,6.5699303434193475,6.428488333446317
76,6.561457823123636,6.4184493198496195
77,6.582641850817505,6.479482980807147
78,6.609717044089632,6.609150311288972
79,6.568203858743479,6.6114345607170115
80,6.524892407686636,6.4893556734098485
81,6.5304575421327336,6.3432628126513215
82,6.611258986784031,6.547288808941099
83,6.634236347797868,6.634236347797868
84,6.630440163528916,6.688521001564885
85,6.657757522255605,6.5974015371096915
86,6.70653302317301,6.593265529262515
87,6.801022218870693,6.643630045119263
88,6.794857506580023,6.689702350816131
89,6.927393011309704,6.68209183025225
90,6.921320157780837,6.730434276198684
91,6.665630447145529,6.770474300430715
92,6.659163512691131,6.6044934926943135
93,6.704573633641416,6.594241924221874
94,6.703783813796977,6.531994829502916
