,Nairobi,Eldoret
0,6.253532300921933,5.791017958218954
1,6.253304538611959,5.8041062257760805
2,6.260044436016196,5.834943353391172
3,6.246970290885226,5.850807575439375
4,6.237589453539799,5.873096704586412
5,6.23413676277972,5.962614146993543
6,6.09877443370307,5.979918436570358
7,6.131316193506427,6.022037267856343
8,6.134762798646367,5.872809972160406
9,6.127446251224562,5.83770019455193
10,6.120152942198136,5.77287877254411
11,6.113878588300459,5.740032636437907
12,6.109681433087875,5.76654805609988
13,6.107217608175139,5.76249940864602
14,6.107350392399816,5.748074666761027
15,6.28882214420791,5.761130752819049
16,6.295723167605135,5.732670950171132
17,6.292614325884049,5.7592378765961625
18,6.289515119114008,5.784959108361613
19,6.266912176759117,5.8066511437122
20,6.26162023913377,5.801029264357392
21,6.273454597026335,5.796530524936025
22,6.2679388547183335,5.844172582227764
23,6.261223410655661,5.86522888560173
24,6.251057492794427,5.774423233776715
25,6.230233145309451,5.757408639722073
26,6.224367702249815,5.8534185312318385
27,6.28477209158718,5.845122746289084
28,6.317891007993051,5.858293137077639
29,6.2991202759365,5.887280644250899
30,6.308411055063845,5.928171121944518
31,6.375445252063623,5.91008200237439
32,6.376084879394346,5.933769618058902
33,6.532308658621877,5.9740928864708565
34,6.591699853506847,5.989883711081047
35,6.582862258287834,6.009690004268804
36,6.549287399780526,6.073295728690168
37,6.568680282110603,6.029379691364929
38,6.541947465824144,6.023203484368838
39,6.575182723224684,6.06556446453141
40,6.60223928890192,6.059360599142846
41,6.452818628046244,6.060996296341867
42,6.457360249046529,6.079294115126479
43,6.4264567850272565,6.042708817639776
44,6.507873747494992,6.022856007684874
45,6.455627486220984,5.981218563507332
46,6.477722744858338,5.974129419654204
47,6.44157001565702,5.997049812150177
48,6.458906603918851,5.9807838502346105
49,6.391696141330559,5.959756232188734
50,6.314520086112383,6.06155848236434
51,6.402750076415144,6.080973792620386
52,6.337001217492534,5.993877811595779
53,6.019775118693772,5.978165869373074
54,6.020252119239107,6.0242361882539806
55,5.99124450939855,5.958729846514008
56,6.1207007816204255,5.996751231048378
57,5.968766018839951,5.958059278445527
58,5.821907780549079,5.927021960450024
59,5.826505813490167,5.947411942186758
60,5.853941276007686,5.908133208882538
61,5.847703457420768,5.8906584068911645
62,5.824017987128114,5.869317746357778
63,5.84972477568628,5.896353268839313
64,5.853008774171027,5.885798596994018
65,5.795069292380656,5.890149877418732
66,5.79683785421319,5.734641646343284
67,5.856860725024573,5.755162258973262
68,5.857475586242599,5.85511987255014
69,5.839130022670002,5.836734811944047
70,5.8445791434676355,5.854013175700994
71,5.8616236951378795,5.910303368174112
72,5.890392835370073,5.925561294842738
73,5.8703894503921665,5.8983086283895005
74,5.869841901477508,5.949016025755864
75,5.887136052861878,5.946134393623834
76,5.90094640924076,5.975209480270325
77,5.876399905081218,5.98253617298053
78,5.884326862045562,6.016759956921022
79,5.85675828522802,5.979533842487524
80,5.743380796726998,6.0074873905482375
81,6.138752389225789,6.127858506551461
82,6.421349240349763,6.0466557909083525
83,6.351704464092,6.127535797362545
84,6.411891381764412,6.125921638498144
85,6.306914227860388,6.124307323654025
86,6.306206124427684,6.122648649807538
87,6.3021720748200005,6.120992722604823
88,6.3020303989901905,6.1197088421962365
89,6.308966718409259,6.12692720928323
90,6.30824225140664,6.130131227149029
91,6.224201737333471,6.128281615454731
92,6.103421273535147,6.1321637424008015
93,6.094600745182812,6.130046676134569
94,6.094080940705022,6.127925118388319
95,6.092705343597534,6.1264923411749175
96,6.089580991601313,6.123425169284609
