,Makueni,Nairobi
0,6.626356644137863,6.635206259414846
1,6.492915613849857,6.640537434794652
2,6.641520506286292,6.642141817272417
3,6.644353091804366,6.668774329881169
4,6.6375499649916865,6.661404307088801
5,6.747107341524484,6.654662809002483
6,6.743936973564398,6.650281053856099
7,6.740776625080254,6.623821061543903
8,6.736519028276414,6.6209496072483445
9,6.736132197004858,6.630053253646403
10,6.734970828952519,6.616980130539704
11,6.735470924954569,6.617135250433609
12,6.731809444368906,6.614026408712523
13,6.729262876463442,6.6109272019424825
14,6.7246025457714955,6.607061460931148
15,6.718291072121132,6.6247541389301885
16,6.655662842970232,6.595038221153797
17,6.649517012937241,6.608596743147879
18,6.640690267577683,6.582504220773498
19,6.635728177591476,6.597418561544886
20,6.666327634215451,6.577088911765866
21,6.662934119966538,6.5698298857950155
22,6.656900779427753,6.564017031985086
23,6.656551736270831,6.564431530349914
24,6.645415885178283,6.5300176440869455
25,6.7226776696406025,6.53994365666427
26,6.735312768732915,6.526892946567049
27,6.731601410229312,6.534979303293161
28,6.736595585847204,6.736087842754295
29,6.822605410156545,6.73550882888961
30,6.791174646086436,6.7449322539958025
31,6.7472407022661764,6.7472407022661764
32,6.637977151167915,6.7431674395719465
33,6.632377649562559,6.740124394407893
34,6.640362838557079,6.749620673390103
35,6.644808522838236,6.753015007712652
36,6.649234530454639,6.755159221021647
37,6.7583281582099595,6.7583281582099595
38,6.75592356125053,6.755414007099377
39,6.756570373233819,6.756570373233819
40,6.7518580805548085,6.753898897589661
41,6.749193722682037,6.750979665241188
42,6.742619896426794,6.742619896426794
43,6.68312774154423,6.733019947164562
44,6.56899436499229,6.721602231451038
45,6.581246793388176,6.741763720215278
46,6.619729416560388,6.732315032958749
47,6.61955943568563,6.721296273593566
48,6.607672225917502,6.67596542327674
49,6.5494704299901585,6.662211052945607
50,6.426866061584948,6.611632335676067
51,6.49596328587717,6.559014468684269
52,6.499206317641442,6.423072002342488
53,6.532149394468324,6.368775520489862
54,6.499874846258469,6.212608833725317
55,6.4947969090400335,6.287445604180244
56,6.456746709332204,6.325240913570056
57,6.459495904087616,6.356079930192133
58,6.464971722750536,6.317042236430258
59,6.486953048893829,6.337217387275688
60,6.49559429914353,6.2671555045009155
61,6.5041615174591,6.291762505427867
62,6.535210487807658,6.343526241085852
63,6.563966289890722,6.2697933143828655
64,6.591918256902433,6.267272555535977
65,6.546032107589777,6.427517382429762
66,6.5957691844564295,6.452880812929591
67,6.589250736391131,6.390234301025007
68,6.583101491824548,6.395011114949591
69,6.679103068370451,6.4290748139002885
70,6.671376290703991,6.492465994366607
71,6.654523873933005,6.569547085641163
72,6.670686424327686,6.541147052972701
73,6.669688502111016,6.475104252705267
74,6.659167623324681,6.497597010635765
75,6.7103795942779705,6.312201996789736
76,6.759096174402977,6.08443047547822
