,Bujumbura,Ngozi
0,6.724345967883887,6.642580013187319
1,6.72111633361112,6.676314652460078
2,6.713649690084677,6.705876855733924
3,6.778373024222383,6.684344074574107
4,6.8223937510694235,6.698696094415852
5,6.840010335592104,6.686463338246203
6,6.8505570508363824,6.780250694046756
7,6.84800182999163,6.775560018507979
8,6.827597222733355,6.527621687520081
9,6.726614396253107,6.423233414258223
10,6.629557669051358,6.449844647367992
11,6.681005393113499,6.526658500198199
12,6.717638920913505,6.610008256721139
13,6.677712509890824,6.6040351960843635
14,6.675043008008737,6.521088849750354
15,6.675617676047092,6.519407263256823
16,6.71241795320596,6.642409956263854
17,6.714559716263698,6.646642364630414
18,6.739498784789694,6.670113371590146
19,6.7443435598438075,6.655729954181555
20,6.776824205047225,6.710702043271596
21,6.822683899286118,6.820013022379691
22,6.947218165402806,6.890383452714823
23,6.960718281084678,6.856779490539636
24,6.971474282524568,6.87464120456885
25,6.937483564363597,6.838285416478271
26,6.976496739689599,6.829713619400052
27,6.874603427454372,6.743905447107665
28,6.87339414713954,6.595159213579168
29,6.714180423789458,6.682495098839073
30,6.875166738423355,6.650454559336517
31,6.868722394815225,6.574571448729524
32,6.718693266840134,6.522935379097491
33,6.58685742406695,6.3630764563920525
34,6.55420882754998,6.445844326089781
35,6.521785595756783,6.369406395577907
36,6.488271229329376,6.442079567005593
37,6.440095223814597,6.436808990163779
38,6.4275111757103085,6.501454443918998
39,6.448159276512173,6.486444466812319
40,6.441925987160964,6.479571586777331
41,6.471513334923606,6.538860792629208
42,6.468851220100371,6.538709517863751
43,6.468658040802564,6.60172521678432
44,6.460127156928624,6.60778781938417
45,6.476642290187626,6.5467567269987015
46,6.4825220383197335,6.409421284649685
47,6.472715427631664,6.33491731345092
48,6.4563708436722385,6.251811614470395
49,6.341947216020505,6.253744180498596
50,6.344154234175285,6.4231887078531456
51,6.346366134035198,6.42607287664594
52,6.342542775301656,6.422977584926722
53,6.380133352342867,6.419891844481952
54,6.336670161443085,6.416376904053828
55,6.331710868062998,6.4866941874054715
56,6.626759996733585,6.49151347154548
57,6.278193872739031,6.341372774360563
58,6.257901504570224,6.463049711665355
59,6.219677860644931,6.47053037381762
60,6.176051054401437,6.474797346458598
61,6.434047441558596,6.528371671073536
62,6.370751494971978,6.52375699743188
63,6.378417919542773,6.5328811482083315
64,6.379463837528869,6.6027541132215966
65,6.504600469023315,6.611459209890555
66,6.530652338862903,6.601327296532839
67,6.564274812466308,6.597690809386151
68,6.633429483160795,6.599449824791331
69,6.631161908493015,6.600620785112481
70,6.623170018346125,6.640669759310491
71,6.7685213617507225,6.647792815864582
72,6.743180332399326,6.365127855297101
73,6.685131716444689,6.489590766797371
74,6.604285639756804,6.481986608370936
75,6.5699303434193475,6.535780683567229
76,6.561457823123636,6.527266458375356
77,6.582641850817505,6.582058249983899
78,6.609717044089632,6.641501152542139
79,6.568203858743479,6.6727228846882936
80,6.524892407686636,6.622240862457765
81,6.5304575421327336,6.384811815564194
82,6.552413448562486,6.408706727896312
83,6.611258986784031,6.611258986784031
84,6.634236347797868,6.66151572621953
85,6.630440163528916,6.659902196259232
86,6.657757522255605,6.656144184987139
87,6.70653302317301,6.652579116350448
88,6.801022218870693,6.725170132658303
89,6.794857506580023,6.743661493188706
90,6.927393011309704,6.762529747985074
91,6.921320157780837,6.876904962960908
92,6.665630447145529,6.514230800690161
93,6.659163512691131,6.476015167921182
94,6.704573633641416,6.677733056188251
95,6.703783813796977,6.702802940741385
