,Busia,Kisumu
0,5.442819559302515,5.663050592336632
1,5.368390731264161,5.665145711442798
2,5.367908856384362,5.632303455607044
3,5.351975757904964,5.658435682791919
4,5.328980718580166,5.650460467056651
5,5.402413493497336,5.6453157285155475
6,5.499568265555266,5.644411917069104
7,5.533521247132916,5.661726557228723
8,5.554348883772717,5.662286980255242
9,5.624919297368462,5.655378637757975
10,5.654594186213162,5.650149312952401
11,5.655251409158446,5.645324684896288
12,5.74055434548759,5.642164336412144
13,5.7112072009785875,5.792136561535243
14,5.7638030947339844,5.791749730263689
15,5.612515317093071,5.700689398665549
16,5.566786906099898,5.637962998629512
17,5.697072309837952,5.6348541569084265
18,5.700987244766897,5.710523285267847
19,5.688592229992797,5.624883450128195
20,5.697319423884363,5.682552025271533
21,5.636170643723225,5.768359647969329
22,5.6194313433579515,5.763139938819203
23,5.629948896936181,5.756721464185711
24,5.714692616025398,5.7460122319439355
25,5.80807891460058,5.725842173754239
26,5.76549916484374,5.718796031024982
27,5.752193689028138,5.846394202277281
28,5.76315459508666,6.070165435692222
29,5.861196332657981,6.057741573514864
30,5.928837110631458,6.045890772185865
31,6.079054370053745,6.089215612692157
32,6.083893311057493,6.217219775604103
33,5.980881500846523,6.2257699620812135
34,6.01459182757544,6.230121695754557
35,5.688290027834117,6.234106630229812
36,5.474777111293995,6.236415078500186
37,5.462532472239282,6.050020259012001
38,5.416722136441101,5.940367478789689
39,5.477651372541887,5.832822456095262
40,5.480279080286579,5.838244418011139
41,5.433135781583236,5.838868489147492
42,5.450898467104721,5.789942314452403
43,5.44403246461266,5.791097344948546
44,5.411591328899088,5.7086395710418545
45,5.281738231253175,5.70524108700508
46,5.235077220363793,5.700392527317466
47,5.241253311880692,5.690898990958889
48,5.357897063254608,5.684368097814075
49,5.3907923781495715,5.680491409799482
50,5.347322780520523,5.691082366106241
51,5.258887923850967,5.684141831656925
52,5.254202785427384,5.6772491363872915
53,5.186003984847137,5.67054198068604
54,5.136607962555095,5.7977690060576865
55,5.285397988508652,5.8004367831431525
56,5.2114667656400835,5.795637037213054
57,5.197853192215453,5.664432241620108
58,4.985817556396541,5.663199000270156
59,5.09438446268788,5.670535494594354
60,5.025513391645289,5.672169642394061
61,5.041170232632022,5.5193370956035475
62,4.888397134079656,5.339466838321893
63,4.916389067603962,5.330396879833921
64,4.9122411662664645,5.57220467577263
65,4.785862950560118,5.576181823223533
66,4.85034721833305,5.512297429154828
67,4.9101258398461045,5.513197636284299
68,5.09637269505928,5.50906930611186
69,5.065030317949494,5.497361205268572
70,4.9922619316572865,5.4941026261324355
71,5.020243995882708,5.492361773658002
72,5.177463538409615,5.497380728947945
73,5.228470645496867,5.493305968234323
74,5.28346871561634,5.5026258697830075
75,5.367156127707497,5.4982612581313735
76,5.281200919368427,5.490638447723022
77,5.315883093287069,5.480054606088573
78,5.353189561812566,5.476130764378098
79,5.587374617670365,5.617958333492258
80,5.789448942038557,5.627142276829259
81,5.629726330391688,5.622291851820194
82,5.520799860898352,5.754895150102365
83,5.546362418443445,5.611646995814282
