,Busia,Masindi
0,5.839762280010722,6.177429259904277
1,5.852416110960883,6.1779149786102305
2,5.891519818002157,6.203216766657812
3,5.8954400662502255,6.179494764568006
4,5.895209627108374,6.130905644493703
5,5.890366685699979,6.194913668721518
6,5.976584584563974,6.193412836773711
7,6.07626059202922,6.179648720459842
8,6.249023760571426,6.182094873305326
9,6.131375313739207,6.177661241496442
10,5.972457956776333,6.178142286718774
11,5.994738168728259,6.226156343329002
12,6.10306056731719,6.221308394987518
13,6.127008061224102,6.213213755990568
14,6.155051850803804,6.194689712562842
15,6.174484605077709,6.173519819667611
16,6.326028347632771,6.140075824644642
17,6.329039800971969,6.133074570711704
18,6.38362410428713,6.142251262294685
19,6.375653110089442,6.134632646193144
20,6.4748905468227225,6.264355423921132
21,6.400107322621503,6.379166142370841
22,6.373163772720497,6.372391869941915
23,6.428312865744372,6.393507427294286
24,6.48612773134108,6.449836239932684
25,6.538927094258442,6.442286155887745
26,6.637498511692277,6.438389706434408
27,6.56646380708577,6.612455971419808
28,6.499702212524387,6.62002426828871
29,6.5204710274061055,6.365989714413329
30,6.45342128594408,6.4527123174634795
31,6.147875887665223,6.6327158742379675
32,6.134422813773812,6.6342506833302615
33,6.132119925935866,6.62896068518407
34,6.190270656514652,6.627369672143493
35,6.1470593850057815,6.620159360657688
36,6.102659816379745,6.618651356660965
37,6.017577582422973,6.58143835029827
38,6.117761559315504,6.570147672170397
39,6.161731236942874,6.574369305791731
40,6.141852672078576,6.574019539333248
41,6.099578010211682,6.569954148308811
42,6.064110037108751,6.202077452308745
43,6.0960416097452885,6.193168320476011
44,6.127510807003157,6.293222309231491
45,6.113822589139058,6.293192840298432
46,6.097590690002236,6.290808838020404
47,6.058697144701472,6.327872237746034
48,6.0552807519531155,6.323362040091088
49,6.014879331904102,6.357025125107407
50,6.024254976030447,6.354629632783541
51,5.993815904569477,6.500475312463859
52,5.922066192350289,6.49934027686332
53,5.812308424277783,6.36684280483642
54,5.79556381494509,6.347147431183248
55,5.766355446013251,6.340348788783034
56,5.521681839476173,5.866086690823091
57,5.584806960274418,6.050321702162092
58,5.547526173379695,6.0338106882295675
59,5.60538834682641,6.264743092411093
60,5.545121156232126,6.259917808488924
61,5.576720046521316,6.266593901736292
62,5.659015003414285,6.2689769936693915
63,5.671736839962841,6.27462060814678
64,5.68742664239159,6.1471133046663935
65,5.682463601987474,6.096739339777794
66,5.672569181922398,6.049863413063866
67,5.689264296333812,6.094729404441977
68,5.7503461054494425,6.099299003294265
69,5.7572943533366505,6.107682547035447
70,5.731631891282464,6.105453272996156
71,5.702550838016614,6.285230565550589
72,5.695814899390069,6.280563749181227
73,5.731405027473356,6.292598102802026
74,5.906407220006222,6.308006842048808
75,5.976090159977027,6.339744998025177
76,5.916645917103135,6.345481858979227
77,5.855813308055905,6.344497805944682
78,5.867530673925267,6.359873281253265
