,Kabale,Kasese
0,5.203928229729121,5.195917505983043
1,5.2333361911469645,5.185958910135953
2,5.301558139647146,5.221032879357389
3,5.482078561514354,5.567012749439217
4,5.483369914314137,5.567228546636379
5,5.472491270852649,5.527192406565706
6,5.516649026125994,5.497373022466234
7,5.558939057898939,5.490471258621478
8,5.543111377281961,5.485513885498625
9,5.461575991408508,5.429794741540402
10,5.424749442858798,5.3589575269467336
11,5.4244927860608865,5.397093811872772
12,5.4528116922692424,5.4159222635835285
13,5.5281612144275725,5.409913386757244
14,5.518665687972942,5.408099538487851
15,5.554161960903257,5.500594215194037
16,5.6520196646547,5.526585482262797
17,5.824222875226165,5.500995865354972
18,5.877637597676779,5.546280461722336
19,5.824780815424499,5.546067412955479
20,5.728175966362685,5.54585440956873
21,5.670435110422965,5.556347597857354
22,5.7813879192895,5.587182265971364
23,5.998561595793225,5.628726455502891
24,5.996356259907167,5.476937271098081
25,6.037207260118245,5.615586711787795
26,6.043960600722122,5.785360236914406
27,6.050740776621751,5.93045064721963
28,6.061186601181437,5.869718158346983
29,5.940703961448439,5.797147848052577
30,5.630277136893386,5.798202139185474
31,5.431462011765542,5.487085169245161
32,5.425681877812573,5.4286507073063754
33,5.528757383475383,5.423792202869158
34,5.6189089775824845,5.523922370018485
35,5.522414366021762,5.61415947966159
36,5.411983050855047,5.699665123306827
37,5.396779579762114,5.504657086429095
38,5.343733853503453,5.509969272545783
39,5.218853721469302,5.509835631923639
40,5.074221723464717,5.399951863554027
41,5.1529607047350146,4.997954958588023
42,5.223767763287908,5.364153600868913
43,5.101759866599919,5.398856937986302
44,5.149232731651864,5.340960086732695
45,5.290636622165547,5.2955299611516224
46,5.116156585835759,5.031057255317754
47,5.173281931484947,4.957573358658255
48,5.176611628362781,4.92706805232435
49,5.194083822910968,4.736172239430261
50,5.206397133669616,4.733992542886342
51,4.774854509452604,4.666220668449808
52,4.670143568059638,4.4730797295284805
53,4.751633834527906,4.502981105981861
54,4.522474967701403,4.522474967701403
55,4.514828111541494,4.523722180934396
56,4.960571153900218,4.527454514461543
57,5.037327715400159,4.651334710704814
58,5.098210509666667,4.652254040203766
59,5.045633229887527,4.683771759261495
60,5.132568218501724,4.942049894503591
61,5.171312231656918,5.057198924889497
62,5.0776791789952815,5.033716055574165
63,5.334500164733444,5.031486781534874
64,5.344647141107389,4.774732600971392
65,5.223509773156054,4.711146870071177
66,5.3328222589881324,4.660042381252621
67,5.615633954984768,5.081759205498516
68,5.689843837951351,5.377469152909199
69,5.611264267551952,5.427699702518401
70,5.608661216689686,5.52419544989949
71,5.6230773360243065,5.549679171069438
