,Kamembe,Ngozi
0,6.346257022997133,6.404985027843036
1,6.255188069320304,6.277424726981507
2,6.154823380945268,6.071988659195245
3,6.159742208330838,6.081335537032618
4,6.042773208624642,5.824231758316204
5,6.043120302970567,5.959354995424768
6,6.0444959670451395,6.081842310265665
7,6.043398828931567,6.074938260020598
8,6.100006126870855,6.06897448271076
9,6.256489932812973,6.059859588631684
10,6.248098183886897,6.149972230191106
11,6.338202777573049,6.1448220034675645
12,6.411904215356539,6.230014936380357
13,6.421148966864277,6.228869104423331
14,6.140935821940094,6.313681937899138
15,6.153501804480335,6.23501626285908
16,6.159666166554744,6.141727443695866
17,6.039446517702006,6.095905008643141
18,6.040736731833174,5.9316332312891165
19,5.903780169615618,5.800053222391385
20,5.895246995341916,5.86990366183599
21,5.891147034475059,5.8744416833772455
22,5.8858695278639335,5.876653583237159
23,5.874018616037375,5.9367134348092065
24,5.862250120202743,5.869307728576876
25,5.911991483655146,5.858775215490107
26,5.850939046591927,5.9870418642376055
27,5.857831007394825,6.049819425140857
28,5.85133137678565,5.936272031350254
29,5.715401469812731,6.114310584957968
30,5.714933967524803,6.008515448312788
31,5.724966553248536,6.124114584542641
32,5.7180867368032,6.016312240858618
33,5.798460661882215,6.082340825038057
34,5.699267578706793,6.14537874047434
35,5.828634410202692,6.197289005113433
36,5.863882437112367,6.20511498084665
37,5.8653361966561315,6.196450250776229
38,6.114812486133453,6.192225701277987
39,6.116167294932878,6.289454653656934
40,6.126214957168272,6.289454653656934
41,6.1175342879778185,6.282474754276641
42,5.874081712383829,6.273903548211585
43,5.806886574092119,6.13197866186557
44,5.783351741574972,6.056590331400893
45,5.853069577745288,6.131487411580053
46,5.842238117237573,6.165364111776201
47,5.830464123861751,6.157192475207375
48,5.95376740573558,6.239378814185892
49,6.1696200310578195,6.403427824330405
50,6.254762640460417,6.403968822122032
51,6.077542376421421,6.2471359750348245
52,5.959423476330518,5.876888951456165
53,5.93112586335925,5.806235923633672
