,Bujumbura,Kamembe
0,6.37104727317358,5.98790204900966
1,6.365750932198069,5.8942718992540755
2,6.368858932941139,5.745182453800344
3,6.431644231272116,5.900901049243412
4,6.411198717252972,6.041636172187146
5,6.4420558997442585,5.910786217851494
6,6.445190089887184,5.908853020990589
7,6.388341042609541,5.911038020125913
8,6.363567750828419,5.907886438557325
9,6.358082072153762,5.860907057727357
10,6.3465897333580825,6.039276262897065
11,6.3330119198705015,6.02454403925959
12,6.325420906950073,6.327715790077802
13,6.314275279998097,6.327670314523226
14,6.270445531269072,6.334514734891375
15,6.228508072910977,5.737791438939411
16,6.236197132903801,5.748963051232302
17,6.140419399035851,6.039205129647183
18,6.147795002839551,5.90606501640655
19,6.048689786710134,5.906306462743634
20,5.869877003772425,5.56778743432222
21,5.93648210791234,5.344637572698077
22,5.93868912606712,5.330928655379493
23,5.940901025927034,5.325651148768367
24,5.9378057342078145,5.316212783347193
25,5.994059433549353,5.352231273406693
26,5.865792788148753,5.302409381441243
27,5.5518173164776075,5.293747502268011
28,5.991861148377614,5.346195994673276
29,5.871952065562694,5.296929524906737
30,5.734255192375172,5.256929398529727
31,5.739145179503344,5.224263701470508
32,5.746743757330513,5.144446549724103
33,5.746305679565559,5.299151024436736
34,5.7580391240371,5.188851124901327
35,5.767163274813551,5.135332129626853
36,5.765964230432808,5.194617752869569
37,5.883137017005585,5.14579630820517
38,5.910530293317847,5.306952694766974
39,5.899837737788793,5.52586908310351
40,6.265201241728431,5.305237078716549
41,6.240344949622186,5.313842779635041
42,6.010941278942428,5.3095068314194505
43,6.018907569523006,5.179697673286487
44,6.021847837462467,5.305714382026771
45,6.0268902477366115,5.306277101088684
46,6.019053847920166,5.014896625135084
47,5.809843680184293,4.99243712663225
48,5.687188845961639,4.9823262802248225
49,5.449604797936875,5.099795438260684
50,5.447359120999331,5.254218583368548
51,5.502527869073664,5.241125482914446
52,5.554811501226343,5.243758235200941
53,5.681526905035536,5.143007782837518
