,Tororo,Masindi
0,6.701852140811479,6.695282992076009
1,6.701370265931681,6.720822459543145
2,6.700888158736531,6.730876771790358
3,6.747314433444672,6.750687117923312
4,6.769088580218906,6.752140206445604
5,6.851732706010654,6.759652894450565
6,6.76511962311692,6.7626378901459425
7,6.761624268926409,6.761624268926409
8,6.747830171944618,6.747550490779322
9,6.747654111243598,6.681068506484302
10,6.676915752625248,6.676617289707049
11,6.674876925007473,6.675174588352429
12,6.6686852320788965,6.668386947214642
13,6.663273905315209,6.663273905315209
14,6.67272152530122,6.65517982382773
15,6.703047839584803,6.636454757742766
16,6.684248913678229,6.615628319914756
17,6.655948215838951,6.581908576923682
18,6.383064056764999,6.57462355454389
19,6.470538876919828,6.5836271608819565
20,6.541418322337393,6.576430002121544
21,6.541445993272433,6.576469175913188
22,6.576508348170308,6.576508348170308
23,6.570039397214098,6.57193873301775
24,6.6037573604714845,6.7597819649749775
25,6.722750961194981,6.780810600762836
26,6.750390632850896,6.794305764650775
27,6.775015211505611,6.882671939423787
28,6.794677633103546,6.875027678466785
29,6.802743518466312,6.882480322191302
30,6.812276817041749,6.892433478336285
31,6.81765089567165,6.895987797507099
32,6.366186176791413,6.869776385633712
33,6.816029043646575,6.843314536597355
34,6.8359675977006775,6.813956437599327
35,6.836897821439705,6.809592370749438
36,6.8298959598977165,6.80253046041779
37,6.828628948792869,6.7968025171811925
38,6.824710669043093,6.74085635860623
39,6.8128676043607825,6.7292307088611825
40,6.700884219954262,6.733214621992752
41,6.701332006442114,6.734878691666694
42,6.72941128792138,6.729146632633346
43,6.762911306234433,6.539895886126755
44,6.5534664567841645,6.532359181336218
45,6.381191082177448,6.6040338363770426
46,6.420960528206205,6.603402501641885
47,6.419298808372001,6.60222186894349
48,6.433390594142882,6.688957332162318
49,6.475814638342035,6.743758663329377
50,6.545950719111276,6.816074479349679
51,6.594152076181791,6.838489419940326
52,6.633594622830933,6.83232249954551
53,6.663443156005881,6.830324752527179
54,6.679309524299511,6.811044716095681
55,6.654225433982608,6.765332120597391
56,6.650915155068403,6.7059345306596025
57,6.5666139786806585,6.490240999896085
58,6.6264524243358505,6.492592570548907
59,6.61767894313943,6.476530358526835
60,6.68912257146834,6.498630683264274
61,6.68010108907111,6.525950409243852
62,6.686166677355136,6.532734130413318
63,6.716637947549198,6.534734713288011
64,6.722600088969929,6.695172209288324
65,6.615958856191502,6.705670331253574
66,6.619193001538903,6.485166027835435
67,6.714023056750559,6.49140457764584
68,6.7066961283230855,6.650159334444721
69,6.709127768065042,6.57160134506392
70,6.494419306649336,6.658761865674257
71,6.4934929643904615,6.716115546690544
72,6.482112273675873,6.7055186025503914
73,6.47824577747728,6.728099071658377
74,6.59552973763184,6.770255581599211
75,6.681731580768336,6.766519449926777
76,6.683148747336152,6.776911986872595
77,6.709876556220062,6.784649790622513
78,6.709348194898656,6.789948738184538
79,6.719636235880574,6.782374576513997
