,Kasese,Kampala
0,6.59185124559715,5.969865126935269
1,6.6156565153423,5.8855170059367845
2,6.538369229238757,5.958950814007155
3,6.3094171973905935,5.955617794596877
4,6.343958585768376,5.9640798968472035
5,6.346395025516676,5.916258313000828
6,6.339563748316634,5.984397783085841
7,6.368854314887885,6.0087147913069865
8,6.364867492656624,5.992603814703873
9,6.302427584043952,5.928847986257203
10,6.308085776465766,6.000340059619703
11,6.304022708317681,5.998142305638953
12,6.294245815492255,5.986408941062014
13,6.267673380011114,6.059513895246804
14,6.290076460134158,6.206733056318419
15,6.286970364640864,6.178142286718774
16,6.28124928085889,5.931330274039128
17,6.275131015811402,5.971917235529052
18,6.269905425364633,6.038237994467524
19,6.2491060871399045,6.135130873309249
20,6.227078885024721,6.18503626172917
21,6.294226504471901,6.245436340302469
22,6.288217806451714,6.303407971945689
23,6.288004757684856,6.426360802458954
24,6.287791754298108,6.424294917311788
25,6.285826489962831,6.46784330130732
26,6.279907416560918,6.433756537325549
27,6.276007303184382,6.444134157483775
28,6.218606555244162,6.411815898740327
29,6.262058753777611,6.6167693122360465
30,6.257534701020181,6.609154152421307
31,6.310628435613145,6.651157472929973
32,6.347297581401177,6.598349920832463
33,6.3668608091521115,6.528490626350559
34,6.369282154496541,6.122483898456167
35,6.369988885086579,6.177429919199405
36,6.407006548223583,6.219172051891497
37,6.403286631758883,6.221904564035328
38,6.395805026332744,6.260786644586643
39,6.432204705577433,6.25757878317172
40,6.418592104610791,6.0959569293486515
41,6.362657981567863,6.490122621510149
42,6.252072422680107,6.202083936018567
43,6.247963754674888,6.199259239942363
44,6.15000395148156,6.20072944042185
45,6.310346212392294,6.085991273891787
46,6.336602604861716,6.093007630923488
47,6.147625904162566,6.091974649613189
48,6.090058919852007,6.110455785799122
49,5.6507205392182005,6.056185647326365
50,6.328376524008624,5.909885772883303
51,6.299968870908157,5.899323049235942
52,6.3294875493514295,5.840267704300021
53,6.3329991274991535,5.649097005083259
54,6.263107440216855,5.467431007872181
55,6.187961368056826,5.628345580121404
56,6.22296592281651,5.526399935507779
57,6.301859439573603,5.689119464595366
58,6.369328020611899,5.69957371962666
59,6.228904854325893,5.700318809555521
60,6.057161197187559,5.778881477414169
61,6.405194907341884,5.824251725093439
62,6.371176185479554,5.860350561713563
63,6.294808393059292,5.798257397085895
64,6.328344255623482,5.789347754890795
65,6.287738756600155,5.865071969663276
66,6.204561901601647,5.870525719778315
67,6.205810891938681,5.948900478153654
68,6.143667001228802,5.856292101256782
69,6.235529533008196,5.783783672336026
70,6.357432088559859,5.841175693608735
71,6.308781135544713,5.9040897218658595
72,6.341989667879001,6.012072877856533
73,6.382780515227405,6.016729375660117
74,6.344497805944682,6.017236747212243
75,6.368670991956794,6.031614643169441
