,Kasese,Owino
0,6.85651289461052,6.798784380987672
1,6.846294610070295,6.780863139737147
2,6.8749915146261005,6.785863734730093
3,6.843288110274468,6.782920392762594
4,6.747877338047209,6.812433444848947
5,6.711271538568826,6.81666122532976
6,6.712511488848022,6.781698478553577
7,6.822777351509631,6.804630896958932
8,6.8345108264562,6.865181079880216
9,6.8240528250536485,6.854761481672814
10,6.800296410172921,6.731512427871016
11,6.7963537494475075,6.693065159941576
12,6.843750293823358,6.711959545676619
13,6.847365684337016,6.681962294716007
14,6.8998802368783645,6.676617289707049
15,6.898080016079373,6.676958710145931
16,6.892007711613546,6.669579553199765
17,6.886417456629419,6.73250569688453
18,6.880360890079465,6.72413270251338
19,6.859476424725056,6.767621992926765
20,6.838523701479584,6.747918247451214
21,6.805052128237891,6.616691967556228
22,6.799043430217704,6.643105439816351
23,6.798830381450847,6.71367257311054
24,6.798617378064098,6.709005219374411
25,6.78243099362471,6.675305847059376
26,6.73223785079909,6.789634928124658
27,6.757571754831194,6.836408044213878
28,6.7791155991568,6.820345673666395
29,6.758792375998723,6.830895669900067
30,6.739221946974403,6.848876293235224
31,6.775537810337138,6.854794478039374
32,6.788287660671727,6.798353170916925
33,6.7871561558233,6.7891845540846925
34,6.788561757047894,6.816866714907912
35,6.78975454333694,6.844035257349273
36,6.784852526933321,6.841756325876922
37,6.779994022496103,6.836897821439705
38,6.775159009039205,6.829654908914267
39,6.771612268352634,6.853850366589606
40,6.79678820842347,6.849756700969181
41,6.7860935707557255,6.757807827177755
42,6.775265977188408,6.76015492002685
43,6.761185717260585,6.791068923412794
44,6.697961309806346,6.786246224673918
45,6.671182608897453,6.79121031440766
46,6.806045907371657,6.779138454451733
47,6.811898807473221,6.7576686534123604
48,6.786626721352554,6.757639184479301
49,6.78962837432224,6.754222657587084
50,6.8045029596903825,6.8575456956748635
51,6.80437423335443,6.880288890733101
52,6.788032684728935,6.836374624684397
53,6.713453268182942,6.749535613786933
54,6.701104899592258,6.7365115042288854
55,6.750262269352953,6.713384551210295
56,6.7716965633469055,6.716524247478587
57,6.7413466062416125,6.703920200722496
58,6.743302487842133,6.716058448687252
59,6.7750176455678535,6.709428704165631
60,6.794324999637309,6.768858393200249
61,6.720813318959678,6.797002457317225
62,6.680628457109515,6.800158323315804
63,6.812089608259643,6.787015970707526
64,6.789399072119459,6.789886520337739
65,6.795680491078833,6.795680491078833
66,6.790310268364219,6.788850769199765
67,6.81638222368294,6.790506319036384
68,6.797946496381307,6.56367290033826
69,6.7986004535561015,6.594939580727151
70,6.7055186025503914,6.6302377046216385
71,6.755359719867269,6.641552832590525
72,6.750511603609519,6.692003384699462
73,6.793574240158408,6.765539538040429
74,6.787020376193356,6.762291843417632
75,6.814926464638243,6.76328975523027
76,6.8873426138287295,6.763797126782395
77,6.894996310390155,6.7349348514424365
