,Tororo,Eldoret
0,5.380096300829159,5.791017958218954
1,5.440210694952086,5.8041062257760805
2,5.496915354410596,5.834943353391172
3,5.4923331155998865,5.850807575439375
4,5.745240071819211,5.873096704586412
5,5.709080380694847,5.962614146993543
6,5.549749753989781,5.83770019455193
7,5.558112752196465,5.77287877254411
8,5.558939057898939,5.740032636437907
9,5.831958815207664,5.76654805609988
10,5.832478206686689,5.76249940864602
11,5.423705056340891,5.748074666761027
12,5.422411619857062,5.761130752819049
13,5.4159222635835285,5.732670950171132
14,5.494131465841262,5.7592378765961625
15,5.519599830964739,5.784959108361613
16,5.552361780399109,5.8066511437122
17,5.580410132276577,5.801029264357392
18,5.5540732815360245,5.796530524936025
19,5.544493151148241,5.844172582227764
20,5.554071012816001,5.86522888560173
21,5.72891973731553,5.774423233776715
22,5.726895565763109,5.757408639722073
23,5.72931576756422,5.8534185312318385
24,5.722318971851242,5.845122746289084
25,5.719024469005042,5.858293137077639
26,5.790922231014981,5.887280644250899
27,5.863462419105324,5.928171121944518
28,5.910368925640306,5.91008200237439
29,5.952030943892073,5.933769618058902
30,5.9926827055215375,5.9740928864708565
31,5.939471197107332,5.989883711081047
32,5.801237833304102,6.009690004268804
33,5.251160858481973,6.073295728690168
34,5.429487677461824,6.029379691364929
35,5.425681877812573,6.023203484368838
36,5.423792202869158,6.06556446453141
37,5.414996788196163,6.059360599142846
38,5.442816399293959,6.060996296341867
39,5.411983050855047,6.079294115126479
40,5.398793679133816,6.042708817639776
41,5.283441623247333,6.022856007684874
42,5.286242743374279,5.981218563507332
43,5.28116832756406,5.974129419654204
44,5.287132917631387,5.997049812150177
45,5.277331206209998,5.9807838502346105
46,5.378572266814796,5.959756232188734
47,5.402835490450782,6.06155848236434
48,5.396443466775215,6.080973792620386
49,5.390040984149822,5.993877811595779
50,5.2688916446529035,5.946696547966754
51,5.050067506224038,5.982593693069759
52,5.123795709372973,5.963080083016065
53,5.116156585835759,5.978165869373074
54,5.114366047948352,6.0242361882539806
55,5.093877129023532,5.958729846514008
56,4.736172239430261,5.996751231048378
57,4.726270496792432,5.958059278445527
58,4.767474402154981,5.927021960450024
59,4.770614098423273,5.947411942186758
60,4.751633834527906,5.908133208882538
61,4.743747611079802,5.8906584068911645
62,4.514828111541494,5.869317746357778
63,4.530625792136653,5.896353268839313
64,4.74422916271955,5.885798596994018
65,4.8450582667783735,5.890149877418732
66,4.943140500340458,5.734641646343284
67,4.944059829839408,5.755162258973262
68,4.7681129076952455,5.85511987255014
69,5.019239533194721,5.836734811944047
70,5.131306897043219,5.854013175700994
71,5.145237330006572,5.910303368174112
72,5.300741684808489,5.925561294842738
73,5.289896626335981,5.8983086283895005
74,5.223509773156054,5.949016025755864
75,5.273482819201824,5.946134393623834
76,5.271703635316351,5.975209480270325
77,5.760461405165304,5.98253617298053
78,5.691784644209972,6.016759956921022
79,5.866702707855173,5.979533842487524
80,5.45602325136114,6.0074873905482375
