,Eldoret,Nakuru
0,6.57967627648322,6.269643121194631
1,6.606251612436677,6.271738240300797
2,6.627769216141513,6.1775682141919575
3,6.639896049740655,6.065022496009283
4,6.604735697345827,6.163987426248881
5,6.588176659080447,6.2555229799993395
6,6.598493025723695,6.164652539769697
7,6.629327139644766,6.266657541376189
8,6.640637917252501,6.269322468996456
9,6.611207896231595,6.260913208783499
10,6.602477055831913,6.255232722228788
11,6.587438064189276,6.338471865456233
12,6.567683874723921,6.33448335957486
13,6.540699581236758,6.408322700959061
14,6.552923820509729,6.411774645994671
15,6.4846051673461975,6.346797217954415
16,6.538904747154852,6.409113110531074
17,6.556758243459415,6.406004268809988
18,6.478106288921558,6.402905062039947
19,6.4731300771899845,6.39935031465575
20,6.522906191055747,6.225965838630675
21,6.4896777054959705,6.220344771712386
22,6.589371344800405,6.45054822271013
23,6.582190495280729,6.4495104143997155
24,6.639273233002824,6.439159412503881
25,6.620322433055505,6.491377814802274
26,6.547837167779981,6.48015945940407
27,6.646108286145729,6.475256959020295
28,6.605966239482725,6.492448857128271
29,6.645415885178283,6.527492390219751
30,6.610420574923716,6.513609846560578
31,6.6266789277301195,6.733790312209459
32,6.608447741182437,6.827280321601237
33,6.736087842754295,6.832367126674707
34,6.694282014881355,6.51886252955458
35,6.7928738818393954,6.523060158669789
36,6.819561363845803,6.523459192397635
37,6.792978532875486,6.51976849303224
38,6.739613538713513,6.449373265838694
39,6.843500006673973,6.588682253264534
40,6.7542819532767755,6.647203635419596
41,6.75718761928304,6.649234530454639
42,6.807360014223469,6.530095537388278
43,6.794399453812331,6.533480223211691
44,6.756570373233819,6.651323114272416
45,6.808931369900132,6.6509140830322275
46,6.821585645708063,6.616683259191621
47,6.837558570700701,6.636010161368536
48,6.82870263582028,6.5428810290214185
49,6.829327422039969,6.6260861632375025
50,6.846322311211043,6.571196457534675
51,6.756627815732815,6.5048931310893465
52,6.776816079065852,6.47051388598808
53,6.700979728518431,6.49820502613868
54,6.725026946562089,6.427546572685042
55,6.69662633569622,6.430702443773156
56,6.711927769087209,6.457837637091864
57,6.713399299799052,6.493245287333208
58,6.753178141793563,6.491488023834004
59,6.7213571194261155,6.465465369464242
60,6.694393791689062,6.43717092672199
61,6.694910425407786,6.436294272020863
62,6.7015664708547265,6.432990418353861
63,6.66750099676304,6.429675613045191
64,6.649763555242907,6.417267898358417
65,6.607473947792195,6.41855687214752
66,6.612580561987755,6.4225499004819016
67,6.650086877579204,6.42881924802643
68,6.5821482927748045,6.424351125843935
69,6.511731775587845,6.411615967657628
70,6.472810987575024,6.4090365056953
71,6.4608267676858295,6.431649536576872
72,6.458867749115261,6.475397051066472
73,6.579972667671775,6.418251928983971
74,6.573986697979392,6.41322660876446
75,6.566928380953233,6.407591212060947
76,6.571977906605886,6.395011114949591
77,6.618228164985947,6.3234286247653015
78,6.699128319497024,6.313983213879818
79,6.695427331530166,6.387003774771569
80,6.710868213960518,6.383004351875905
81,6.763999181582257,6.381673373869312
82,6.765686741736599,6.366455302461724
83,6.60826638295296,6.351002057865671
84,6.421349240349763,6.252205775936364
85,6.533570543765805,6.282418809701479
86,6.5328114512211375,6.319020384118148
87,6.47221103584949,6.2794359986692605
88,6.472364503845929,6.296659512544104
89,6.468896434800287,6.274654045926108
90,6.468317150099675,6.273126652807842
91,6.474935262366607,6.12692720928323
92,6.478536779605255,6.130131227149029
93,6.477377575746555,6.128281615454731
94,6.479293273496002,6.1304956853001045
95,6.4781056980953995,6.126025836353637
96,6.476916710682427,6.127925118388319
97,6.474994443357775,6.1264923411749175
98,6.471242363322776,6.121759889965547
