,Tororo,Kisumu
0,5.698550031947693,6.512857864329261
1,5.742498963288706,6.512443571830001
2,5.784597426862376,6.47761694228095
3,5.780015188051667,6.506454783744106
4,5.830460479927918,6.496550014102062
5,5.823459135165726,6.493097323341981
6,5.7949530233687225,6.503620562411661
7,5.847175087117204,6.496974806774373
8,5.844781203428712,6.492385998860153
9,5.831958815207664,6.489935121849543
10,5.916583787478151,6.485283742095189
11,6.052661965810316,6.485608908005724
12,6.048795584257324,6.483181679561344
13,6.044948372396227,6.483248428624609
14,6.038243067240719,6.480495016088001
15,6.03042545473073,6.440475220703911
16,6.012178564337852,6.319690382106504
17,6.052049976776908,6.3144884747865815
18,6.267075515405949,6.461863907626087
19,6.287367104571401,6.456287119379148
20,6.338979123669129,6.4491520556788045
21,6.422438596006496,7.057921482089496
22,6.46359099156879,6.957985855046871
23,6.463255465422941,6.86247167083152
24,6.456761407706958,6.85787959382625
25,6.453111980278505,6.945844058659234
26,6.449836239932684,6.846520602884505
27,6.442643362535587,6.834486422821635
28,6.469031300719109,6.91407831466765
29,6.507661339637742,6.9093061732068275
30,6.477932645340147,6.832597727390591
31,6.4453199176035705,6.8365656182612184
32,6.278443357690105,6.840011086199327
33,5.800934381322347,6.843478095859694
34,5.873083414577452,6.7431674395719465
35,6.11402732714971,6.736286600264148
36,6.116939383429103,6.749113187969417
37,6.055178433176196,6.7532685252701015
38,6.051051941168544,6.754905381700573
39,6.018118854425363,6.595510587527346
40,6.010220017711317,6.650166748137974
41,5.913630953654796,6.6524549763061
42,5.916797074292741,6.648651638628258
43,5.9109774673226845,6.528345797933935
44,6.039056534663201,6.636578181832545
45,6.027762768991995,6.628342258436647
46,6.036262135538013,6.628348607641472
47,6.091974649613189,6.636180512206013
48,6.113401296028878,6.569589269060722
49,6.123687526544533,6.50303189297508
50,6.0788112493633095,6.615640126785813
51,5.983165356414574,6.610090623639443
52,6.009249335412577,6.613575724719038
53,6.002530556671921,6.806785562545887
54,6.002289879121233,6.659581548406583
55,5.745752977828073,6.5545392066411035
56,5.697583406584886,6.498463287179254
57,5.683569252393964,6.618380754663254
58,5.456911003318391,6.618504785563357
59,5.359217423231947,6.501122507056624
60,5.342731760733681,6.493547689639602
61,5.330285056581489,6.42328999752151
62,5.427338120575742,6.358941162473165
63,5.432864770555157,6.3615045979979525
64,5.485091816319161,6.491724910671454
65,5.538205447338319,6.479338798908584
66,5.634743279049029,6.47479486927916
67,5.6372070103993535,6.473447727488291
68,5.642355403325902,6.473614665735585
69,5.715239782737073,6.4769465579129
70,5.7182428600650255,6.343485674996416
71,5.647990256047452,6.352293961192174
72,5.800345783830516,6.344612596914546
73,5.713946972747484,6.338409233160421
74,5.7100804765488915,6.325922873666182
75,5.739658169230076,6.456960017389824
76,5.770226819210122,6.565177903191533
77,5.895328803332569,6.676181733814932
78,5.895835917589341,6.671186299369337
79,5.83863497152082,6.669688502111016
80,5.825704158979006,6.66017518008498
