,Kasese,Kampala
0,6.508758487035613,5.470728347419592
1,6.539900972981392,5.458969852156508
2,6.41637566104603,5.460547710239721
3,6.270091307803748,5.456993749154578
4,6.2438751272113935,5.428510313927199
5,6.24103450985885,5.430104293642521
6,6.23443811228408,5.461639567537767
7,6.259702368792369,5.566097417567529
8,6.259461232390936,5.567228546636379
9,6.19336299942745,5.595170821967687
10,6.198802832593043,5.611889148977269
11,6.196332546877046,5.612619207362562
12,6.1826058443495855,5.911840245564505
13,6.182094873305326,5.6792556011719855
14,6.17864404255835,5.54276441635688
15,6.1752025491778495,5.534623610463989
16,6.169816863283081,5.533937237081611
17,6.163931282404215,5.58418308839212
18,6.158550100342805,5.633328596293082
19,6.137140924237273,5.653388594799817
20,6.1164181836843134,5.7656386678618405
21,6.194143045914918,5.733866391976621
22,6.1881343478947315,5.728602018516291
23,6.187921299127874,5.735801902138559
24,6.187708295741125,5.731147736751843
25,6.19883111392946,5.7298585308937655
26,6.2314759892196685,5.720502665874353
27,6.200955643093525,5.811989948718504
28,6.09914651097741,5.790089578940895
29,6.13484572968216,5.958899158256917
30,6.103526461190315,6.102029828334253
31,6.215155640961727,6.109099196459389
32,6.225378646200745,6.033060576314948
33,6.226016364544902,5.798513035977917
34,6.228437709889332,5.676134973936596
35,6.229377816873995,5.719883455785202
36,6.22409046109107,5.623736305825427
37,6.22066563825476,5.528757383475383
38,6.213780602210712,5.7011708566512205
39,6.280316604863661,5.5896642280924995
40,6.246378937137598,5.600378535003355
41,6.199506340881629,5.4036072545508675
42,6.151358447078277,5.508936755458621
43,6.0930990441139725,5.400951363887112
44,6.039056534663201,5.405414085303052
45,5.763362171362772,5.341019025467256
46,5.842409381144868,5.398856937986302
47,5.8423799122118085,5.398827469053243
48,5.807282233814959,5.501201391272897
49,5.61053185190278,5.307211822598467
50,5.563709162228571,5.245255431110037
51,5.636013349760887,5.225047245462376
52,5.524629599794531,4.918493796224216
53,5.383910988895467,4.922703897779067
54,5.453186604227408,5.235160533260355
55,5.176079206531437,5.110232640733851
56,5.628345580121404,5.090235997406944
57,5.693190550270857,4.840078720018234
58,5.7981176706960165,4.734190940015797
59,5.902868399800893,4.743484072790689
60,5.77411707231741,4.837486656206132
61,5.491199404962388,4.929799495233464
62,5.8569590430692235,5.097291180167716
63,5.860350561713563,5.098210509666667
64,5.724754935092968,4.949208222765956
65,5.858340626377746,5.167659538312995
66,5.957985470227687,5.267067944995011
67,5.978801689396265,5.302970958847781
68,5.96338541107502,5.359091567870766
69,5.920523449914592,5.344647141107389
70,6.033927825468742,5.340780644908796
71,6.028024938730174,5.3849382601271465
72,6.074351221965816,5.40823271379379
73,6.014149721801372,5.864484127981471
74,6.071123447725916,5.834407818866163
75,6.215646277211257,5.867905353820933
76,6.096919741577207,5.700038377160435
