,Kasese,Masindi
0,6.465979102746381,6.465225239159982
1,6.3640641162465394,6.455271570344619
2,6.455550730509163,6.458589092132568
3,6.491592672816966,6.494510253296489
4,6.512276094478314,6.679165800083002
5,6.562793188691354,6.682867262137889
6,6.56363709979081,6.6772433500105635
7,6.630871307801319,6.702156046269875
8,6.664316212353267,6.701163274258705
9,6.494985536439013,6.692598276373965
10,6.4973427750168735,6.689336626453335
11,6.4774332427395285,6.497768002966438
12,6.483002024496989,6.482272895773473
13,6.505223694752854,6.506644149537146
14,6.5629303312726694,6.523013723867226
15,6.561512514144189,6.523105074728996
16,6.555773996162218,6.592809197100206
17,6.549849635989781,6.588568383098891
18,6.542930340016441,6.501129119006803
19,6.5236865490992715,6.47904873424721
20,6.533567448084982,6.279218116108922
21,6.507800604769959,6.260940526838434
22,6.462571193596491,6.420259995524769
23,6.462358144829634,6.429318290751434
24,6.462145141442885,6.422438596006496
25,6.470067619684719,6.502437728059688
26,6.493465281379583,6.5664279873774465
27,6.517169360001271,6.59449947292605
28,6.441928821597718,6.590755438475138
29,6.43695806696297,6.586698709388025
30,6.431272514122744,6.5783167218983065
31,6.515723917055652,6.5860404154731125
32,6.52673237592274,6.591907192610265
33,6.48892797440099,6.4118164431456215
34,6.491349319745419,6.41053682201548
35,6.493243890620956,6.527440987522891
36,6.488305752721292,6.525614734516767
37,6.483447248284074,6.592977142183737
38,6.478612234827176,6.586298810232551
39,6.475733428696675,6.5810939443545005
40,6.510595339523157,6.259280911242251
41,6.458426674196753,6.247240634735078
42,6.404032818634217,6.099256312823137
43,6.343174366847618,6.096423615231827
44,6.337221001813375,6.0930990441139725
45,6.249862128999495,6.201628316886867
46,6.373673346343568,6.193168320476011
47,6.3796861909980285,6.534267070874941
48,6.199441379378957,6.091974649613189
49,6.201716136854186,6.240293047883502
50,6.213012947801603,6.3868037865875475
51,6.2602176904912215,5.938402611669982
52,6.244142036553056,5.629724020853323
53,6.216026998630689,5.898120403270181
54,5.909090926113141,5.892324066256074
55,5.866086690823091,5.866086690823091
56,5.933305243775905,5.869226387091382
57,5.78338317796689,5.857681101683534
58,5.963328313071728,5.901735302163914
59,5.986953908511165,5.896394331465438
60,5.965710317425975,5.902868399800893
61,6.023490766989252,5.905969203422213
62,5.7762040996434525,6.029452908409985
63,5.980227556002278,6.039693056045557
64,5.98551370466757,6.042672118507518
65,5.8667251963633555,6.049863413063866
66,5.858340626377746,6.0437438497091085
67,5.988757128894441,6.290943887549103
68,5.934151415658526,6.2984456606870545
69,5.934202644317961,6.379122069505014
70,5.713946972747484,6.285230565550589
71,5.8524256050581895,6.280563749181227
72,5.846113975249317,6.4334900468383385
73,6.020066538478743,6.4627106498286615
74,5.956503026701722,6.55582244461739
75,5.898169640935562,6.559342516862992
76,6.220726728443676,6.559849888415118
77,6.241169350421754,6.445902339892784
