,Gulu,Lira
0,6.231664210446798,6.232552704507913
1,6.073922687572623,6.324083846206619
2,6.32025682083593,6.409221520778494
3,6.380387947412585,6.440140232317468
4,6.438389706434408,6.355660991236779
5,6.470023399859863,6.234034308922701
6,5.938288464858283,5.934731851743436
7,5.941295502429901,5.719776886845121
8,5.71998175547866,5.872652050135484
9,5.941103502770316,6.0053457714986695
10,6.447769105613445,6.000612331064097
11,6.445048115349538,5.998538568053312
12,6.43807558771933,6.083029640271961
13,6.436567583722606,6.107131873522337
14,6.4329197574491594,6.105130231414992
15,6.42076680644648,6.03501913224545
16,6.201313026106578,5.9743263594033085
17,6.202083936018567,5.915600186058894
18,5.910377407298679,5.943438269559567
19,5.915442578696024,6.041168467866345
20,6.191351789549613,5.902456860672624
21,6.198568728268878,5.97497381156673
22,6.198539259335819,6.091974649613189
23,6.194348571832841,6.243741327162418
24,6.188347047137754,6.285141029044338
25,6.1851823765270595,6.325734520444718
26,6.174703568313453,6.397480079799721
27,6.2667838794417925,6.503524058721973
28,6.3868037865875475,6.499815899317644
29,6.386170099468836,6.281795291135769
30,6.365332230531053,5.778905185144974
31,6.344840625085333,5.894503762799993
32,6.127949776751802,5.8389946296532225
33,6.150058183878336,5.866086690823091
34,6.156908459543163,5.933305243775905
35,6.14165259473878,5.915250953505012
36,6.124408154481436,5.841110680347479
37,6.243082505799806,5.835325298116617
38,6.349155502429312,5.773371982388549
39,6.312218317842586,5.772773888770943
40,6.316093856353355,5.846090227107619
41,6.327890459608974,6.039693056045557
42,6.287794576540503,6.042672118507518
43,5.991022913040933,6.315362476336729
44,5.928593415742293,6.370646635314171
45,5.8620054232552965,6.412807475305944
46,5.996118139407725,6.338093294226169
47,5.993888865368435,6.297009093784002
48,5.985205969900421,6.407094153307429
49,6.035974909090466,6.545572785618135
50,6.079061526660148,6.504169835997992
51,6.123979726270976,6.463373999770067
52,6.338995653666395,6.6778210842283645
53,6.345481858979227,6.7067661338056705
54,6.372949384524962,6.686286376193127
55,6.475844267099233,6.546580818191011
56,6.473830705681163,6.3978103983867545
57,6.470520096153883,6.273184428795545
58,6.0322279063702595,5.850715738531863
59,5.999397632131252,5.8473346357344775
60,5.968082819869337,5.843278421313797
61,5.963230776750746,5.839218878707314
62,5.963383933434243,5.837214537250789
63,5.963536454688727,5.837656208799724
64,5.967523051653245,6.025751556553039
65,5.961850190273471,6.020383092631721
66,6.022370671925227,6.075585196490672
67,6.1250580730496,6.126881227611116
68,6.350812651108987,6.350812651108987
