,Mbale,Kisumu
0,6.345177196872746,6.57967627648322
1,6.368214610247294,6.581771395589386
2,6.3907332304326925,6.51955563150128
3,6.408623847474042,6.506454783744106
4,6.523607660487864,6.49763756178946
5,6.517100976959076,6.56211437540951
6,6.490642424291848,6.572330308188907
7,6.454689250657641,6.49662038536361
8,6.4774332427395285,6.491676023679461
9,6.482272895773473,6.487805195591718
10,6.39527238426644,6.484214794906284
11,6.388736192476026,6.411774645994671
12,6.474834526055797,6.483181679561344
13,6.512793301594033,6.482892873065308
14,6.509919403873958,6.480495016088001
15,6.541251078496721,6.478106288921558
16,6.441994004612874,6.4731300771899845
17,6.327946247462975,6.46673891651235
18,6.306900945368628,6.462577683530768
19,6.419141635669155,6.456287119379148
20,6.468766141124965,6.4491520556788045
21,6.503766816133705,6.570617331318143
22,6.503275976301969,6.670303782595091
23,6.541146258015762,6.661800975369369
24,6.76255386524853,6.657465591642711
25,6.816896839030441,6.945634173046122
26,6.867779438137442,6.932957498327916
27,6.861353697393771,6.92013326781652
28,6.856648166002482,6.91407831466765
29,6.845083920830362,6.912485152253639
30,6.745994329735111,6.918917142641159
31,6.627582076102239,6.518227407272195
32,6.529804686986427,6.521788702681593
33,6.527619245638013,6.584721772768401
34,6.528099966129934,6.51976849303224
35,6.523633227923906,6.448006211627161
36,6.55863096255904,6.643188497402409
37,6.620159360657688,6.6500181602159065
38,6.437993100713827,6.653739042575744
39,6.259280911242251,6.53518460689575
40,6.199612585745824,6.650732839293766
41,6.42589957911418,6.650189969675248
42,6.425946653131482,6.400567709037957
43,6.4220430143143945,6.39645091808487
44,6.424951546577268,6.5179429944415945
45,6.413767803545446,6.478920614188919
46,6.420989997139264,6.508444680415951
47,6.420960528206205,6.518119041353622
48,6.416406543159853,6.509924588244713
49,6.411853508998498,6.50303189297508
50,6.406870323508568,6.498831004249888
51,6.397480079799721,6.492168534934097
52,6.395084587475855,6.493583963703098
53,6.3868037865875475,6.490027226012597
54,6.386170099468836,6.490754626020756
55,6.363062081996514,6.358492872173264
56,6.122466600550152,6.36296813421643
57,6.126039556495682,6.365316822954005
58,6.151915194625549,6.329526296595157
59,6.156908459543163,6.21427134449893
60,6.13979212908586,6.205865617187821
61,6.124408154481436,6.353534422212668
62,6.123322182470887,6.204790482645907
63,6.020651435457276,6.207115453879592
64,6.129583232279798,6.208015661009062
65,6.135021518959832,6.346716910666902
66,6.145259736017071,6.341263476654637
67,6.148032634165344,6.339461562014965
68,6.154407268815136,6.407295653220867
69,6.148796625712253,6.343956828206739
70,6.152141484668644,6.342045789938428
71,6.158207792230096,6.485114874213098
72,6.155978518190804,6.344612596914546
73,6.144588235748122,6.469188615525719
74,6.14072173954953,6.45838072888218
75,6.135026817087231,6.456960017389824
76,6.529444834379141,6.449801859435565
77,6.676752137039459,6.571208675610823
78,6.527554999426108,6.5680998355525855
