,Nairobi,Makueni
0,6.635206259414846,6.626356644137863
1,6.640537434794652,6.492915613849857
2,6.642141817272417,6.641520506286292
3,6.668774329881169,6.644353091804366
4,6.661404307088801,6.6375499649916865
5,6.654662809002483,6.747107341524484
6,6.650281053856099,6.743936973564398
7,6.623821061543903,6.740776625080254
8,6.6209496072483445,6.736519028276414
9,6.630053253646403,6.736132197004858
10,6.616980130539704,6.734970828952519
11,6.617135250433609,6.735470924954569
12,6.614026408712523,6.731809444368906
13,6.6109272019424825,6.729262876463442
14,6.607061460931148,6.7246025457714955
15,6.6247541389301885,6.718291072121132
16,6.595038221153797,6.655662842970232
17,6.608596743147879,6.649517012937241
18,6.582504220773498,6.640690267577683
19,6.597418561544886,6.635728177591476
20,6.577088911765866,6.666327634215451
21,6.5698298857950155,6.662934119966538
22,6.564017031985086,6.656900779427753
23,6.564431530349914,6.656551736270831
24,6.5300176440869455,6.645415885178283
25,6.53994365666427,6.7226776696406025
26,6.526892946567049,6.735312768732915
27,6.534979303293161,6.731601410229312
28,6.736087842754295,6.736595585847204
29,6.73550882888961,6.822605410156545
30,6.7449322539958025,6.791174646086436
31,6.7472407022661764,6.7472407022661764
32,6.7431674395719465,6.637977151167915
33,6.740124394407893,6.632377649562559
34,6.749620673390103,6.640362838557079
35,6.753015007712652,6.644808522838236
36,6.755159221021647,6.649234530454639
37,6.7583281582099595,6.7583281582099595
38,6.755414007099377,6.75592356125053
39,6.756570373233819,6.756570373233819
40,6.753898897589661,6.7518580805548085
41,6.750979665241188,6.749193722682037
42,6.742619896426794,6.742619896426794
43,6.733019947164562,6.68312774154423
44,6.721602231451038,6.56899436499229
45,6.741763720215278,6.581246793388176
46,6.732315032958749,6.619729416560388
47,6.721296273593566,6.61955943568563
48,6.67596542327674,6.607672225917502
49,6.662211052945607,6.5494704299901585
50,6.611632335676067,6.426866061584948
51,6.559014468684269,6.49596328587717
52,6.423072002342488,6.499206317641442
53,6.368775520489862,6.532149394468324
54,6.212608833725317,6.499874846258469
55,6.287445604180244,6.4947969090400335
56,6.325240913570056,6.456746709332204
57,6.356079930192133,6.459495904087616
58,6.317042236430258,6.464971722750536
59,6.337217387275688,6.486953048893829
60,6.2671555045009155,6.49559429914353
61,6.291762505427867,6.5041615174591
62,6.343526241085852,6.535210487807658
63,6.2697933143828655,6.563966289890722
64,6.267272555535977,6.591918256902433
65,6.427517382429762,6.546032107589777
66,6.452880812929591,6.5957691844564295
67,6.390234301025007,6.589250736391131
68,6.395011114949591,6.583101491824548
69,6.4290748139002885,6.679103068370451
70,6.492465994366607,6.671376290703991
71,6.569547085641163,6.654523873933005
72,6.541147052972701,6.670686424327686
73,6.475104252705267,6.669688502111016
74,6.497597010635765,6.659167623324681
75,6.312201996789736,6.7103795942779705
76,6.08443047547822,6.759096174402977
